chr_name	start	end	band_color	band
chr22	31800000	37200000	gpos50	q12.3
chr22	37200000	40600000	gneg	q13.1
chr22	40600000	43800000	gpos50	q13.2
chr22	43800000	48100000	gneg	q13.31
chr22	48100000	49100000	gpos50	q13.32
chr22	49100000	50818468	gneg	q13.33
chr22_GL383582v2_alt	0	162811		gneg
chr22_GL383583v2_alt	0	96924		gneg
chr22_KB663609v1_alt	0	74013		gneg
chr22_KI270731v1_random	0	150754		gneg
chr22_KI270732v1_random	0	41543		gneg
chr22_KI270733v1_random	0	179772		gneg
chr22_KI270734v1_random	0	165050		gneg
chr22_KI270735v1_random	0	42811		gneg
chr22_KI270736v1_random	0	181920		gneg
chr22_KI270737v1_random	0	103838		gneg
chr22_KI270738v1_random	0	99375		gneg
chr22_KI270739v1_random	0	73985		gneg
chr22_KI270875v1_alt	0	259914		gneg
chr22_KI270876v1_alt	0	263666		gneg
chr22_KI270877v1_alt	0	101331		gneg
chr22_KI270878v1_alt	0	186262		gneg
chr22_KI270879v1_alt	0	304135		gneg
chr22_KI270928v1_alt	0	176103		gneg
chr2_GL383521v1_alt	0	143390		gneg
chr2_GL383522v1_alt	0	123821		gneg
chr2_GL582966v2_alt	0	96131		gneg
chr2_KI270715v1_random	0	161471		gneg
chr2_KI270716v1_random	0	153799		gneg
chr2_KI270767v1_alt	0	161578		gneg
chr2_KI270768v1_alt	0	110099		gneg
chr2_KI270769v1_alt	0	120616		gneg
chr2_KI270770v1_alt	0	136240		gneg
chr2_KI270771v1_alt	0	110395		gneg
chr2_KI270772v1_alt	0	133041		gneg
chr2_KI270773v1_alt	0	70887		gneg
chr2_KI270774v1_alt	0	223625		gneg
chr2_KI270775v1_alt	0	138019		gneg
chr2_KI270776v1_alt	0	174166		gneg
chr2_KI270893v1_alt	0	161218		gneg
chr2_KI270894v1_alt	0	214158		gneg
chr3	0	2800000	gpos50	p26.3
chr3	2800000	4000000	gneg	p26.2
chr3	4000000	8100000	gpos50	p26.1
chr3	8100000	11600000	gneg	p25.3
chr3	11600000	13200000	gpos25	p25.2
chr3	13200000	16300000	gneg	p25.1
chr3	16300000	23800000	gpos100	p24.3
chr3	23800000	26300000	gneg	p24.2
chr3	26300000	30800000	gpos75	p24.1
chr3	30800000	32000000	gneg	p23
chr3	32000000	36400000	gpos50	p22.3
chr3	36400000	39300000	gneg	p22.2
chr3	39300000	43600000	gpos75	p22.1
chr3	43600000	44100000	gneg	p21.33
chr3	44100000	44200000	gpos50	p21.32
chr3	44200000	50600000	gneg	p21.31
chr3	50600000	52300000	gpos25	p21.2
chr3	52300000	54400000	gneg	p21.1
chr3	54400000	58600000	gpos50	p14.3
chr3	58600000	63800000	gneg	p14.2
chr3	63800000	69700000	gpos50	p14.1
chr3	69700000	74100000	gneg	p13
chr3	74100000	79800000	gpos75	p12.3
chr3	79800000	83500000	gneg	p12.2
chr3	83500000	87100000	gpos75	p12.1
chr3	87100000	87800000	gneg	p11.2
chr3	87800000	90900000	acen	p11.1
chr3	90900000	94000000	acen	q11.1
chr3	94000000	98600000	gvar	q11.2
chr3	98600000	100300000	gneg	q12.1
chr3	100300000	101200000	gpos25	q12.2
chr3	101200000	103100000	gneg	q12.3
chr3	103100000	106500000	gpos75	q13.11
chr3	106500000	108200000	gneg	q13.12
chr3	108200000	111600000	gpos50	q13.13
chr3	111600000	113700000	gneg	q13.2
chr3	113700000	117600000	gpos75	q13.31
chr3	117600000	119300000	gneg	q13.32
chr3	119300000	122200000	gpos75	q13.33
chr3	122200000	124100000	gneg	q21.1
chr3	124100000	126100000	gpos25	q21.2
chr3	126100000	129500000	gneg	q21.3
chr3	129500000	134000000	gpos25	q22.1
chr3	134000000	136000000	gneg	q22.2
chr3	136000000	139000000	gpos25	q22.3
chr3	139000000	143100000	gneg	q23
chr3	143100000	149200000	gpos100	q24
chr3	149200000	152300000	gneg	q25.1
chr3	152300000	155300000	gpos50	q25.2
chr3	155300000	157300000	gneg	q25.31
chr3	157300000	159300000	gpos50	q25.32
chr3	159300000	161000000	gneg	q25.33
chr3	161000000	167900000	gpos100	q26.1
chr3	167900000	171200000	gneg	q26.2
chr3	171200000	176000000	gpos75	q26.31
chr3	176000000	179300000	gneg	q26.32
chr3	179300000	183000000	gpos75	q26.33
chr3	183000000	184800000	gneg	q27.1
chr3	184800000	186300000	gpos25	q27.2
chr3	186300000	188200000	gneg	q27.3
chr3	188200000	192600000	gpos75	q28
chr3	192600000	198295559	gneg	q29
chr3_GL000221v1_random	0	155397		gneg
chr3_GL383526v1_alt	0	180671		gneg
chr3_JH636055v2_alt	0	173151		gneg
chr3_KI270777v1_alt	0	173649		gneg
chr3_KI270778v1_alt	0	248252		gneg
chr3_KI270779v1_alt	0	205312		gneg
chr3_KI270780v1_alt	0	224108		gneg
chr3_KI270781v1_alt	0	113034		gneg
chr3_KI270782v1_alt	0	162429		gneg
chr3_KI270783v1_alt	0	109187		gneg
chr3_KI270784v1_alt	0	184404		gneg
chr3_KI270895v1_alt	0	162896		gneg
chr3_KI270924v1_alt	0	166540		gneg
chr3_KI270934v1_alt	0	163458		gneg
chr3_KI270935v1_alt	0	197351		gneg
chr3_KI270936v1_alt	0	164170		gneg
chr3_KI270937v1_alt	0	165607		gneg
chr4	0	4500000	gneg	p16.3
chr4	4500000	6000000	gpos25	p16.2
chr4	6000000	11300000	gneg	p16.1
chr4	11300000	15000000	gpos50	p15.33
chr4	15000000	17700000	gneg	p15.32
chr4	17700000	21300000	gpos75	p15.31
chr4	21300000	27700000	gneg	p15.2
chr4	27700000	35800000	gpos100	p15.1
chr4	35800000	41200000	gneg	p14
chr4	41200000	44600000	gpos50	p13
chr4	44600000	48200000	gneg	p12
chr4	48200000	50000000	acen	p11
chr4	50000000	51800000	acen	q11
chr4	51800000	58500000	gneg	q12
chr4	58500000	65500000	gpos100	q13.1
chr4	65500000	69400000	gneg	q13.2
chr4	69400000	75300000	gpos75	q13.3
chr4	75300000	78000000	gneg	q21.1
chr4	78000000	81500000	gpos50	q21.21
chr4	81500000	83200000	gneg	q21.22
chr4	83200000	86000000	gpos25	q21.23
chr4	86000000	87100000	gneg	q21.3
chr4	87100000	92800000	gpos75	q22.1
chr4	92800000	94200000	gneg	q22.2
chr4	94200000	97900000	gpos75	q22.3
chr4	97900000	100100000	gneg	q23
chr4	100100000	106700000	gpos50	q24
chr4	106700000	113200000	gneg	q25
chr4	113200000	119900000	gpos75	q26
chr4	119900000	122800000	gneg	q27
chr4	122800000	127900000	gpos50	q28.1
chr4	127900000	130100000	gneg	q28.2
chr4	130100000	138500000	gpos100	q28.3
chr4	138500000	140600000	gneg	q31.1
chr4	140600000	145900000	gpos25	q31.21
chr4	145900000	147500000	gneg	q31.22
chr4	147500000	150200000	gpos25	q31.23
chr4	150200000	154600000	gneg	q31.3
chr4	154600000	160800000	gpos100	q32.1
chr4	160800000	163600000	gneg	q32.2
chr4	163600000	169200000	gpos100	q32.3
chr4	169200000	171000000	gneg	q33
chr4	171000000	175400000	gpos75	q34.1
chr4	175400000	176600000	gneg	q34.2
chr4	176600000	182300000	gpos100	q34.3
chr4	182300000	186200000	gneg	q35.1
chr4	186200000	190214555	gpos25	q35.2
chr4_GL000008v2_random	0	209709		gneg
chr4_GL000257v2_alt	0	586476		gneg
chr4_GL383527v1_alt	0	164536		gneg
chr4_GL383528v1_alt	0	376187		gneg
chr4_KI270785v1_alt	0	119912		gneg
chr4_KI270786v1_alt	0	244096		gneg
chr4_KI270787v1_alt	0	111943		gneg
chr4_KI270788v1_alt	0	158965		gneg
chr4_KI270789v1_alt	0	205944		gneg
chr4_KI270790v1_alt	0	220246		gneg
chr4_KI270896v1_alt	0	378547		gneg
chr4_KI270925v1_alt	0	555799		gneg
chr5	0	4400000	gneg	p15.33
chr5	4400000	6300000	gpos25	p15.32
chr5	6300000	9900000	gneg	p15.31
chr5	9900000	15000000	gpos50	p15.2
chr5	15000000	18400000	gneg	p15.1
chr5	18400000	23300000	gpos100	p14.3
chr5	23300000	24600000	gneg	p14.2
chr5	24600000	28900000	gpos100	p14.1
chr5	28900000	33800000	gneg	p13.3
chr5	33800000	38400000	gpos25	p13.2
chr5	38400000	42500000	gneg	p13.1
chr5	42500000	46100000	gpos50	p12
chr5	46100000	48800000	acen	p11
chr5	48800000	51400000	acen	q11.1
chr5	51400000	59600000	gneg	q11.2
chr5	59600000	63600000	gpos75	q12.1
chr5	63600000	63900000	gneg	q12.2
chr5	63900000	67400000	gpos75	q12.3
chr5	67400000	69100000	gneg	q13.1
chr5	69100000	74000000	gpos50	q13.2
chr5	74000000	77600000	gneg	q13.3
chr5	77600000	82100000	gpos50	q14.1
chr5	82100000	83500000	gneg	q14.2
chr5	83500000	93000000	gpos100	q14.3
chr5	93000000	98900000	gneg	q15
chr5	98900000	103400000	gpos100	q21.1
chr5	103400000	105100000	gneg	q21.2
chr5	105100000	110200000	gpos100	q21.3
chr5	110200000	112200000	gneg	q22.1
chr5	112200000	113800000	gpos50	q22.2
chr5	113800000	115900000	gneg	q22.3
chr5	115900000	122100000	gpos100	q23.1
chr5	122100000	127900000	gneg	q23.2
chr5	127900000	131200000	gpos100	q23.3
chr5	131200000	136900000	gneg	q31.1
chr5	136900000	140100000	gpos25	q31.2
chr5	140100000	145100000	gneg	q31.3
chr5	145100000	150400000	gpos75	q32
chr5	150400000	153300000	gneg	q33.1
chr5	153300000	156300000	gpos50	q33.2
chr5	156300000	160500000	gneg	q33.3
chr5	160500000	169000000	gpos100	q34
chr5	169000000	173300000	gneg	q35.1
chr5	173300000	177100000	gpos25	q35.2
chr5	177100000	181538259	gneg	q35.3
chr5_GL000208v1_random	0	92689		gneg
chr5_GL339449v2_alt	0	1612928		gneg
chr5_GL383530v1_alt	0	101241		gneg
chr5_GL383531v1_alt	0	173459		gneg
chr5_GL383532v1_alt	0	82728		gneg
chr5_GL949742v1_alt	0	226852		gneg
chr5_KI270791v1_alt	0	195710		gneg
chr5_KI270792v1_alt	0	179043		gneg
chr5_KI270793v1_alt	0	126136		gneg
chr5_KI270794v1_alt	0	164558		gneg
chr5_KI270795v1_alt	0	131892		gneg
chr5_KI270796v1_alt	0	172708		gneg
chr5_KI270897v1_alt	0	1144418		gneg
chr5_KI270898v1_alt	0	130957		gneg
chr6	0	2300000	gneg	p25.3
chr6	2300000	4200000	gpos25	p25.2
chr6	4200000	7100000	gneg	p25.1
chr6	7100000	10600000	gpos50	p24.3
chr6	10600000	11600000	gneg	p24.2
chr6	11600000	13400000	gpos25	p24.1
chr6	13400000	15200000	gneg	p23
chr6	15200000	25200000	gpos75	p22.3
chr6	25200000	27100000	gneg	p22.2
chr6	27100000	30500000	gpos50	p22.1
chr6	30500000	32100000	gneg	p21.33
chr6	32100000	33500000	gpos25	p21.32
chr6	33500000	36600000	gneg	p21.31
chr6	36600000	40500000	gpos25	p21.2
chr6	40500000	46200000	gneg	p21.1
chr6	46200000	51800000	gpos100	p12.3
chr6	51800000	53000000	gneg	p12.2
chr6	53000000	57200000	gpos100	p12.1
chr6	57200000	58500000	gneg	p11.2
chr6	58500000	59800000	acen	p11.1
chr6	59800000	62600000	acen	q11.1
chr6	62600000	62700000	gneg	q11.2
chr6	62700000	69200000	gpos100	q12
chr6	69200000	75200000	gneg	q13
chr6	75200000	83200000	gpos50	q14.1
chr6	83200000	84200000	gneg	q14.2
chr6	84200000	87300000	gpos50	q14.3
chr6	87300000	92500000	gneg	q15
chr6	92500000	98900000	gpos100	q16.1
chr6	98900000	100000000	gneg	q16.2
chr6	100000000	105000000	gpos100	q16.3
chr6	105000000	114200000	gneg	q21
chr6	114200000	117900000	gpos75	q22.1
chr6	117900000	118100000	gneg	q22.2
chr6	118100000	125800000	gpos100	q22.31
chr6	125800000	126800000	gneg	q22.32
chr6	126800000	130000000	gpos75	q22.33
chr6	130000000	130900000	gneg	q23.1
chr6	130900000	134700000	gpos50	q23.2
chr6	134700000	138300000	gneg	q23.3
chr6	138300000	142200000	gpos75	q24.1
chr6	142200000	145100000	gneg	q24.2
chr6	145100000	148500000	gpos75	q24.3
chr6	148500000	152100000	gneg	q25.1
chr6	152100000	155200000	gpos50	q25.2
chr6	155200000	160600000	gneg	q25.3
chr6	160600000	164100000	gpos50	q26
chr6	164100000	170805979	gneg	q27
chr6_GL000250v2_alt	0	4672374		gneg
chr6_GL000251v2_alt	0	4795265		gneg
chr6_GL000252v2_alt	0	4604811		gneg
chr6_GL000253v2_alt	0	4677643		gneg
chr6_GL000254v2_alt	0	4827813		gneg
chr6_GL000255v2_alt	0	4606388		gneg
chr6_GL000256v2_alt	0	4929269		gneg
chr6_GL383533v1_alt	0	124736		gneg
chr6_KB021644v2_alt	0	185823		gneg
chr6_KI270758v1_alt	0	76752		gneg
chr6_KI270797v1_alt	0	197536		gneg
chr6_KI270798v1_alt	0	271782		gneg
chr6_KI270799v1_alt	0	152148		gneg
chr6_KI270800v1_alt	0	175808		gneg
chr6_KI270801v1_alt	0	870480		gneg
chr6_KI270802v1_alt	0	75005		gneg
chr7	0	2800000	gneg	p22.3
chr7	2800000	4500000	gpos25	p22.2
chr7	4500000	7200000	gneg	p22.1
chr7	7200000	13700000	gpos100	p21.3
chr7	13700000	16500000	gneg	p21.2
chr7	16500000	20900000	gpos100	p21.1
chr7	20900000	25500000	gneg	p15.3
chr7	25500000	27900000	gpos50	p15.2
chr7	27900000	28800000	gneg	p15.1
chr7	28800000	34900000	gpos75	p14.3
chr7	34900000	37100000	gneg	p14.2
chr7	37100000	43300000	gpos75	p14.1
chr7	43300000	45400000	gneg	p13
chr7	45400000	49000000	gpos75	p12.3
chr7	49000000	50500000	gneg	p12.2
chr7	50500000	53900000	gpos75	p12.1
chr7	53900000	58100000	gneg	p11.2
chr7	58100000	60100000	acen	p11.1
chr7	60100000	62100000	acen	q11.1
chr7	62100000	67500000	gneg	q11.21
chr7	67500000	72700000	gpos50	q11.22
chr7	72700000	77900000	gneg	q11.23
chr7	77900000	86700000	gpos100	q21.11
chr7	86700000	88500000	gneg	q21.12
chr7	88500000	91500000	gpos75	q21.13
chr7	91500000	93300000	gneg	q21.2
chr7	93300000	98400000	gpos75	q21.3
chr7	98400000	104200000	gneg	q22.1
chr7	104200000	104900000	gpos50	q22.2
chr7	104900000	107800000	gneg	q22.3
chr7	107800000	115000000	gpos75	q31.1
chr7	115000000	117700000	gneg	q31.2
chr7	117700000	121400000	gpos75	q31.31
chr7	121400000	124100000	gneg	q31.32
chr7	124100000	127500000	gpos75	q31.33
chr7	127500000	129600000	gneg	q32.1
chr7	129600000	130800000	gpos25	q32.2
chr7	130800000	132900000	gneg	q32.3
chr7	132900000	138500000	gpos50	q33
chr7	138500000	143400000	gneg	q34
chr7	143400000	148200000	gpos75	q35
chr7	148200000	152800000	gneg	q36.1
chr7	152800000	155200000	gpos25	q36.2
chr7	155200000	159345973	gneg	q36.3
chr7_GL383534v2_alt	0	119183		gneg
chr7_KI270803v1_alt	0	1111570		gneg
chr7_KI270804v1_alt	0	157952		gneg
chr7_KI270805v1_alt	0	209988		gneg
chr7_KI270806v1_alt	0	158166		gneg
chr7_KI270807v1_alt	0	126434		gneg
chr7_KI270808v1_alt	0	271455		gneg
chr7_KI270809v1_alt	0	209586		gneg
chr7_KI270899v1_alt	0	190869		gneg
chr8	0	2300000	gneg	p23.3
chr8	2300000	6300000	gpos75	p23.2
chr8	6300000	12800000	gneg	p23.1
chr8	12800000	19200000	gpos100	p22
chr8	19200000	23500000	gneg	p21.3
chr8	23500000	27500000	gpos50	p21.2
chr8	27500000	29000000	gneg	p21.1
chr8	29000000	36700000	gpos75	p12
chr8	36700000	38500000	gneg	p11.23
chr8	38500000	39900000	gpos25	p11.22
chr8	39900000	43200000	gneg	p11.21
chr8	43200000	45200000	acen	p11.1
chr8	45200000	47200000	acen	q11.1
chr8	47200000	51300000	gneg	q11.21
chr8	51300000	51700000	gpos75	q11.22
chr8	51700000	54600000	gneg	q11.23
chr8	54600000	60600000	gpos50	q12.1
chr8	60600000	61300000	gneg	q12.2
chr8	61300000	65100000	gpos50	q12.3
chr8	65100000	67100000	gneg	q13.1
chr8	67100000	69600000	gpos50	q13.2
chr8	69600000	72000000	gneg	q13.3
chr8	72000000	74600000	gpos100	q21.11
chr8	74600000	74700000	gneg	q21.12
chr8	74700000	83500000	gpos75	q21.13
chr8	83500000	85900000	gneg	q21.2
chr8	85900000	92300000	gpos100	q21.3
chr8	92300000	97900000	gneg	q22.1
chr8	97900000	100500000	gpos25	q22.2
chr8	100500000	105100000	gneg	q22.3
chr8	105100000	109500000	gpos75	q23.1
chr8	109500000	111100000	gneg	q23.2
chr8	111100000	116700000	gpos100	q23.3
chr8	116700000	118300000	gneg	q24.11
chr8	118300000	121500000	gpos50	q24.12
chr8	121500000	126300000	gneg	q24.13
chr8	126300000	130400000	gpos50	q24.21
chr8	130400000	135400000	gneg	q24.22
chr8	135400000	138900000	gpos75	q24.23
chr8	138900000	145138636	gneg	q24.3
chr8_KI270810v1_alt	0	374415		gneg
chr8_KI270811v1_alt	0	292436		gneg
chr8_KI270812v1_alt	0	282736		gneg
chr8_KI270813v1_alt	0	300230		gneg
chr8_KI270814v1_alt	0	141812		gneg
chr8_KI270815v1_alt	0	132244		gneg
chr8_KI270816v1_alt	0	305841		gneg
chr8_KI270817v1_alt	0	158983		gneg
chr8_KI270818v1_alt	0	145606		gneg
chr8_KI270819v1_alt	0	133535		gneg
chr8_KI270820v1_alt	0	36640		gneg
chr8_KI270821v1_alt	0	985506		gneg
chr8_KI270822v1_alt	0	624492		gneg
chr8_KI270900v1_alt	0	318687		gneg
chr8_KI270901v1_alt	0	136959		gneg
chr8_KI270926v1_alt	0	229282		gneg
chr9	0	2200000	gneg	p24.3
chr9	2200000	4600000	gpos25	p24.2
chr9	4600000	9000000	gneg	p24.1
chr9	9000000	14200000	gpos75	p23
chr9	14200000	16600000	gneg	p22.3
chr9	16600000	18500000	gpos25	p22.2
chr9	18500000	19900000	gneg	p22.1
chr9	19900000	25600000	gpos100	p21.3
chr9	25600000	28000000	gneg	p21.2
chr9	28000000	33200000	gpos100	p21.1
chr9	33200000	36300000	gneg	p13.3
chr9	36300000	37900000	gpos25	p13.2
chr9	37900000	39000000	gneg	p13.1
chr9	39000000	40000000	gpos50	p12
chr9	40000000	42200000	gneg	p11.2
chr9	42200000	43000000	acen	p11.1
chr9	43000000	45500000	acen	q11
chr9	45500000	61500000	gvar	q12
chr9	61500000	65000000	gneg	q13
chr9	65000000	69300000	gpos25	q21.11
chr9	69300000	71300000	gneg	q21.12
chr9	71300000	76600000	gpos50	q21.13
chr9	76600000	78500000	gneg	q21.2
chr9	78500000	81500000	gpos50	q21.31
chr9	81500000	84300000	gneg	q21.32
chr9	84300000	87800000	gpos50	q21.33
chr9	87800000	89200000	gneg	q22.1
chr9	89200000	91200000	gpos25	q22.2
chr9	91200000	93900000	gneg	q22.31
chr9	93900000	96500000	gpos25	q22.32
chr9	96500000	99800000	gneg	q22.33
chr9	99800000	105400000	gpos100	q31.1
chr9	105400000	108500000	gneg	q31.2
chr9	108500000	112100000	gpos25	q31.3
chr9	112100000	114900000	gneg	q32
chr9	114900000	119800000	gpos75	q33.1
chr9	119800000	123100000	gneg	q33.2
chr9	123100000	127500000	gpos25	q33.3
chr9	127500000	130600000	gneg	q34.11
chr9	130600000	131100000	gpos25	q34.12
chr9	131100000	133100000	gneg	q34.13
chr9	133100000	134500000	gpos25	q34.2
chr9	134500000	138394717	gneg	q34.3
chr9_GL383539v1_alt	0	162988		gneg
chr9_GL383540v1_alt	0	71551		gneg
chr9_GL383541v1_alt	0	171286		gneg
chr9_GL383542v1_alt	0	60032		gneg
chr9_KI270717v1_random	0	40062		gneg
chr9_KI270718v1_random	0	38054		gneg
chr9_KI270719v1_random	0	176845		gneg
chr9_KI270720v1_random	0	39050		gneg
chr9_KI270823v1_alt	0	439082		gneg
chrM	0	16569		gneg
chrUn_GL000195v1	0	182896		gneg
chrUn_GL000213v1	0	164239		gneg
chrUn_GL000214v1	0	137718		gneg
chrUn_GL000216v2	0	176608		gneg
chrUn_GL000218v1	0	161147		gneg
chrUn_GL000219v1	0	179198		gneg
chrUn_GL000220v1	0	161802		gneg
chrUn_GL000224v1	0	179693		gneg
chrUn_GL000226v1	0	15008		gneg
chrUn_KI270302v1	0	2274		gneg
chrUn_KI270303v1	0	1942		gneg
chrUn_KI270304v1	0	2165		gneg
chrUn_KI270305v1	0	1472		gneg
chrUn_KI270310v1	0	1201		gneg
chrUn_KI270311v1	0	12399		gneg
chrUn_KI270312v1	0	998		gneg
chrUn_KI270315v1	0	2276		gneg
chrUn_KI270316v1	0	1444		gneg
chrUn_KI270317v1	0	37690		gneg
chrUn_KI270320v1	0	4416		gneg
chrUn_KI270322v1	0	21476		gneg
chrUn_KI270329v1	0	1040		gneg
chrUn_KI270330v1	0	1652		gneg
chrUn_KI270333v1	0	2699		gneg
chrUn_KI270334v1	0	1368		gneg
chrUn_KI270335v1	0	1048		gneg
chrUn_KI270336v1	0	1026		gneg
chrUn_KI270337v1	0	1121		gneg
chrUn_KI270338v1	0	1428		gneg
chrUn_KI270340v1	0	1428		gneg
chrUn_KI270362v1	0	3530		gneg
chrUn_KI270363v1	0	1803		gneg
chrUn_KI270364v1	0	2855		gneg
chrUn_KI270366v1	0	8320		gneg
chrUn_KI270371v1	0	2805		gneg
chrUn_KI270372v1	0	1650		gneg
chrUn_KI270373v1	0	1451		gneg
chrUn_KI270374v1	0	2656		gneg
chrUn_KI270375v1	0	2378		gneg
chrUn_KI270376v1	0	1136		gneg
chrUn_KI270378v1	0	1048		gneg
chrUn_KI270379v1	0	1045		gneg
chrUn_KI270381v1	0	1930		gneg
chrUn_KI270382v1	0	4215		gneg
chrUn_KI270383v1	0	1750		gneg
chrUn_KI270384v1	0	1658		gneg
chrUn_KI270385v1	0	990		gneg
chrUn_KI270386v1	0	1788		gneg
chrUn_KI270387v1	0	1537		gneg
chrUn_KI270388v1	0	1216		gneg
chrUn_KI270389v1	0	1298		gneg
chrUn_KI270390v1	0	2387		gneg
chrUn_KI270391v1	0	1484		gneg
chrUn_KI270392v1	0	971		gneg
chrUn_KI270393v1	0	1308		gneg
chrUn_KI270394v1	0	970		gneg
chrUn_KI270395v1	0	1143		gneg
chrUn_KI270396v1	0	1880		gneg
chrUn_KI270411v1	0	2646		gneg
chrUn_KI270412v1	0	1179		gneg
chrUn_KI270414v1	0	2489		gneg
chrUn_KI270417v1	0	2043		gneg
chrUn_KI270418v1	0	2145		gneg
chrUn_KI270419v1	0	1029		gneg
chrUn_KI270420v1	0	2321		gneg
chrUn_KI270422v1	0	1445		gneg
chrUn_KI270423v1	0	981		gneg
chrUn_KI270424v1	0	2140		gneg
chrUn_KI270425v1	0	1884		gneg
chrUn_KI270429v1	0	1361		gneg
chrUn_KI270435v1	0	92983		gneg
chrUn_KI270438v1	0	112505		gneg
chrUn_KI270442v1	0	392061		gneg
chrUn_KI270448v1	0	7992		gneg
chrUn_KI270465v1	0	1774		gneg
chrUn_KI270466v1	0	1233		gneg
chrUn_KI270467v1	0	3920		gneg
chrUn_KI270468v1	0	4055		gneg
chrUn_KI270507v1	0	5353		gneg
chrUn_KI270508v1	0	1951		gneg
chrUn_KI270509v1	0	2318		gneg
chrUn_KI270510v1	0	2415		gneg
chrUn_KI270511v1	0	8127		gneg
chrUn_KI270512v1	0	22689		gneg
chrUn_KI270515v1	0	6361		gneg
chrUn_KI270516v1	0	1300		gneg
chrUn_KI270517v1	0	3253		gneg
chrUn_KI270518v1	0	2186		gneg
chrUn_KI270519v1	0	138126		gneg
chrUn_KI270521v1	0	7642		gneg
chrUn_KI270522v1	0	5674		gneg
chrUn_KI270528v1	0	2983		gneg
chrUn_KI270529v1	0	1899		gneg
chrUn_KI270530v1	0	2168		gneg
chrUn_KI270538v1	0	91309		gneg
chrUn_KI270539v1	0	993		gneg
chrUn_KI270544v1	0	1202		gneg
chrUn_KI270548v1	0	1599		gneg
chrUn_KI270579v1	0	31033		gneg
chrUn_KI270580v1	0	1553		gneg
chrUn_KI270581v1	0	7046		gneg
chrUn_KI270582v1	0	6504		gneg
chrUn_KI270583v1	0	1400		gneg
chrUn_KI270584v1	0	4513		gneg
chrUn_KI270587v1	0	2969		gneg
chrUn_KI270588v1	0	6158		gneg
chrUn_KI270589v1	0	44474		gneg
chrUn_KI270590v1	0	4685		gneg
chrUn_KI270591v1	0	5796		gneg
chrUn_KI270593v1	0	3041		gneg
chrUn_KI270741v1	0	157432		gneg
chrUn_KI270742v1	0	186739		gneg
chrUn_KI270743v1	0	210658		gneg
chrUn_KI270744v1	0	168472		gneg
chrUn_KI270745v1	0	41891		gneg
chrUn_KI270746v1	0	66486		gneg
chrUn_KI270747v1	0	198735		gneg
chrUn_KI270748v1	0	93321		gneg
chrUn_KI270749v1	0	158759		gneg
chrUn_KI270750v1	0	148850		gneg
chrUn_KI270751v1	0	150742		gneg
chrUn_KI270752v1	0	27745		gneg
chrUn_KI270753v1	0	62944		gneg
chrUn_KI270754v1	0	40191		gneg
chrUn_KI270755v1	0	36723		gneg
chrUn_KI270756v1	0	79590		gneg
chrUn_KI270757v1	0	71251		gneg
chrX	0	4400000	gneg	p22.33
chrX	4400000	6100000	gpos50	p22.32
chrX	6100000	9600000	gneg	p22.31
chrX	9600000	17400000	gpos50	p22.2
chrX	17400000	19200000	gneg	p22.13
chrX	19200000	21900000	gpos50	p22.12
chrX	21900000	24900000	gneg	p22.11
chrX	24900000	29300000	gpos100	p21.3
chrX	29300000	31500000	gneg	p21.2
chrX	31500000	37800000	gpos100	p21.1
chrX	37800000	42500000	gneg	p11.4
chrX	42500000	47600000	gpos75	p11.3
chrX	47600000	50100000	gneg	p11.23
chrX	50100000	54800000	gpos25	p11.22
chrX	54800000	58100000	gneg	p11.21
chrX	58100000	61000000	acen	p11.1
chrX	61000000	63800000	acen	q11.1
chrX	63800000	65400000	gneg	q11.2
chrX	65400000	68500000	gpos50	q12
chrX	68500000	73000000	gneg	q13.1
chrX	73000000	74700000	gpos50	q13.2
chrX	74700000	76800000	gneg	q13.3
chrX	76800000	85400000	gpos100	q21.1
chrX	85400000	87000000	gneg	q21.2
chrX	87000000	92700000	gpos100	q21.31
chrX	92700000	94300000	gneg	q21.32
chrX	94300000	99100000	gpos75	q21.33
chrX	99100000	103300000	gneg	q22.1
chrX	103300000	104500000	gpos50	q22.2
chrX	104500000	109400000	gneg	q22.3
chrX	109400000	117400000	gpos75	q23
chrX	117400000	121800000	gneg	q24
chrX	121800000	129500000	gpos100	q25
chrX	129500000	131300000	gneg	q26.1
chrX	131300000	134500000	gpos25	q26.2
chrX	134500000	138900000	gneg	q26.3
chrX	138900000	141200000	gpos75	q27.1
chrX	141200000	143000000	gneg	q27.2
chrX	143000000	148000000	gpos100	q27.3
chrX	148000000	156040895	gneg	q28
chrX_KI270880v1_alt	0	284869		gneg
chrX_KI270881v1_alt	0	144206		gneg
chrX_KI270913v1_alt	0	274009		gneg
chrY	0	300000	gneg	p11.32
chrY	300000	600000	gpos50	p11.31
chrY	600000	10300000	gneg	p11.2
chrY	10300000	10400000	acen	p11.1
chrY	10400000	10600000	acen	q11.1
chrY	10600000	12400000	gneg	q11.21
chrY	12400000	17100000	gpos50	q11.221
chrY	17100000	19600000	gneg	q11.222
chrY	19600000	23800000	gpos50	q11.223
chrY	23800000	26600000	gneg	q11.23
chrY	26600000	57227415	gvar	q12
chrY_KI270740v1_random	0	37240		gneg
chr8_KZ208915v1_fix	0	6367528		gneg
chr15_KN538374v1_fix	0	4998962		gneg
chr15_KQ031389v1_alt	0	2365364		gneg
chr16_KV880768v1_fix	0	1927115		gneg
chr12_KZ208916v1_fix	0	1046838		gneg
