chr_name	start	end	value
chr1	297605987	297606384	1.202617384
chr1	297607561	297608107	1.133222231
chr1	297608517	297608763	1.28903024
chr1	297747096	297748064	1.250455168
chr1	297793578	297793612	6.152793245
chr1	298192644	298193548	1.126389195
chr1	298536149	298536249	1.385324779
chr1	298700327	298701123	1.408697471
chr1	298808188	298808966	1.245418276
chr1	298996791	298997391	1.534292437
chr1	299204380	299204615	2.250119975
chr1	300280472	300280718	1.698415553
chr1	300976915	300977175	1.340406535
chr1	301066269	301066842	1.387809858
chr1	302143689	302144134	1.610495756
chr1	302387763	302388028	1.003690727
chr1	302529307	302530011	1.205457142
chr1	303048803	303049027	1.118857484
chr1	303224633	303225111	1.377176459
chr1	303404765	303404990	1.021985079
chr1	303454941	303456180	1.092413718
chr1	303768741	303769145	1.361627574
chr1	303990670	303990872	1.5330499
chr1	304471804	304472174	1.155971151
chr1	305007803	305008039	2.311617978
chr1	305340539	305341014	1.099012957
chr1	305582253	305583740	1.934174158
chr1	306085997	306086583	2.204448906
chr1	306360547	306362777	2.095978693
chr2	891102	891442	1.488866829
chr2	1531050	1531406	1.563170772
chr2	1533222	1534105	1.519892231
chr2	1721007	1721225	1.806360994
chr2	1769095	1769620	1.08892678
chr2	1830813	1832794	1.017026529
chr2	1832890	1834160	1.035247819
chr2	1910394	1912426	1.706820527
chr2	2060209	2060618	1.574668789
chr2	2065509	2066473	1.343840632
chr2	2320188	2320332	2.73637881
chr2	2353271	2353771	1.411662372
chr2	2509692	2510776	1.338216859
chr2	2687411	2688664	2.052626049
chr2	3123846	3123910	1.695032725
chr2	3203777	3204269	1.337835636
chr2	3441620	3441760	1.228071831
chr2	3548388	3549922	1.379397302
chr2	3692517	3694514	1.041839672
chr2	3694600	3696632	1.060259699
chr2	3697801	3699240	1.08656924
chr2	3722500	3723046	1.036904282
chr2	3793484	3793948	1.203700669
chr2	3825459	3825642	1.594923195
chr2	4139804	4140040	1.661047371
chr2	4152282	4153078	2.379675471
chr2	4402919	4403081	2.443204413
chr2	4603972	4604032	1.488619993
chr2	4666146	4666763	1.10060659
chr2	5266964	5267481	1.30513523
chr2	5788571	5789591	1.454379417
chr2	5801915	5801959	3.666450372
chr2	5976193	5976749	1.536318503
chr2	5998765	5999089	1.390638854
chr2	6001916	6002846	1.007221335
chr2	6145778	6145958	1.153766785
chr2	6310429	6311457	1.029372155
chr2	7084242	7084474	1.989886221
chr2	7610656	7610827	2.67437466
chr2	7612274	7612442	1.166191592
chr2	7614385	7614789	1.67384376
chr2	7838814	7839090	1.432081642
chr2	8132215	8132316	0.997801839
chr2	8444458	8444628	1.247460269
chr2	9079724	9079748	1.396909131
chr2	9169666	9170849	1.53303051
chr2	9171304	9171771	1.812276278
chr2	9171844	9172239	1.163152327
chr2	9187545	9187832	1.404405977
chr2	9273396	9273757	3.718123198
chr2	9798146	9799088	1.63301929
chr2	9799685	9800822	4.232483628
chr2	10309203	10309727	1.319195261
chr2	10371543	10372076	5.691404113
chr2	10500292	10500631	1.210845387
chr2	10712430	10712851	2.173400227
chr2	10745686	10746206	1.667536117
chr2	10761309	10761562	1.492947549
chr2	10963625	10964147	1.258986748
chr2	11217028	11217358	1.175884766
chr2	11364340	11364905	1.243492407
chr2	11550578	11550972	5.568284825
chr2	11665788	11666885	1.059029325
chr2	11673766	11674547	1.774418959
chr2	11997337	11998241	4.442688003
chr2	12244818	12245001	3.040784491
chr2	12421378	12421820	0.994816884
chr2	12563738	12564371	1.720360573
chr2	12595133	12595481	1.727787373
chr2	12651595	12652945	1.170354862
chr2	12654706	12654800	1.6122845
chr2	12744664	12745047	1.274944564
chr2	12759257	12759887	7.116953062
chr2	13290997	13291601	3.50364498
chr2	13585918	13586168	2.986071341
chr2	13601927	13602997	1.953048642
chr2	13607163	13607440	3.062248302
chr2	13752574	13752854	3.267640477
chr2	14012241	14013467	1.030388414
chr2	14129251	14129678	1.345025657
chr2	14134138	14134691	1.404314711
chr2	14295794	14297958	1.325627305
chr2	14405713	14405916	6.875229473
chr2	14703418	14703697	1.196884242
chr2	14862113	14862375	3.209519507
chr2	14957005	14957318	5.708347465
chr2	14997988	14998885	1.111414992
chr2	15319643	15319910	1.000362551
chr2	15707834	15708085	1.51183376
chr2	15734685	15734934	2.153068337
chr2	15998108	15998223	2.258065183
chr2	16302995	16303076	1.123290041
chr2	16303747	16304031	4.318601564
chr2	16310949	16311802	1.022842492
chr2	16313347	16314753	1.066795221
chr2	16322703	16322965	4.621895578
chr2	16718253	16718620	1.04635622
chr2	16722724	16722831	5.635123895
chr2	18432051	18432582	7.442117474
chr2	18547308	18547584	1.386642292
chr2	18877923	18878645	1.619100525
chr2	19254584	19254893	5.504028603
chr2	19505457	19506316	1.102310399
chr2	19584064	19584345	1.378587879
chr2	19787093	19787615	0.994420661
chr2	20008598	20009306	4.325084153
chr2	20009600	20010244	5.009156583
chr2	20011537	20012129	1.234480456
chr2	20246387	20246473	1.033921282
chr2	20392711	20393109	2.125161071
chr2	20536530	20537161	1.075229477
chr2	20919683	20919872	1.647532513
chr2	20940283	20940844	2.230620994
chr2	20941384	20941952	2.340616883
chr2	21307881	21308730	2.519972195
chr2	21337850	21338210	6.11361295
chr2	21488115	21488419	2.893764603
chr2	21675085	21675572	1.672995745
chr2	21822655	21824382	1.509900633
chr2	21845202	21845652	1.786660918
chr2	22073839	22074317	4.085720445
chr2	22137092	22137589	5.99281447
chr2	22137959	22138232	1.846988489
chr2	22160255	22160731	1.19751519
chr2	22245140	22246540	3.62327399
chr2	23081164	23081497	3.933039551
chr2	23323344	23324398	4.463179754
chr2	23394771	23395161	2.940977817
chr2	23463484	23464404	1.013224102
chr2	23480931	23483435	4.19043923
chr2	23631963	23632294	4.831674413
chr2	24063219	24063645	1.327113221
chr2	24160085	24160369	1.361974907
chr2	24215763	24216118	1.264120199
chr2	24247692	24248222	4.546259566
chr2	24271761	24272478	2.340919453
chr2	24423482	24424366	1.961654911
chr2	24691046	24691397	5.011010925
chr2	24767533	24767973	3.747649013
chr2	24768602	24769382	1.517387429
chr2	24772330	24772941	1.562922643
chr2	24961481	24963184	1.087576406
chr2	25003947	25004243	1.583751271
chr2	25028005	25028152	3.101253488
chr2	25075047	25075279	4.217870023
chr2	25171329	25172102	1.14069406
chr2	25172462	25172810	1.576766229
chr2	25172917	25173295	1.309736443
chr2	25173622	25173741	2.446168841
chr2	25174106	25174401	1.05354231
chr2	25175837	25176435	1.476612102
chr2	25252215	25252660	4.249805238
chr2	25534003	25534400	3.557940765
chr2	25546034	25546213	2.711846203
chr2	25587762	25588095	4.540194894
chr2	25652297	25652720	2.902608766
chr2	25675383	25675474	1.214432624
chr2	25723891	25724140	5.065310485
chr2	25731805	25731921	7.46693479
chr2	26293640	26294311	1.252523733
chr2	26356101	26356322	2.623260048
chr2	26418196	26418629	3.062035356
chr2	26430794	26431444	2.525863699
chr2	26530938	26531524	3.831988217
chr2	26616261	26616494	3.641854647
chr2	26731315	26731665	1.870533554
chr2	26840128	26840353	3.005772325
chr2	27302488	27303486	3.625666568
chr2	27443099	27443472	1.01826821
chr2	27501315	27501448	1.615899713
chr2	27588260	27588648	6.244867694
chr2	27633175	27634462	2.827733267
chr2	27636825	27637084	1.542314398
chr2	28096160	28097497	3.501716917
chr2	28232165	28232674	3.391081774
chr2	28233412	28233757	4.253534475
chr2	28235750	28236285	1.77390957
chr2	28347960	28348280	3.456068168
chr2	28440983	28441652	2.653623254
chr2	28574471	28574994	1.96342485
chr2	29146289	29146766	1.5309386
chr2	29227582	29227857	2.443503789
chr2	29266222	29266761	1.074744278
chr2	29362516	29362920	5.517223588
chr2	29391496	29391924	4.890896037
chr2	29467814	29468343	1.082823243
chr2	29627141	29627394	1.778898377
chr2	29665918	29666092	1.950515798
chr2	29704740	29704988	1.96994622
chr2	30123740	30124084	1.003676488
chr2	30167638	30168042	3.807266182
chr2	30220384	30220983	2.170171817
chr2	30451514	30451551	7.397136394
chr2	30858127	30858257	6.831133704
chr2	30987769	30988445	1.45614451
chr2	31073503	31073613	2.640709383
chr2	31819382	31819807	1.117539008
chr2	31860804	31860853	1.500576052
chr2	32471793	32472152	2.580128673
chr2	32540199	32540433	1.036633864
chr2	32653143	32653403	1.006721178
chr2	32950733	32951409	7.74548617
chr2	33027060	33027614	3.008084327
chr2	33110444	33110599	8.258733315
chr2	33327048	33327317	1.92403764
chr2	33337027	33337432	1.72101903
chr2	33476165	33476469	1.150071474
chr2	33582451	33582727	1.579788652
chr2	33633686	33634090	1.682604725
chr2	33644256	33645000	2.162224063
chr2	33775106	33775198	2.693179965
chr2	33777280	33777667	2.489547745
chr2	33996616	33996662	6.172216049
chr2	34560160	34560404	2.988740074
chr2	34605171	34605558	4.65768732
chr2	34619697	34620392	1.150900522
chr2	35306577	35307599	2.422541943
chr2	35375408	35375863	1.463929825
chr2	36774112	36774494	2.575079898
chr2	37038354	37039195	2.239186392
chr2	37221099	37222137	2.062608501
chr2	37261317	37261687	2.256141843
chr2	37439332	37440038	2.978463521
chr2	37637794	37637918	0.994932319
chr2	37741341	37742076	5.898630156
chr2	38082957	38083893	1.14164119
chr2	38186815	38187283	2.373480705
chr2	38437216	38437656	3.788617949
chr2	38439078	38439601	2.43627577
chr2	38572340	38572611	8.275829126
chr2	38641089	38641680	1.950387348
chr2	38689784	38690067	1.056107758
chr2	38807947	38808424	1.113845512
chr2	38816012	38817003	1.087156917
chr2	39495890	39496452	1.419953317
chr2	39496603	39497968	3.391505017
chr2	39695924	39696354	1.583451973
chr2	39696730	39697023	1.294480811
chr2	39697117	39697323	1.369950595
chr2	39697416	39697654	1.246694887
chr2	39697991	39698522	1.124712857
chr2	39699438	39699886	1.492252245
chr2	39910961	39911426	1.754085238
chr2	40142513	40142876	1.142861771
chr2	41566676	41566953	3.342200931
chr2	41649222	41650375	1.187305269
chr2	41669109	41669290	9.677491423
chr2	41669737	41669968	1.901308259
chr2	41704998	41705244	5.563615238
chr2	41705334	41705573	1.468830824
chr2	41772980	41773969	2.27258023
chr2	41777245	41777729	3.599074702
chr2	41778352	41778867	1.453036219
chr2	41780337	41780639	1.503061849
chr2	41788905	41789120	2.776220267
chr2	41796750	41797418	3.264637763
chr2	41892785	41893355	3.568846753
chr2	41893465	41893937	7.065950827
chr2	41976954	41977583	1.648393178
chr2	41993205	41993637	1.855164849
chr2	41995841	41996435	0.99026166
chr2	42046804	42047353	3.281080088
chr2	42047695	42048049	5.630193052
chr2	42048194	42048972	2.805195134
chr2	42124673	42125145	3.758499969
chr2	42145410	42146254	1.777149115
chr2	42147215	42148477	2.195499135
chr2	42154328	42154639	1.257082074
chr2	42236625	42237091	5.390103885
chr2	42240303	42240967	3.794548361
chr2	42241175	42241869	1.848204939
chr2	42265395	42265877	6.938478238
chr2	42266423	42267227	5.042868712
chr2	42267364	42267579	3.749928136
chr2	42342800	42342971	3.025892137
chr2	42356742	42357418	1.754543109
chr2	42448958	42449372	3.357017589
chr2	42449915	42450396	5.085773876
chr2	42450541	42451054	5.820904381
chr2	42472870	42473211	2.117491899
chr2	42481797	42482252	1.235774502
chr2	42614852	42615403	1.629703625
chr2	42618418	42619102	2.814683787
chr2	42784668	42785267	3.783358131
chr2	42908492	42908856	2.461094674
chr2	43067030	43067503	1.580072244
chr2	43068345	43068718	2.495738097
chr2	43082440	43083342	5.011710234
chr2	43088537	43089683	1.267483416
chr2	43194412	43195000	1.282589391
chr2	43291099	43291436	2.827104249
chr2	43303326	43303739	4.03586179
chr2	43445437	43445940	3.174834601
chr2	43533982	43534229	1.278939445
chr2	43583563	43584403	1.21346218
chr2	43591325	43591457	4.651935676
chr2	43709949	43710254	1.134960602
chr2	43711845	43712495	7.205698258
chr2	43713134	43713833	2.391969807
chr2	43721303	43721994	2.073156824
chr2	43767145	43767548	2.181201004
chr2	43778693	43779131	2.858689753
chr2	43781841	43782171	1.058625057
chr2	43783680	43784107	3.192312294
chr2	43785400	43785798	4.116208352
chr2	43785876	43786370	1.633771609
chr2	43834375	43834601	7.101729753
chr2	43872008	43872471	1.434108354
chr2	43873489	43874248	9.480539867
chr2	43894973	43896162	1.500522681
chr2	43896643	43896861	1.530643187
chr2	43896981	43897270	1.250122958
chr2	43964250	43965216	1.3313703
chr2	43965360	43965849	4.193307743
chr2	43967116	43967346	1.355544596
chr2	43973237	43973764	1.010093167
chr2	43974544	43974903	1.753835557
chr2	44099840	44099955	2.276998028
chr2	44201762	44202114	1.377948102
chr2	44210064	44210676	3.172761171
chr2	44259769	44260301	7.986130279
chr2	44264693	44265067	2.005355882
chr2	44311174	44311473	5.466081804
chr2	44311892	44312121	2.967664885
chr2	44312639	44313409	4.377597359
chr2	44314513	44315179	3.26556106
chr2	44315483	44315747	4.133962895
chr2	44456059	44456398	3.167269863
chr2	44470581	44470981	1.068894393
chr2	44512162	44512722	4.198940341
chr2	44514299	44514637	2.075043269
chr2	44606470	44607282	7.252967116
chr2	44613783	44615051	3.955121907
chr2	44616922	44617388	2.240011332
chr2	44620185	44620709	5.770351038
chr2	44620833	44621436	5.205574439
chr2	44625718	44626091	3.753859133
chr2	44628987	44629731	2.507745979
chr2	44632191	44632355	2.665532728
chr2	44788672	44788836	2.842801257
chr2	44791006	44791227	8.259947938
chr2	44835936	44836444	4.599943659
chr2	44870267	44870602	2.761105683
chr2	44956033	44956521	1.538210028
chr2	45019425	45019915	5.730537676
chr2	45021650	45022006	4.494278181
chr2	45022961	45023453	2.523792425
chr2	45034667	45034873	1.715306842
chr2	45041157	45041934	1.109392365
chr2	45202828	45203294	2.805139941
chr2	45208735	45209281	2.019213579
chr2	45210107	45210765	1.683318875
chr2	45211391	45211690	1.182677347
chr2	45245273	45246058	4.040005174
chr2	45262263	45262865	1.229161296
chr2	45264408	45264765	1.14892275
chr2	45280782	45281094	6.209637718
chr2	45283032	45283754	1.994679963
chr2	45288873	45289472	1.282105551
chr2	45393536	45394129	1.283593934
chr2	45394243	45394783	1.072025119
chr2	45417310	45417850	3.851859673
chr2	45455646	45455885	3.572647506
chr2	45459501	45460560	2.720556168
chr2	45461152	45461894	3.720893668
chr2	45485214	45486077	2.511532927
chr2	45544490	45545007	1.978402327
chr2	45545819	45546458	2.406489195
chr2	45546535	45547695	3.350137793
chr2	45550322	45551053	2.916231772
chr2	45560605	45561063	1.740935048
chr2	45567168	45567638	3.784122849
chr2	45568904	45569588	1.562882481
chr2	45588617	45588934	6.617089086
chr2	45590600	45591609	3.601690618
chr2	45607869	45608604	2.610089491
chr2	45613761	45613866	1.429166742
chr2	45615309	45616568	2.902149877
chr2	45755976	45756518	6.808387058
chr2	45810980	45811188	2.736611596
chr2	45906854	45907041	3.123072726
chr2	46027028	46027293	4.619995485
chr2	46043962	46045244	1.454460754
chr2	46045781	46046568	1.386685015
chr2	46047409	46047780	7.236518438
chr2	46049499	46049882	1.004767796
chr2	46060608	46061314	1.663823888
chr2	46134221	46134572	1.498675541
chr2	46137386	46137739	2.180665326
chr2	46190848	46191777	1.445405396
chr2	46234199	46234547	4.379632943
chr2	46598034	46598934	2.723782722
chr2	46655948	46656473	4.459660302
chr2	46658782	46658860	7.361286811
chr2	46660252	46660658	3.151289552
chr2	46712632	46713251	4.650756158
chr2	46719626	46720063	3.591021077
chr2	46805853	46806202	1.886203921
chr2	46845223	46845883	2.329090557
chr2	46918481	46918879	1.560764874
chr2	47103157	47103964	2.377177714
chr2	47105160	47109563	1.82557948
chr2	47109912	47110928	1.83428666
chr2	47113622	47114095	2.15592971
chr2	47117827	47117996	2.780487962
chr2	47329036	47329969	2.638670795
chr2	47668705	47668987	1.470378893
chr2	47672443	47673890	2.835234711
chr2	47847940	47850354	2.530032425
chr2	47855933	47856484	7.982287808
chr2	47858105	47858435	2.279720422
chr2	47858790	47859121	4.483750145
chr2	47869808	47870246	4.533910046
chr2	47872198	47872423	1.585296615
chr2	47872957	47873695	2.338641718
chr2	47873923	47874745	2.938755522
chr2	47885324	47885555	3.20325357
chr2	47960116	47960566	1.061672337
chr2	47982012	47982147	5.270377819
chr2	48065948	48066540	1.583853501
chr2	48071871	48072379	2.81897865
chr2	48088622	48089077	4.060372764
chr2	48090190	48090683	1.482746615
chr2	48113095	48113419	1.034436284
chr2	48116640	48116845	2.93633726
chr2	48122085	48122652	3.851543733
chr2	48221311	48221545	1.147077101
chr2	48291901	48292107	1.111940464
chr2	48391720	48392621	1.238490409
chr2	48396483	48396737	1.526621996
chr2	48397517	48398651	3.227475577
chr2	48524702	48525265	2.129500855
chr2	48526915	48527405	1.783415164
chr2	48538830	48539029	2.711708487
chr2	48690217	48691186	1.479975993
chr2	48692765	48693102	5.992066262
chr2	48693566	48694094	2.329103111
chr2	48704935	48705327	3.423821615
chr2	48706176	48707117	3.441848157
chr2	48708555	48709531	4.934850531
chr2	48711882	48712402	1.910559926
chr2	48822990	48823712	3.693550036
chr2	48888001	48888981	1.66622943
chr2	48905014	48905345	5.40191496
chr2	48905562	48905860	2.001628185
chr2	48924178	48924371	4.89431919
chr2	48968115	48968520	4.370853089
chr2	49008461	49009382	1.250924509
chr2	49051490	49051819	5.05703948
chr2	49053413	49053680	1.032743887
chr2	49056127	49057115	1.448220756
chr2	49123351	49124246	3.43574894
chr2	49228210	49228909	6.751425447
chr2	49240649	49241351	1.460642412
chr2	49248379	49248901	2.252022668
chr2	49277209	49278054	1.099453098
chr2	49278610	49278788	3.525470272
chr2	49290683	49290993	3.392150574
chr2	49489317	49490084	2.553666848
chr2	49517607	49517887	2.11920864
chr2	49518521	49518985	1.619643461
chr2	49520129	49520402	3.433488864
chr2	49564852	49565418	9.003387953
chr2	49589175	49589563	3.68784144
chr2	49705368	49705779	1.142868096
chr2	49735724	49736374	1.083054519
chr2	49757272	49757520	1.056700707
chr2	50000161	50000764	1.498858714
chr2	50017251	50017654	4.261475041
chr2	50120200	50120542	7.258251788
chr2	50144267	50144936	2.663153227
chr2	50145033	50145213	3.552679306
chr2	50153137	50153650	1.593469974
chr2	50210060	50210206	2.218613575
chr2	50472353	50472572	1.831598447
chr2	50473131	50473456	5.903524367
chr2	50484539	50485030	5.175067455
chr2	50624209	50624599	3.003826417
chr2	50695430	50696061	3.185523668
chr2	50707055	50707654	5.74530587
chr2	50746265	50746375	5.734922964
chr2	50965475	50966061	2.206525318
chr2	50968477	50968696	5.795518016
chr2	51046779	51047904	2.738749961
chr2	51067029	51067453	1.411225915
chr2	51106199	51107140	1.580850596
chr2	51112161	51112901	3.734649363
chr2	51141613	51141875	1.822585511
chr2	51165213	51165835	6.419541821
chr2	51167607	51168413	1.864165123
chr2	51170682	51170977	4.38610434
chr2	51171328	51171990	2.08105272
chr2	51172104	51172453	4.26612896
chr2	51173209	51173650	2.263242617
chr2	51342894	51343034	2.002197496
chr2	51353927	51354716	1.414729851
chr2	51363660	51364061	1.410740327
chr2	51364818	51365276	1.707332564
chr2	51367050	51367532	4.830264859
chr2	51372929	51373750	2.45063186
chr2	51374277	51374422	1.562092024
chr2	51378076	51378312	2.343245164
chr2	51407161	51407454	3.184304203
chr2	51407830	51408250	2.247775136
chr2	51408346	51408652	1.029961877
chr2	51432882	51433374	1.191018048
chr2	51434445	51434779	1.263090355
chr2	51444633	51445134	3.921271604
chr2	51508628	51509124	5.191879483
chr2	51528409	51528743	4.8615728
chr2	51556652	51557592	1.658768715
chr2	51562845	51563359	1.790729829
chr2	51782455	51782577	1.713895439
chr2	51783008	51783621	2.681664797
chr2	51793237	51793912	1.462148732
chr2	51950000	51951148	4.15248579
chr2	51953999	51954275	1.270027693
chr2	51957015	51957294	1.007073347
chr2	51957823	51958318	1.694366201
chr2	52053271	52053471	4.759825317
chr2	52264996	52265106	1.055416901
chr2	52329576	52330052	2.12470403
chr2	52374407	52374788	2.029294902
chr2	52375358	52375884	3.536947415
chr2	52477731	52478634	1.634685108
chr2	52539494	52539774	2.748524555
chr2	52541521	52542099	1.511454509
chr2	52546739	52547406	2.235059551
chr2	52662233	52663292	3.757999444
chr2	52693185	52694100	4.068960075
chr2	52835400	52835716	1.738034625
chr2	52847519	52847868	2.22882693
chr2	52909270	52910030	2.823104784
chr2	52910548	52911260	1.222018015
chr2	52911985	52912580	2.718809502
chr2	52985682	52986599	2.353184436
chr2	53072651	53073085	1.914223372
chr2	53136116	53136702	3.240625231
chr2	53137252	53137777	3.815743084
chr2	53142058	53142182	2.111379741
chr2	53152949	53153464	1.030879448
chr2	53200401	53200699	2.903063295
chr2	53208117	53208704	2.260125675
chr2	53221161	53221678	2.287743404
chr2	53263851	53264690	1.206948457
chr2	53264847	53265294	1.121217512
chr2	53284996	53285236	3.774247764
chr2	53285329	53285721	1.643565361
chr2	53322142	53322779	1.548419476
chr2	53330341	53330830	1.284368138
chr2	53359571	53360085	1.530659101
chr2	53360690	53361415	1.524953178
chr2	53370516	53370985	1.895390782
chr2	53375552	53375874	1.755640724
chr2	53478169	53478477	4.513076411
chr2	53479108	53479304	5.238965401
chr2	53479485	53479881	3.021568813
chr2	53588233	53589145	1.678258859
chr2	53619679	53620261	3.457464411
chr2	53668800	53669279	2.17397483
chr2	53779782	53780413	1.191708124
chr2	53860370	53860923	1.917088549
chr2	54022320	54022678	4.968447003
chr2	54072908	54073352	3.467431323
chr2	54267980	54268693	4.022129506
chr2	54341110	54341694	1.594192511
chr2	54346639	54347785	3.089237786
chr2	54352667	54353007	1.938742313
chr2	54353338	54353574	2.088732871
chr2	54354333	54355175	1.567969259
chr2	54441431	54441668	3.482908924
chr2	54454258	54454500	5.747941768
chr2	54489097	54489627	5.462137194
chr2	54495043	54495278	1.776083161
chr2	54514113	54514615	3.976918951
chr2	54570052	54571108	4.318178723
chr2	54581572	54581860	4.521722205
chr2	54583857	54584208	2.822159635
chr2	54584846	54585236	2.062500785
chr2	54585805	54586260	4.948804256
chr2	54870964	54871785	2.534787837
chr2	55133108	55133890	1.17359382
chr2	55134124	55134364	1.023139642
chr2	55170707	55171034	3.884137151
chr2	55226934	55227385	1.305937303
chr2	55229733	55230242	2.258910613
chr2	55399751	55400491	1.80141711
chr2	55433866	55433999	2.163632367
chr2	55558659	55558909	3.64568658
chr2	55661797	55662261	3.19344009
chr2	55724912	55725634	3.159714349
chr2	55807242	55808047	5.46142369
chr2	55872828	55873338	1.880377968
chr2	55874318	55874918	3.206270744
chr2	55875950	55876837	2.022301151
chr2	55894796	55896224	3.661733155
chr2	55896800	55897116	2.205521098
chr2	56078939	56079859	6.427069348
chr2	56145953	56146460	1.726413613
chr2	56147736	56148086	1.00859851
chr2	56263069	56263463	1.622584833
chr2	56266026	56267222	3.174891366
chr2	56271904	56272420	2.735950131
chr2	56274685	56274996	4.786512582
chr2	56275385	56275724	4.971698433
chr2	56317375	56318179	6.511067205
chr2	56320714	56321183	5.057304492
chr2	56321289	56321771	3.779183992
chr2	56332386	56332477	3.543239574
chr2	56336416	56336857	4.192389659
chr2	56338904	56339235	4.072823557
chr2	56341172	56341417	3.409378589
chr2	56468217	56468396	2.374568408
chr2	56545624	56545959	6.479728081
chr2	56619810	56620293	1.033979962
chr2	56644608	56644952	2.924112366
chr2	56684555	56685103	1.094292768
chr2	56790547	56791061	3.698376356
chr2	56794899	56795338	1.199683087
chr2	56800055	56800973	3.078647271
chr2	56802052	56803156	1.123372782
chr2	56916535	56916799	3.091924496
chr2	56953215	56953833	3.138538608
chr2	56988542	56989345	1.075009547
chr2	56989983	56991312	1.73214821
chr2	56991467	56991701	2.506262835
chr2	57058378	57058922	1.106691392
chr2	57353513	57354177	1.396171934
chr2	57376755	57376911	1.021330788
chr2	57406681	57407568	1.533536429
chr2	57481974	57482302	5.267115695
chr2	57483846	57484135	6.18959318
chr2	57606484	57606969	5.721288345
chr2	57609479	57610005	1.17561215
chr2	57610638	57610831	2.418470505
chr2	57678068	57678626	2.821147718
chr2	57679578	57679886	1.991294406
chr2	57681352	57682085	4.371550427
chr2	57683337	57683780	1.962716627
chr2	57721413	57721960	1.199175904
chr2	57723239	57723343	1.397986605
chr2	57727800	57728381	3.147565475
chr2	57734030	57734534	6.160621678
chr2	57742701	57743117	4.479971315
chr2	57803640	57804363	2.82815027
chr2	57847147	57847601	2.631826565
chr2	57848945	57849326	1.959683304
chr2	57849411	57849693	7.882868386
chr2	57859474	57859667	2.679219711
chr2	57863951	57864718	1.765263177
chr2	57938369	57938667	1.026911351
chr2	57939834	57940109	1.947409203
chr2	58175236	58175666	5.152548776
chr2	58220589	58221151	3.759889246
chr2	58222489	58222932	1.79338367
chr2	58378820	58379707	1.468303144
chr2	58380411	58380675	2.833017484
chr2	58655407	58655951	2.064529642
chr2	58715167	58715462	1.119224369
chr2	58860235	58861151	1.480246943
chr2	58998548	58999237	3.723764833
chr2	59183304	59183576	7.128893118
chr2	59212838	59212967	1.228710144
chr2	59224822	59225268	3.591528779
chr2	59354721	59355394	1.624003826
chr2	59373455	59374694	1.273939643
chr2	59464922	59465229	1.166352786
chr2	59469439	59470023	1.235086853
chr2	59489390	59490130	1.188067652
chr2	59557613	59557995	2.401179969
chr2	59561861	59562166	7.806569925
chr2	59564897	59564927	7.470080087
chr2	59581457	59581979	3.038500901
chr2	59682742	59683215	1.035200239
chr2	59685433	59685877	1.934228985
chr2	59720853	59721859	3.612985364
chr2	59724221	59724654	1.92444139
chr2	59725662	59726420	3.218579563
chr2	59726603	59726720	2.981044658
chr2	59744775	59745318	8.23801024
chr2	59775467	59775601	6.967724767
chr2	59795870	59796623	1.878049031
chr2	59847980	59848610	3.095099683
chr2	59849326	59849878	1.399782778
chr2	59883916	59884636	1.139339507
chr2	59886504	59886843	3.511241535
chr2	59896287	59897447	2.238590059
chr2	59898096	59898281	4.304544911
chr2	59925557	59926048	2.516356281
chr2	60016678	60017193	1.450927953
chr2	60036518	60036806	3.572717951
chr2	60046468	60046594	7.570926657
chr2	60054046	60054162	5.477294509
chr2	60074252	60074576	1.568663728
chr2	60092891	60093563	1.167746028
chr2	60095360	60095571	5.14981809
chr2	60110149	60110547	2.105781016
chr2	60111846	60112047	5.084164327
chr2	60195037	60195323	2.37655405
chr2	60278651	60278851	3.302217434
chr2	60279131	60279843	2.026783278
chr2	60422594	60422697	8.219756711
chr2	60452115	60452813	2.367184387
chr2	60528630	60529072	1.576208217
chr2	60533235	60534291	4.783585768
chr2	60565856	60566375	2.942625105
chr2	60581681	60583237	2.087416971
chr2	60624160	60624586	3.600775143
chr2	60624841	60625427	0.998602565
chr2	60625504	60626105	1.671051907
chr2	60655843	60656493	1.822441496
chr2	60656854	60657604	1.83904167
chr2	60692968	60693391	2.288434367
chr2	60693883	60694544	2.068235254
chr2	60763271	60763705	1.06743056
chr2	60919856	60920295	6.441441841
chr2	60920386	60921472	2.02335579
chr2	60923195	60924156	1.924139153
chr2	60924232	60924751	4.659582824
chr2	60928954	60930068	1.776495317
chr2	60937999	60938660	2.441921152
chr2	60967712	60968193	2.291496834
chr2	60971897	60972399	2.36699826
chr2	60972830	60973029	3.260138131
chr2	61098827	61099094	2.943277264
chr2	61126382	61126748	1.587455135
chr2	61126834	61127039	2.913459184
chr2	61180388	61180723	6.337031205
chr2	61201525	61202427	7.455459757
chr2	61212141	61212587	1.072887803
chr2	61230275	61231071	2.064935794
chr2	61407401	61408078	3.462076926
chr2	61550884	61551326	1.52166515
chr2	61679682	61680479	1.109736084
chr2	61794363	61795275	1.077744983
chr2	61824264	61825249	5.884463981
chr2	61889758	61890354	6.542118187
chr2	61896402	61896668	7.609727379
chr2	61917974	61918140	1.64016423
chr2	61918579	61919634	5.804889038
chr2	61950427	61952098	2.216059087
chr2	61984156	61984312	1.404823115
chr2	61984448	61984622	1.977132027
chr2	62014095	62014323	9.121743727
chr2	62019020	62019256	11.03524848
chr2	62130344	62130733	1.649347864
chr2	62223925	62224557	4.564282339
chr2	62253551	62253931	1.830545327
