chr_name	start	end	delta_methylation
chr4	231065501	231065994	0.88
chr5	6761684	6761974	0.88
chr5	193727560	193727939	0.88
chr5	214759046	214759494	0.88
chr5	216436033	216436996	0.88
chr6	160421011	160421392	0.88
chr7	6805555	6805993	0.88
chr7	14746508	14747453	0.88
chr7	26446019	26447472	0.88
chr8	82665570	82665994	0.88
chr8	84230015	84230495	0.88
chr1	69639038	69639402	0.89
chr1	129781003	129781479	0.89
chr1	163425116	163426492	0.89
chr1	209029510	209029937	0.89
chr10	82950007	82950999	0.89
chr10	112344021	112344772	0.89
chr2	15136567	15136984	0.89
chr2	27300501	27302472	0.89
chr2	67008032	67009000	0.89
chr2	85188071	85188483	0.89
chr2	130980519	130981453	0.89
chr2	181283527	181284388	0.89
chr2	182907533	182907975	0.89
chr3	149598027	149598499	0.89
chr4	177534002	177534492	0.89
chr5	214139501	214139913	0.89
chr7	6928513	6929380	0.89
chr7	11190705	11191434	0.89
chr8	88831046	88831413	0.89
chr8	88931521	88931951	0.89
chr8	92817008	92817490	0.89
chr1	187456001	187456494	0.9
chr1	197071523	197072497	0.9
chr1	213696139	213696443	0.9
chr1	227110019	227110442	0.9
chr10	62337077	62337499	0.9
chr2	18022512	18022993	0.9
chr2	22138509	22139972	0.9
chr2	22795002	22795493	0.9
chr2	79796563	79797364	0.9
chr2	81971743	81971998	0.9
chr2	83489506	83490429	0.9
chr2	158063105	158063497	0.9
chr3	151337534	151337951	0.9
chr3	152188001	152188480	0.9
chr3	153919517	153919962	0.9
chr4	234042510	234042940	0.9
chr7	14770511	14770951	0.9
chr8	94948059	94948952	0.9
chr1	109338566	109338988	0.91
chr1	160598528	160598994	0.91
chr1	193529547	193530000	0.91
chr1	213698510	213698991	0.91
chr10	32304614	32305494	0.91
chr10	63730509	63730929	0.91
chr10	76095502	76095999	0.91
chr10	88888011	88888415	0.91
chr2	33634051	33634456	0.91
chr2	75480523	75481446	0.91
chr2	110344532	110344986	0.91
chr2	126234795	126235479	0.91
chr2	139724601	139725418	0.91
chr3	158170002	158170482	0.91
chr3	168261071	168261487	0.91
chr5	189792010	189792971	0.91
chr7	171997038	171997864	0.91
chr8	93183516	93183999	0.91
chr1	143916543	143916996	0.92
chr10	137067036	137067486	0.92
chr2	23203562	23203988	0.92
chr2	24265051	24265496	0.92
chr2	29228588	29229711	0.92
chr2	56080014	56080378	0.92
chr3	163558503	163558979	0.92
chr4	180173720	180174999	0.92
chr4	191542501	191542986	0.92
chr5	191282510	191282995	0.92
chr6	163084512	163085432	0.92
chr6	166480678	166480956	0.92
chr10	66514001	66514388	0.93
chr2	12236525	12236936	0.93
chr2	26428069	26428436	0.93
chr2	32680666	32680989	0.93
chr3	149724040	149724490	0.93
chr3	160587072	160587499	0.93
chr8	92769508	92770488	0.93
chr1	191230010	191230487	0.94
chr1	198299019	198299497	0.94
chr2	66278030	66278470	0.94
chr1	86754014	86754459	0.95
chr1	192569002	192569494	0.95
chr4	192502574	192503000	0.95
chr5	215962052	215962497	0.95
chr8	82159002	82159490	0.95
chr1	157831789	157831985	0.96
chr2	48285017	48285447	0.96
chr1	207519011	207519486	0.97
chr8	77792590	77793000	0.97
chr10	12354507	12354980	0.98
B73V4_ctg150	1350672	1351979	0.86
