chr_name	start	end	log2FoldChange	padj	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr5	204298151	204308212	1.69683935554144	5.4252616656068604e-05	MSTRG.40238	Zm00001d017686	GRMZM2G120076	Ubiquitin carboxyl-terminal hydrolase 20	[source:homolog]
chr2	223841486	223986911	-1.41734763598415	5.49089534694424e-05	MSTRG.20090	Zm00001d007180	GRMZM2G031125	Cytochrome P450 714A1	[source:homolog]
chr2	223841486	223986911	-1.41734763598415	5.49089534694424e-05	MSTRG.20090	Zm00001d007181	GRMZM2G031329	Calcium-binding protein CML42	[source:homolog]
chr7	13729726	13737584	-2.9664969134028305	5.5227730608203505e-05	MSTRG.46853	Zm00001d019036	GRMZM5G884407	2-methoxy-6-polyprenyl-14-benzoquinol methylase mitochondrial	[source:homolog]
chr10	74832182	74836762	3.1897441139492404	5.5255304146034494e-05	MSTRG.10726	Zm00001d024507	GRMZM2G006736	 sig1A;sigma factor 1A:	 [source: characterized gene (MaizeGDB_09082017)]
chr9	140000143	140123855	-1.39401445811724	5.55343635134687e-05	MSTRG.60429	Zm00001d047723	AC206223.3_FG001	Tetratricopeptide repeat (TPR)-like superfamily protein	[source:homolog]
chr3	60285344	60291001	1.7303972964666399	5.6277053688801e-05	MSTRG.22675	Zm00001d040725	GRMZM2G467435	Polygalacturonase  	 [source: RefGen_v3] 
chr10	128386319	128531125	-1.3919960796577298	6.113862298870389e-05	MSTRG.12296	Zm00001d025751	GRMZM2G006216	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	[source:homolog]
chr8	27722101	27724506	-4.13826945911197	6.14260661021609e-05	MSTRG.51640	Zm00001d008966	GRMZM2G127650	Serine/threonine-protein kinase  	 [source: RefGen_v3] 
chr7	156312661	156504057	1.3464819272220099	6.25647850211658e-05	MSTRG.50119	Zm00001d021574	GRMZM2G025242	Protein LAZ1	[source:homolog]
chr2	80769525	80789846	-3.20774142229441	6.33981169109956e-05	MSTRG.16069	Zm00001d004078	GRMZM2G474153	L-type lectin-domain containing receptor kinase IX.1	[source:homolog]
chr4	64633622	64930705	1.35858194175006	6.46316264837864e-05	MSTRG.29383	Zm00001d050082	GRMZM2G175499	Pectinesterase  	 [source: RefGen_v3] 
chr6	112422062	112675522	-1.8395089969567902	6.536740384330301e-05	MSTRG.43873	Zm00001d037112	GRMZM2G373435	root-specific kinase 1	[source:homolog]
chr2	178176019	178384151	-1.3589709061044999	6.76709897895425e-05	MSTRG.18165	Zm00001d005546	GRMZM2G106213	 agp1;ADP glucose pyrophosphorylase small subunit embryo 1: embryo cDNA that hybridizes to endosperm transcripts	 distinct from sh2 and bt2 but most similar to the bt2 gene product
chr3	187341919	187498616	-1.4227281827105502	6.807351385538249e-05	MSTRG.25521	Zm00001d043047	GRMZM2G339122	Expansin-A2	[source:homolog]
chr1	48830867	49063859	-1.3780738338800902	6.8362987771677e-05	MSTRG.1650	Zm00001d028867	GRMZM2G013957	cAMP-regulated phosphoprotein 19-related protein	[source:homolog]
chr5	60853052	60859217	-2.00508459247128	6.84557115124537e-05	MSTRG.36614	Zm00001d014728	GRMZM2G439198	Type 2 DNA topoisomerase 6 subunit B-like	[source:homolog]
chr2	173882328	173889679	5.532779006495611	6.962339062737789e-05	MSTRG.18018	Zm00001d005434	GRMZM2G011784	Serine carboxypeptidase-like 19	[source:homolog]
chr2	36826872	36829956	1.47936889736101	7.04445096107775e-05	MSTRG.15032	Zm00001d003228	GRMZM2G023204	Serine/threonine-protein kinase OXI1	[source:homolog]
chr2	52986436	52987785	-1.5914020588491598	7.10019641667833e-05	MSTRG.15508	Zm00001d003660	GRMZM2G091717	Acetyltransferase 	[source:homolog]
chr10	126186003	126189252	7.145679072719999	7.40359655430158e-05	MSTRG.12198	Zm00001d025684	GRMZM2G111770	Putative NAC domain transcription factor superfamily protein  	 [source: RefGen_v3] 
chr2	24248332	24253472	3.04034639529526	7.89977010159203e-05	MSTRG.14587	Zm00001d002835	GRMZM2G304745	Probable LRR receptor-like serine/threonine-protein kinase 	[source:homolog]
chr1	56641590	56858233	1.6307582112426902	7.89977010159203e-05	MSTRG.2030	Zm00001d029062	GRMZM2G054916	Vicilin-like seed storage protein 	[source:homolog]
chr2	225749830	225878844	4.3473260414771095	7.9001110115018e-05	MSTRG.20171	Zm00001d007255	GRMZM2G127134	Protein NRT1/ PTR FAMILY 4.4	[source:homolog]
chr7	165315434	165319355	2.5817719915128503	8.1087321007087e-05	MSTRG.50504	Zm00001d021879	GRMZM2G092669	NEP-interacting protein 1	[source:homolog]
chr3	41115000	41122806	-1.65553139694352	8.25930865520728e-05	MSTRG.22318	Zm00001d040390	GRMZM2G002830		
chr1	212364322	212366865	3.29618732262788	8.428095696437829e-05	MSTRG.5783	Zm00001d032095	GRMZM2G050851	Ethylene-responsive transcription factor RAP2-2	[source:homolog]
chr9	129558228	129565957	1.3952174780428201	8.600970590640029e-05	MSTRG.60089	Zm00001d047422	GRMZM2G030139	[Pyruvate dehydrogenase (acetyl-transferring)] kinase mitochondrial	[source:homolog]
chr5	845040	989619	1.48812167079263	8.66742642055098e-05	MSTRG.36008	Zm00001d012818	GRMZM2G019866	Acyl carrier protein 3  	 [source: RefGen_v3] 
chr6	115761948	115762958	1.94836465078847	8.83551201051876e-05	MSTRG.43971	Zm00001d037205	GRMZM2G008353	Protein EXORDIUM	[source:homolog]
chr1	2233954	2241438	6.41761125398298	8.891525762200759e-05	MSTRG.90	Zm00001d027300	GRMZM2G458423	Protein PAIR1	[source:homolog]
chr1	87255354	87475392	-3.3503717587187203	9.00063629404308e-05	MSTRG.2845	Zm00001d029799	GRMZM2G175134	Glutathione S-transferase F9	[source:homolog]
chr3	183808073	183830204	2.4032187577056097	9.42363065574832e-05	MSTRG.25402	Zm00001d042914	GRMZM2G072652		
chr3	145661117	145663100	2.8215119606193797	9.509562311411709e-05	MSTRG.24214	Zm00001d041958	AC165171.2_FG002	Probable WRKY transcription factor 49	[source:homolog]
chr2	79773043	79793069	-4.8376101149179895	9.86182674132744e-05	MSTRG.16052	Zm00001d004053	GRMZM5G804773		
chr5	187805177	187809893	2.20341712273385	0.00010281464205890601	MSTRG.39624	Zm00001d017168	GRMZM2G007647	Acetolactate synthase small subunit 1 chloroplastic	[source:homolog]
chr1	267131154	267373863	-1.37387562722406	0.000102932860142918	MSTRG.7504	Zm00001d033558	GRMZM2G080725	Tetratricopeptide repeat (TPR)-like superfamily protein	[source:homolog]
chr4	161317366	161349836	1.91242837660765	0.000103591634987679	MSTRG.31252	Zm00001d051525	GRMZM2G112456	Oligopeptide transporter 4	[source:homolog]
chr10	79465951	79472206	-1.51568975441505	0.000104273989707915	MSTRG.10831	Zm00001d024587	GRMZM2G086496	Protein NRT1/ PTR FAMILY 6.3	[source:homolog]
chr1	189592956	189836507	1.55057882887878	0.000105482393881074	MSTRG.4984	Zm00001d031423	GRMZM2G441903	Zinc finger A20 and AN1 domain-containing stress-associated protein 5	[source:homolog]
chr2	2490691	2566600	-1.30930155851674	0.000107579336742639	MSTRG.13712	Zm00001d001900	GRMZM2G010435	Probable cysteine protease RD21B	[source:homolog]
chr4	214987652	214989841	-3.8782823850458197	0.00010821213319143	MSTRG.33151	Zm00001d053128	GRMZM2G035778		
chr2	157613247	157617354	-1.58648248530211	0.00011015963284995	MSTRG.17645	Zm00001d005080	GRMZM5G890665	 mate5;multidrug and toxic compound extrusion5: Sorghum ortholog: Sb05g000630	 [source: characterized gene (MaizeGDB_09082017)]
chr10	86190213	86601663	1.3055780392651999	0.000110502967746659	MSTRG.11033	Zm00001d024754	GRMZM2G061135	S-adenosylmethionine synthase  	 [source: RefGen_v3] 
chr2	31121753	31124408	-1.44242971281533	0.000113818895213345	MSTRG.14735	Zm00001d003071	GRMZM2G347361		
chr1	90739296	90893359	6.50478965425471	0.000119308923784546	MSTRG.3020	Zm00001d029859	GRMZM2G037255	extensin-like protein	[source:homolog]
chr6	163424148	163427022	3.44850379921358	0.00011955072215216399	MSTRG.45898	Zm00001d038730	GRMZM2G001221	 cbl4;calcineurin B-like2:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	191372098	191374683	3.77888782606377	0.00012106766801649799	MSTRG.18572	Zm00001d005873	GRMZM2G501652		
chr7	14732494	14747395	-3.2456040136637503	0.000121312526327252	MSTRG.46879	Zm00001d019061	GRMZM2G002894	Forkhead-associated (FHA) domain-containing protein	[source:homolog]
chr5	201333605	201336336	-3.19580059495042	0.000122575311395267	MSTRG.40134	Zm00001d017603	GRMZM2G046058	Pentatricopeptide repeat (PPR) superfamily protein	[source:homolog]
chr6	131825480	132308108	1.3413013809723502	0.000125088056631104	MSTRG.44515	Zm00001d037619	GRMZM2G108714	10-deacetylbaccatin III 10-O-acetyltransferase  	 [source: RefGen_v3] 
chr10	69712061	69715466	-1.3750522143689998	0.000125430377088531	MSTRG.10601	Zm00001d024413	GRMZM2G102231	(DL)-glycerol-3-phosphatase 2	[source:homolog]
chr7	156178438	156343817	-1.31025769244889	0.000126720601523976	MSTRG.50115	Zm00001d021565	GRMZM2G163095	Disease resistance protein RPM1	[source:homolog]
chr2	27356122	27524854	-1.3959648991965903	0.00012714223731199098	MSTRG.14753	Zm00001d002939	GRMZM2G123122	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein	[source:homolog]
chr7	164999343	165000322	-1.50155225312064	0.00012714223731199098	MSTRG.50496	Zm00001d021870	GRMZM2G158447		
chr5	55662766	55872581	1.3255780367772199	0.000128183289296129	MSTRG.35938	Zm00001d014617	GRMZM2G026980	Xyloglucan endotransglucosylase/hydrolase protein 14	[source:homolog]
chr5	123620508	123624088	2.25722835259491	0.000128331239870974	MSTRG.38019	Zm00001d015817	GRMZM2G180903	40S ribosomal protein S4-3	[source:homolog]
chr1	107993557	108004992	1.73534104006404	0.000129878492371916	MSTRG.3370	Zm00001d030130	GRMZM2G478212	LrgB-like family protein  	 [source: RefGen_v3] 
chr8	43471863	43559805	1.63416228443482	0.00012994042109033601	MSTRG.51941	Zm00001d009212	GRMZM2G145595	dihydrolipoyl dehydrogenases	[source:homolog]
chr3	146846599	146851199	-1.38973120149793	0.000130489190622148	MSTRG.24268	Zm00001d041991	GRMZM2G174249	Beta-fructofuranosidase insoluble isoenzyme CWINV3	[source:homolog]
chr3	212516107	212517456	3.42429644758237	0.000130545315960972	MSTRG.26510	Zm00001d043868	GRMZM2G092867	Metal ion binding protein  	 [source: RefGen_v3] 
chr4	234845163	234847706	2.72503600244044	0.000130545315960972	MSTRG.33736	Zm00001d053569	GRMZM2G070508	Cytochrome P450 711A1	[source:homolog]
chr2	43299785	43303016	-2.3319744108964704	0.000134194573058233	MSTRG.15254	Zm00001d003406	GRMZM2G114619	Formin-like protein 11	[source:homolog]
chr2	60927051	60928640	-2.07061729430526	0.000135452722488138	MSTRG.15710	Zm00001d003823	GRMZM2G057086	Cytochrome P450 77A4	[source:homolog]
chr3	147770790	147773690	1.6118364510311	0.000138164108771498	MSTRG.24314	Zm00001d042027	GRMZM2G179465		
chr2	182907182	183185120	-1.35889723684996	0.000141309384026415	MSTRG.18313	Zm00001d005672	GRMZM2G397297		
chr2	182907182	183185120	-1.35889723684996	0.000141309384026415	MSTRG.18313	Zm00001d005674	GRMZM2G034848	Enolase  	 [source: RefGen_v3] 
chr10	127934005	127936251	-2.7497573220308	0.00014862205978222399	MSTRG.12267	Zm00001d025735	GRMZM5G802115	Serine/threonine-protein kinase OXI1	[source:homolog]
chr8	22389494	22513833	1.64423627795352	0.000148885689982038	MSTRG.51474	Zm00001d008842	GRMZM2G046290	Protein indeterminate-domain 11	[source:homolog]
chr1	199537324	199910140	1.2948369423194	0.000148885689982038	MSTRG.5286	Zm00001d031727	GRMZM2G175423	Sorbitol dehydrogenase  	 [source: RefGen_v3] 
chr1	141151918	141161101	-1.68164438103561	0.000148885689982038	MSTRG.3865	Zm00001d030523	GRMZM2G099010	alpha/beta-Hydrolases superfamily protein	[source:homolog]
chr3	4833807	4837688	1.38306299610497	0.000154570418479577	MSTRG.21242	Zm00001d039455	GRMZM2G050890	PRA1 family protein F2	[source:homolog]
chr4	159425350	159426505	2.2604452103755097	0.000159516741694913	MSTRG.31187	Zm00001d051459	GRMZM2G044627	Oil body-associated protein 1B	[source:homolog]
chr1	12430596	12445845	-1.5449367173170598	0.000162165138479668	MSTRG.559	Zm00001d027740	GRMZM2G472236	 rab30;responsive to abscisic acid30: cDNA and protein elicited by ABA	 [source: characterized gene (MaizeGDB_09082017)]
chr8	56667576	56670937	8.86620389732334	0.000163008217769558	MSTRG.52119	Zm00001d009331	GRMZM2G094808		
chr6	128190180	128195748	2.22453998032279	0.000163008217769558	MSTRG.44356	Zm00001d037529	GRMZM2G402538	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger protein	[source:homolog]
chr4	162292364	162297188	-2.66378992968213	0.000166805774616066	MSTRG.31288	Zm00001d051549	GRMZM2G138686	Selenium-binding protein 3	[source:homolog]
chr4	174854877	174968645	4.3817766577012405	0.00016965474857921298	MSTRG.31750	Zm00001d051938	GRMZM2G099420	Cinnamoyl-CoA reductase 1	[source:homolog]
chr6	151447981	151448670	2.98372433124631	0.00017021679413881002	MSTRG.45176	Zm00001d038202	GRMZM2G126302		
chr2	215851864	215852764	1.88914574597116	0.000170686992878927	MSTRG.19630	Zm00001d006750	GRMZM2G077845	GIR1  	 [source: RefGen_v3] 
chr2	174866938	174869050	1.86605110898007	0.000170998752337029	MSTRG.18053	Zm00001d005456	GRMZM2G173926	UDP-glycosyltransferase 76C1	[source:homolog]
chr9	11346646	11348519	-1.71755036388222	0.00017367746960998798	MSTRG.56843	Zm00001d045063	GRMZM5G866027	Cytochrome P450 709B2	[source:homolog]
chr10	94268204	94271153	2.39807440934366	0.00017573126822658001	MSTRG.11232	Zm00001d024907	GRMZM2G174773	Glyoxylate/hydroxypyruvate reductase HPR3	[source:homolog]
chr4	81389772	81391822	1.5588209363831398	0.00018022267840221002	MSTRG.29694	Zm00001d050323	GRMZM2G114988	Putative cytochrome P450 superfamily protein  	 [source: RefGen_v3] 
chr10	20629339	21153461	-1.3483002143534197	0.00018067048683830702	MSTRG.9786	Zm00001d023792	GRMZM2G040968	Phosphoglucan water dikinase chloroplastic	[source:homolog]
chr10	124513574	124517653	1.3383275302319	0.000180877419165234	MSTRG.12124	Zm00001d025628	GRMZM2G134539	Plant UBX domain-containing protein 4	[source:homolog]
chr9	44232942	44293597	-1.7296148062231698	0.000182104184845544	MSTRG.58074	Zm00001d045862	GRMZM2G099740	UDP-glycosyltransferase 72B1	[source:homolog]
chr2	161924685	161932755	-1.31983271432178	0.000183848002490094	MSTRG.17712	Zm00001d005164	GRMZM2G365035	Calcium-dependent protein kinase 28	[source:homolog]
chr8	120067262	120068632	-1.91448915389074	0.000183848002490094	MSTRG.54242	Zm00001d010545	GRMZM2G090563	Lung seven transmembrane receptor family protein	[source:homolog]
chr8	82644568	82669520	-1.29423117880161	0.00018940888565827	MSTRG.52674	Zm00001d009813	GRMZM2G063511	Nucleotide/sugar transporter family protein	[source:homolog]
chr10	55246177	55249923	2.35905096364553	0.000190129163522253	MSTRG.10334	Zm00001d024199	GRMZM2G365319	Probable receptor-like serine/threonine-protein kinase 	[source:homolog]
chr4	213273184	213276378	-1.45928377795593	0.000190565970047436	MSTRG.33113	Zm00001d053091	GRMZM2G106363	Adagio protein 3	[source:homolog]
chr10	84701246	84712224	1.3129096675324499	0.000191602280541297	MSTRG.11030	Zm00001d024715	GRMZM2G136341	EYES ABSENT homolog	[source:homolog]
chr2	182137825	182141463	1.3945691361046002	0.00019401691177426298	MSTRG.18234	Zm00001d005653	GRMZM2G167245		
chr2	18798594	18804133	-1.31436378930092	0.000196607720807506	MSTRG.14132	Zm00001d002668	GRMZM2G142664	root hair specific 17	[source:homolog]
chr7	178488256	178745738	1.81275117166926	0.000196983402448975	MSTRG.53325	Zm00001d022494	GRMZM2G348914	Zinc finger CCCH domain-containing protein 54	[source:homolog]
chr1	64999436	65079682	6.27846079870448	0.000201312246486751	MSTRG.2312	Zm00001d029293	GRMZM2G147698	 myb156;MYB-transcription factor 156:	 [source: characterized gene (MaizeGDB_09082017)]
chr9	20480509	20481751	4.10509143984821	0.00020310005115721998	MSTRG.57078	Zm00001d045392	GRMZM2G131421	Early nodulin 93  	 [source: RefGen_v3] 
chr10	147769191	147773617	-1.5016933234825	0.000206318997934205	MSTRG.13195	Zm00001d026531	GRMZM2G106376	GTP cyclohydrolase 1	[source:homolog]
chr2	239499997	239665138	1.33456309605599	0.000206781659679716	MSTRG.20732	Zm00001d007783	GRMZM2G147819	P-loop containing nucleoside triphosphate hydrolases superfamily protein	[source:homolog]
chr10	128104735	128502266	1.38567151124136	0.00020924150909531399	MSTRG.12286	Zm00001d025750	GRMZM2G006428	Probable E3 ubiquitin-protein ligase ARI8	[source:homolog]
chr3	217280240	217282156	-1.28297526963146	0.000211121549365036	MSTRG.26728	Zm00001d044033	GRMZM2G004183	TRICHOME BIREFRINGENCE-LIKE 20	[source:homolog]
chr6	68998566	69001707	3.5865812710907	0.000215194177295614	MSTRG.42648	Zm00001d036050	GRMZM2G091490	Putative NAC domain transcription factor superfamily protein  	 [source: RefGen_v3] 
chr8	177801987	177803507	-2.57039514806434	0.000215745322476062	MSTRG.57666	Zm00001d012648	GRMZM2G111428	Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein	[source:homolog]
chr5	24363516	24369169	2.02150680463027	0.0002163064957305	MSTRG.35384	Zm00001d013906	GRMZM2G086450	Protein TRANSPARENT TESTA 12	[source:homolog]
chr1	267761424	267763217	2.79340577032398	0.00021889588734603702	MSTRG.7528	Zm00001d033580	GRMZM2G024131	 iaglu1;indol-3-ylacetyl glucosyl transferase1: single or low copy cDNA sequence matches N-terminal polypeptide sequence of purified maize indol-3-ylacetyl glucosyl transferase and	 in transformed E. coli
chr2	157009229	157348331	-1.39798844595703	0.000220540522247421	MSTRG.17628	Zm00001d005072	GRMZM2G452717	F-box/LRR-repeat protein 3	[source:homolog]
chr4	26654487	26655827	-3.3547948850681	0.000220540522247421	MSTRG.28428	Zm00001d049330	GRMZM2G174449		
chr4	196636522	197157021	6.366958752049429	0.00022080022197306002	MSTRG.32600	Zm00001d052673	GRMZM2G422750	Chalcone synthase C2  	 [source: RefGen_v3] 
chr1	57988631	57991604	2.39094511765059	0.000222737690289915	MSTRG.2091	Zm00001d029098	GRMZM2G107597	 sweet16;sugars will eventually be exported transporter16:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	2812723	2813940	1.29954617759046	0.000224092977709979	MSTRG.13736	Zm00001d001915	GRMZM2G043932		
chr3	157976307	157979661	2.1454009884527703	0.00022439933290127598	MSTRG.24554	Zm00001d042263	GRMZM2G173534	Inducer of CBF expression 2  	 [source: RefGen_v3] 
chr2	68587482	68592568	-1.30037666456341	0.00022439933290127598	MSTRG.15877	Zm00001d003925	GRMZM2G015889	Serine/threonine-protein kinase PBS1	[source:homolog]
chr1	262991884	262994316	1.61255074551203	0.00022589249321138598	MSTRG.7378	Zm00001d033447	GRMZM2G067919	Globulin-1 S allele  	 [source: RefGen_v3] 
chr2	111722018	111775606	-1.29781302533083	0.000232126115905835	MSTRG.16667	Zm00001d004438	GRMZM2G158043	 zpu1;pullulanase-type starch debranching enzyme1: single copy	 cDNA clone similar to rice sequence; SSR umc1003The zpu1 gene encodes a pullulanase-type starch debranching enzyme. Analysis of plants homozygous for the zpu1-204 mutation reveal the genes role in starch catabolism. zpu1-204 endosperm accumulate maltooligosaccharides not found in wild type plants. zpu1-204 are also deficient for linear maltooligosaccharides.
chr5	3256436	3496639	-1.29063868216273	0.00023222538343731602	MSTRG.36217	Zm00001d013034	AC210013.4_FG019	40S ribosomal protein S2-1	[source:homolog]
chr10	127578109	127588944	-1.51420606394364	0.000236072662774148	MSTRG.12255	Zm00001d025724	GRMZM2G702229	Acid phosphatase/vanadium-dependent haloperoxidase protein  	 [source: RefGen_v3] 
chr8	138291926	138598635	-3.2880831064889002	0.00023905807217875497	MSTRG.54840	Zm00001d011080	GRMZM2G028393	Protease inhibitor%3B Proteinase inhibitor  	 [source: RefGen_v3] 
chr8	66143210	66146892	2.64248438309856	0.000240988917079632	MSTRG.52301	Zm00001d009473	GRMZM2G456487	Putative WAK receptor-like protein kinase family protein  	 [source: RefGen_v3] 
chr2	127649299	127651576	-7.36291181566751	0.000240988917079632	MSTRG.16985	Zm00001d004664	GRMZM2G164074	Cytochrome P450 94B3	[source:homolog]
chr9	76267394	76272887	4.17025427727733	0.000242497812849028	MSTRG.58642	Zm00001d046246	GRMZM2G115721	Putative NAC domain transcription factor superfamily protein  	 [source: RefGen_v3] 
chr10	120021298	120023576	2.49625723252632	0.000247636275203808	MSTRG.11959	Zm00001d025476	GRMZM2G125476	P0041A24.7 protein	[source:homolog]
chr2	13187146	13209719	1.95662348194732	0.000256842642052244	MSTRG.14413	Zm00001d002455	GRMZM2G463267	26S proteasome non-ATPase regulatory subunit 13 homolog A	[source:homolog]
chr4	185307206	185310061	1.7168160644348702	0.000256842642052244	MSTRG.32169	Zm00001d052268	GRMZM2G080079	NEP1-interacting protein-like 2	[source:homolog]
chr2	111709287	111718949	-1.97781815150857	0.000259599315299054	MSTRG.16630	Zm00001d004435	GRMZM2G410764		
chr9	153133300	153141644	1.6331995834742798	0.000259649700258591	MSTRG.61694	Zm00001d048247	GRMZM2G330907	 ltk2;leucine-rich transmembrane protein kinase2: belongs to a small gene family; ltk2 shares 98.6% nucleotide sequence homology with ltk3	 and these genes could be products of a recent gene duplication located on chromosome 9L.
chr5	82359400	82370520	-1.2925333068978002	0.000263654788925269	MSTRG.37248	Zm00001d015272	GRMZM2G024612		
chr2	147017165	147430104	-1.83010571260373	0.000263654788925269	MSTRG.17367	Zm00001d004894	GRMZM2G113033	 ssu2;ribulose bisphosphate carboxylase small subunit2: probed locus	 [source: characterized gene (MaizeGDB_09082017)]
chr1	86001408	86007071	1.274388026157	0.00027088540487309903	MSTRG.2827	Zm00001d029758	GRMZM2G040743	Calcium-dependent protein kinase 6	[source:homolog]
chr4	202017225	202022004	3.20965035124478	0.000275608480351866	MSTRG.32779	Zm00001d052822	AC194357.3_FG003		
chr10	51231078	51241553	-1.45286045027401	0.000282732908820485	MSTRG.10272	Zm00001d024159	GRMZM2G102156	Bifunctional dethiobiotin synthetase/78-diamino-pelargonic acid aminotransferase mitochondrial	[source:homolog]
chr2	114733511	114741949	-2.73410342573502	0.000295096259790374	MSTRG.16709	Zm00001d004489	GRMZM2G359974	40S ribosomal protein S23-2	[source:homolog]
chr4	225237449	225240230	-3.1696031255320096	0.000296097940017831	MSTRG.33419	Zm00001d053305	GRMZM2G442128	Steroid nuclear receptor ligand-binding	[source:homolog]
chr5	193829089	193856426	1.99307640468434	0.00029639505424477997	MSTRG.39853	Zm00001d017376	GRMZM2G169962	Retrotransposon-like protein	[source:homolog]
chr6	160632421	161173774	1.92485971848713	0.00029822069302224303	MSTRG.45517	Zm00001d038595	GRMZM2G075132	myosin heavy chain-related	[source:homolog]
chr6	160632421	161173774	1.92485971848713	0.00029822069302224303	MSTRG.45517	Zm00001d038597	GRMZM2G410134	 glb3;globulin3: 18-kD alpha globulin	 [source: characterized gene (MaizeGDB_09082017)]
chr6	160632421	161173774	1.92485971848713	0.00029822069302224303	MSTRG.45517	Zm00001d038606	GRMZM2G014099		
chr6	160632421	161173774	1.92485971848713	0.00029822069302224303	MSTRG.45517	Zm00001d038607	GRMZM2G313101	Allyl alcohol dehydrogenase-like protein  	 [source: RefGen_v3] 
chr2	20534714	20587619	1.40358892967733	0.000300374993058243	MSTRG.14216	Zm00001d002728	GRMZM2G077811	Acyl-acyl carrier protein thioesterase ATL3 chloroplastic	[source:homolog]
chr6	123966376	123968604	2.3710540556294	0.000304033509257838	MSTRG.44191	Zm00001d037385	GRMZM2G114801	Adenine nucleotide alpha hydrolases-like superfamily protein	[source:homolog]
chr2	14891234	14906455	1.44429636536263	0.00030516333162673704	MSTRG.13978	Zm00001d002533	GRMZM2G405064	Abscisic acid receptor PYL9	[source:homolog]
chr2	14891234	14906455	1.44429636536263	0.00030516333162673704	MSTRG.13978	Zm00001d002534	GRMZM2G010011	Protein S-acyltransferase 21	[source:homolog]
chr3	202333680	202335931	2.9764404946257206	0.000316122636963266	MSTRG.26108	Zm00001d043509	GRMZM2G177940	Pectinesterase  	 [source: RefGen_v3] 
chr5	185440108	185443819	-5.27107969414103	0.00031741459397810403	MSTRG.39529	Zm00001d017101	GRMZM2G121115	Protein binding protein  	 [source: RefGen_v3] 
chr1	190262026	190270051	1.73471846399117	0.00032102885420014703	MSTRG.5039	Zm00001d031444	AC234203.1_FG010	IRK-interacting protein	[source:homolog]
chr5	44141410	44259676	1.85437788393168	0.000321798298597554	MSTRG.35644	Zm00001d014386	GRMZM2G427729	Patatin-like protein 6	[source:homolog]
chr8	108310964	108571613	3.7717422060395895	0.00032749365521547903	MSTRG.53866	Zm00001d010304	GRMZM2G099981	Leucine-rich repeat (LRR) family protein	[source:homolog]
chr5	12409114	12410378	1.45940374488107	0.00032749365521547903	MSTRG.34773	Zm00001d013473	GRMZM2G157202		
chr2	171840885	172134567	-1.22529375670342	0.00032749365521547903	MSTRG.17959	Zm00001d005392	GRMZM2G352855	Lecithin-cholesterol acyltransferase-like 1	[source:homolog]
chr4	31017161	31041881	1.6240725751910001	0.000331649434388409	MSTRG.28566	Zm00001d049459	GRMZM2G086789	Uncharacterised conserved protein (UCP012943)	[source:homolog]
chr2	38063917	38068929	1.29207873856725	0.000333088022259584	MSTRG.15059	Zm00001d003254	GRMZM2G142712	Plant UBX domain-containing protein 1	[source:homolog]
chr1	239161927	239642808	1.32071153932499	0.000337600386165529	MSTRG.6668	Zm00001d032825	GRMZM2G067315		
chr9	72905484	73068632	2.54597053567591	0.00034054713265376603	MSTRG.58591	Zm00001d046223	GRMZM2G076272	Homeobox protein ATH1	[source:homolog]
chr10	139980859	139983545	-1.7943184670974999	0.000344931633338678	MSTRG.12640	Zm00001d026156	GRMZM5G843302	Putative glycerol-3-phosphate transporter 1	[source:homolog]
chr10	107239605	107521036	-1.2748923393446399	0.000357266288451783	MSTRG.11576	Zm00001d025171	GRMZM2G097662	Nitrate-induced NOI protein  	 [source: RefGen_v3] 
chr7	157873494	157875272	3.74924240208173	0.000357938101441816	MSTRG.50164	Zm00001d021605	GRMZM2G108615		
chr8	117575051	117587415	-1.44916186806937	0.000357938101441816	MSTRG.54119	Zm00001d010490	GRMZM2G084489	CW-type Zinc Finger	[source:homolog]
chr3	216163813	216399245	-1.26149112253968	0.0003593368960468	MSTRG.26642	Zm00001d044008	GRMZM2G118403	Myosin heavy chain-like;  protein	[source:homolog]
chr3	226664372	226734363	-3.1654097015819502	0.000366018617624991	MSTRG.27051	Zm00001d044387	GRMZM2G066428	Transmembrane amino acid transporter family protein	[source:homolog]
chr3	190999124	191484888	-1.25675321275662	0.000371146817324852	MSTRG.25890	Zm00001d043195	GRMZM2G047274	Metacaspase-6	[source:homolog]
chr5	42127512	42129124	3.29538349126969	0.00037298387912921096	MSTRG.35594	Zm00001d014345	AC234522.1_FG009	C2H2-like zinc finger protein	[source:homolog]
chr2	28949210	28952445	-2.5687410446733	0.000373995179005331	MSTRG.14818	Zm00001d002990	GRMZM5G806743		
chr3	190401122	190404724	-1.32592607695781	0.00037422896095716003	MSTRG.25862	Zm00001d043165	GRMZM2G073376	Indole-3-acetate beta-glucosyltransferase  	 [source: RefGen_v3] 
chr6	158056495	158426600	-1.21029959003002	0.000374822034702201	MSTRG.45580	Zm00001d038476	GRMZM2G361064	 expa5;alpha expansin5: alpha expansins function as wall loosening agents for control of plant cell growth.	 [source: characterized gene (MaizeGDB_09082017)]
