chr_name	start	end	log2FoldChange	padj	MSTRG_exon_id	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr2	42150148	42150298	17.85054707	1.01E-15	MSTRG.15223:E2	MSTRG.15223	Zm00001d003378	GRMZM2G042443	 mop1;mediator of paramutation1: recessive changes B' phenotype to dark	 similar to B1-I
chr2	183370696	183370823	14.47881846	0.009479356	MSTRG.18330:E5	MSTRG.18330	Zm00001d005687	GRMZM2G527891	 trps5;trehalose-6-phosphate synthase5:	 [source: characterized gene (MaizeGDB_09082017)]
chr2	183370480	183370600	15.17294723	0.0000379	MSTRG.18330:E4	MSTRG.18330	Zm00001d005687	GRMZM2G527891	 trps5;trehalose-6-phosphate synthase5:	 [source: characterized gene (MaizeGDB_09082017)]
chr3	183077263	183077345	14.69283137	0.000000001	MSTRG.25377:E9	MSTRG.25377	Zm00001d042888	GRMZM2G373685		
chr6	171041056	171041316	15.00492043	0.005387008	MSTRG.46273:E1	MSTRG.46273	Zm00001d039147	GRMZM2G158998	Phox-associated domain;Phox-like;Sorting nexin C-terminal	[source:homolog]
chr5	178197625	178198137	15.21515853	0.000110327	MSTRG.39258:E6	MSTRG.39258	Zm00001d016841	GRMZM5G836353	monooxygenase 1	[source:homolog]
chr5	178197625	178198137	15.21515853	0.000110327	MSTRG.39258:E6	MSTRG.39258	Zm00001d016854	GRMZM2G113325	Ferrochelatase  	 [source: RefGen_v3] 
chr1	272614811	272615018	15.60282266	0.009915338	MSTRG.7691:E9	MSTRG.7691	Zm00001d033741	GRMZM2G022787		
chr5	183471628	183471709	15.64990827	0.000580161	MSTRG.39459:E5	MSTRG.39459	Zm00001d017042	GRMZM2G172900	Serine/threonine-protein kinase Nek4  	 [source: RefGen_v3] 
chr1	195292517	195292999	15.74456207	0.000653404	MSTRG.5131:E3	MSTRG.5131	Zm00001d031580	GRMZM2G703858	RPM1-interacting protein 4	[source:homolog]
chr5	2175795	2175879	15.81712446	0.007938315	MSTRG.36126:E5	MSTRG.36126	Zm00001d012931	GRMZM2G121826	Protein kinase protein with tetratricopeptide repeat domain	[source:homolog]
chr10	22626376	22626478	15.94117825	0.000136518	MSTRG.9812:E5	MSTRG.9812	Zm00001d023807	GRMZM2G404377	MIF4G domain-containing protein / MA3 domain-containing protein	[source:homolog]
chr10	131476807	131477155	16.6616315	0.00000345	MSTRG.12414:E7	MSTRG.12414	Zm00001d025846	GRMZM5G810727	Beta-glucosidase 47	[source:homolog]
chr2	172134562	172134567	16.73929721	6.31E-08	MSTRG.17959:E4	MSTRG.17959	Zm00001d005392	GRMZM2G352855	Lecithin-cholesterol acyltransferase-like 1	[source:homolog]
chr5	197368338	197368813	16.95166295	0.002368544	MSTRG.40012:E7	MSTRG.40012	Zm00001d017487	GRMZM2G157990		
chr1	17552338	17552420	17.12003964	0.00401387	MSTRG.731:E15	MSTRG.731	Zm00001d027916	GRMZM2G097434	Phosphoinositide phosphatase SAC2	[source:homolog]
chr5	2469075	2469160	17.46018615	0.00000206	MSTRG.36164:E4	MSTRG.36164	Zm00001d012969	GRMZM2G002765	NEDD8-activating enzyme E1 regulatory subunit AXR1	[source:homolog]
chr5	204196713	204196931	17.56992732	0.0000665	MSTRG.40235:E9	MSTRG.40235	Zm00001d017685	GRMZM2G112626	Chaperone DnaJ-domain superfamily protein	[source:homolog]
chr5	204196713	204196976	18.36170841	1.44E-08	MSTRG.40235:E10	MSTRG.40235	Zm00001d017685	GRMZM2G112626	Chaperone DnaJ-domain superfamily protein	[source:homolog]
chr10	128578423	128578751	17.93986745	2.2E-11	MSTRG.12304:E7	MSTRG.12304	Zm00001d025762	GRMZM2G070255		
chr10	128577739	128577837	18.48092856	4.06E-18	MSTRG.12304:E6	MSTRG.12304	Zm00001d025762	GRMZM2G070255		
chr5	197037867	197038255	18.05380072	0.003968107	MSTRG.39997:E3	MSTRG.39997	Zm00001d017477	GRMZM2G041839	Ethylene-responsive transcription factor ERF035	[source:homolog]
chr10	83965686	83966354	19.58717312	6.42E-18	MSTRG.11007:E14	MSTRG.11007	Zm00001d024698	GRMZM2G148924	Polycomb group protein FIE2  	 [source: RefGen_v3] 
chr4	71006623	71008128	20.20956899	1.93E-28	MSTRG.29514:E3	MSTRG.29514	Zm00001d050178	GRMZM2G133394	Eukaryotic aspartyl protease family protein	[source:homolog]
chr4	70770562	70770666	20.47454836	4.85E-12	MSTRG.29514:E1	MSTRG.29514	Zm00001d050178	GRMZM2G133394	Eukaryotic aspartyl protease family protein	[source:homolog]
chr1	84143968	84145038	20.56925105	4.88E-08	MSTRG.3001:E5	MSTRG.3001	Zm00001d029722	GRMZM2G125304		

