chr_name	start	end	CNV
chr3	94000001	95000000	1.071062769
chr9	1000001	2000000	1.0711121985
chr3	191000001	192000000	1.071224455
chr2	77000001	78000000	1.0713300285
chr10	61000001	62000000	1.0713798695
chr9	89000001	90000000	1.0714084765
chr2	160000001	161000000	1.071578842
chr2	179000001	180000000	1.071651667
chr3	62000001	63000000	1.0716891935
chr2	205000001	206000000	1.0717032785
chr10	110000001	111000000	1.071753874
chr4	209000001	210000000	1.071875106
chr1	140000001	141000000	1.0718981595
chr8	100000001	101000000	1.0718989225
chr8	91000001	92000000	1.0719272045
chr1	217000001	218000000	1.0719762985
chr7	164000001	165000000	1.071991212
chr1	298000001	299000000	1.0720059145
chr8	49000001	50000000	1.0720297425
chr4	14000001	15000000	1.07206676
chr7	140000001	141000000	1.0721106725
chr3	130000001	131000000	1.072156527
chr2	139000001	140000000	1.0722079625
chr5	112000001	113000000	1.072275265
chr2	23000001	24000000	1.072380835
chr3	200000001	201000000	1.072437089
chr1	31000001	32000000	1.072599949
chr1	226000001	227000000	1.072753027
chr1	241000001	242000000	1.072792025
chr3	78000001	79000000	1.0728725445
chr3	201000001	202000000	1.0732610585
chr4	75000001	76000000	1.073331167
chr1	211000001	212000000	1.073394459
chr1	216000001	217000000	1.0734252065
chr1	55000001	56000000	1.073636009
chr2	166000001	167000000	1.0737375945
chr4	21000001	22000000	1.07374534
chr1	19000001	20000000	1.073895466
chr1	293000001	294000000	1.0739325275
chr4	19000001	20000000	1.0739473175
chr4	108000001	109000000	1.0739704565
chr8	161000001	162000000	1.074039252
chr7	154000001	155000000	1.0740635235
chr8	157000001	158000000	1.074502184
chr1	153000001	154000000	1.074546789
chr2	103000001	104000000	1.074571043
chr1	159000001	160000000	1.0746228105
chr7	152000001	153000000	1.074697731
chr10	75000001	76000000	1.0747181765
chr5	113000001	114000000	1.074823626
chr1	173000001	174000000	1.0749111005
chr1	178000001	179000000	1.074971114
chr9	115000001	116000000	1.074996139
chr2	75000001	76000000	1.0750370065
chr3	170000001	171000000	1.07506415
chr4	23000001	24000000	1.075132538
chr8	59000001	60000000	1.07514498
chr3	157000001	158000000	1.0752756435
chr4	26000001	27000000	1.07559679
chr8	151000001	152000000	1.0756355695
chr7	62000001	63000000	1.0757318575
chr7	76000001	77000000	1.075860243
chr3	159000001	160000000	1.0758802065
chr4	33000001	34000000	1.0759406995
chr1	15000001	16000000	1.075975041
chr4	114000001	115000000	1.075999792
chr8	116000001	117000000	1.076018055
chr1	77000001	78000000	1.0760235015
chr1	269000001	270000000	1.0761264385
chr5	115000001	116000000	1.076147905
chr8	97000001	98000000	1.076214578
chr5	105000001	106000000	1.076242175
chr1	111000001	112000000	1.076372798
chr8	120000001	121000000	1.0767434265
chr8	86000001	87000000	1.0770600125
chr1	231000001	232000000	1.077129828
chr8	89000001	90000000	1.07714817
chr6	160000001	161000000	1.07715009
chr3	202000001	203000000	1.077158231
chr6	157000001	158000000	1.077212717
chr10	27000001	28000000	1.077251829
chr4	226000001	227000000	1.0772594265
chr1	297000001	298000000	1.0772765135
chr8	174000001	175000000	1.0773355805
chr1	26000001	27000000	1.077446237
chr1	268000001	269000000	1.077564367
chr8	172000001	173000000	1.0776538035
chr4	107000001	108000000	1.07766387
chr1	227000001	228000000	1.0776772315
chr4	179000001	180000000	1.077741087
chr1	151000001	152000000	1.0778317355
chr2	14000001	15000000	1.077927615
chr3	177000001	178000000	1.0780703285
chr8	104000001	105000000	1.078122256
chr6	72000001	73000000	1.0781554365
chr1	239000001	240000000	1.0781671735
chr9	158000001	159000000	1.07825064
chr5	119000001	120000000	1.078268358
chr8	150000001	151000000	1.0783140355
chr2	83000001	84000000	1.078332242
chr1	17000001	18000000	1.0783517445
chr4	20000001	21000000	1.078380219
chr7	153000001	154000000	1.078657448
chr2	34000001	35000000	1.078659772
chr8	106000001	107000000	1.0787189205
chr1	9000001	10000000	1.078725668
chr1	154000001	155000000	1.078913491
chr1	161000001	162000000	1.079000014
chr6	12000001	13000000	1.079016297
chr3	70000001	71000000	1.0791901445
chr7	73000001	74000000	1.0797568555
chr9	64000001	65000000	1.08013001
chr1	139000001	140000000	1.08013221
chr4	105000001	106000000	1.0802469465
chr1	49000001	50000000	1.080295652
chr1	14000001	15000000	1.0803475585
chr4	118000001	119000000	1.0805530455
chr1	208000001	209000000	1.0805653685
chr5	31000001	32000000	1.0807171025
chr5	98000001	99000000	1.080790809
chr3	199000001	200000000	1.080956139
chr4	60000001	61000000	1.0810522805
chr1	285000001	286000000	1.081205686
chr6	48000001	49000000	1.081240066
chr8	132000001	133000000	1.081248775
chr1	252000001	253000000	1.081272765
chr8	117000001	118000000	1.0812859505
chr6	91000001	92000000	1.0812880565
chr4	101000001	102000000	1.081385387
chr5	120000001	121000000	1.0816708525
chr1	8000001	9000000	1.0817732285
chr8	70000001	71000000	1.081814539
chr8	176000001	177000000	1.0818570765
chr6	169000001	170000000	1.0818678515
chr7	84000001	85000000	1.081970037
chr4	120000001	121000000	1.0819884955
chr1	270000001	271000000	1.0820185255
chr2	19000001	20000000	1.0821433175
chr4	228000001	229000000	1.0822199085
chr1	34000001	35000000	1.0822605885
chr5	111000001	112000000	1.0828276625
chr5	102000001	103000000	1.0831888095
chr3	43000001	44000000	1.0832335285
chr7	165000001	166000000	1.083345712
chr1	212000001	213000000	1.0835829
chr1	278000001	279000000	1.083600911
chr8	139000001	140000000	1.083611107
chr10	131000001	132000000	1.0836786205
chr1	204000001	205000000	1.083725223
chr9	63000001	64000000	1.0837460905
chr7	137000001	138000000	1.0837867955
chr8	133000001	134000000	1.0837925885
chr9	88000001	89000000	1.083895173
chr3	192000001	193000000	1.084058581
chr7	37000001	38000000	1.084218135
chr1	242000001	243000000	1.0842642525
chr1	12000001	13000000	1.0843721705
chr4	57000001	58000000	1.084460191
chr4	25000001	26000000	1.084644241
chr8	144000001	145000000	1.084694338
chr1	43000001	44000000	1.084699922
chr1	6000001	7000000	1.084720357
chr4	222000001	223000000	1.084755365
chr1	7000001	8000000	1.0848059235
chr1	4000001	5000000	1.0848448505
chr7	171000001	172000000	1.084848545
chr8	143000001	144000000	1.0849257005
chr1	28000001	29000000	1.0850063055
chr3	187000001	188000000	1.08503187
chr5	217000001	218000000	1.0850389015
chr4	49000001	50000000	1.0850889335
chr1	206000001	207000000	1.0851213155
chr1	146000001	147000000	1.085470316
chr1	258000001	259000000	1.085625253
chr7	79000001	80000000	1.0858640005
chr4	96000001	97000000	1.0859675855
chr1	67000001	68000000	1.0861388585
chr9	86000001	87000000	1.0862210155
chr1	238000001	239000000	1.0863408695
chr4	47000001	48000000	1.086351771
chr1	257000001	258000000	1.0864476995
chr1	155000001	156000000	1.086480121
chr2	158000001	159000000	1.0865465765
chr9	78000001	79000000	1.086720727
chr4	121000001	122000000	1.086801377
chr4	116000001	117000000	1.0870420925
chr4	225000001	226000000	1.0871746405
chr7	167000001	168000000	1.0871866255
chr1	235000001	236000000	1.0871932215
chr2	10000001	11000000	1.0872999515
chr1	51000001	52000000	1.0873848775
chr8	146000001	147000000	1.0874037155
chr8	94000001	95000000	1.0876865555
chr8	60000001	61000000	1.087816901
chr7	74000001	75000000	1.087839427
chr4	122000001	123000000	1.088232334
chr5	92000001	93000000	1.088238382
chr8	85000001	86000000	1.088370848
chr1	79000001	80000000	1.0883999295
chr7	75000001	76000000	1.088496623
chr1	275000001	276000000	1.08878428
chr6	102000001	103000000	1.0888761365
chr5	114000001	115000000	1.089034193
chr3	121000001	122000000	1.089054396
chr1	180000001	181000000	1.0890558415
chr1	303000001	304000000	1.0891111735
chr4	15000001	16000000	1.0891140135
chr10	106000001	107000000	1.089181034
chr8	166000001	167000000	1.089584478
chr8	159000001	160000000	1.0896736625
chr7	97000001	98000000	1.0897565015
chr4	186000001	187000000	1.089849585
chr1	245000001	246000000	1.089917253
chr1	224000001	225000000	1.090228417
chr1	199000001	200000000	1.09026204
chr7	150000001	151000000	1.090374446
chr1	288000001	289000000	1.0904332365
chr10	91000001	92000000	1.090675064
chr3	173000001	174000000	1.090807115
chr9	120000001	121000000	1.0908087435
chr5	44000001	45000000	1.0909245495
chr6	168000001	169000000	1.0912197795
chr4	124000001	125000000	1.0914824565
chr4	58000001	59000000	1.091563553
chr1	306000001	307000000	1.091919327
chr1	198000001	199000000	1.092598373
chr1	272000001	273000000	1.0927999135
chr10	144000001	145000000	1.0930164765
chr10	143000001	144000000	1.0931345965
chr8	140000001	141000000	1.093281674
chr8	138000001	139000000	1.093444913
chr1	213000001	214000000	1.093562558
chr5	48000001	49000000	1.0937328045
chr1	251000001	252000000	1.0938270065
chr8	180000001	181000000	1.0941103225
chr7	83000001	84000000	1.094281265
chr1	128000001	129000000	1.094402708
chr7	148000001	149000000	1.094455519
chr4	168000001	169000000	1.0944580465
chr3	189000001	190000000	1.0944841135
chr9	62000001	63000000	1.0947345235
chr3	188000001	189000000	1.095118778
chr9	60000001	61000000	1.0952254015
chr1	243000001	244000000	1.0953135445
chr8	149000001	150000000	1.0953152055
chr8	96000001	97000000	1.095319664
chr1	296000001	297000000	1.0956619635
chr8	148000001	149000000	1.0957666905
chr4	59000001	60000000	1.095778146
chr8	11000001	12000000	1.095907089
chr4	102000001	103000000	1.09611843
chr10	59000001	60000000	1.0962888285
chr1	11000001	12000000	1.0963657985
chr8	134000001	135000000	1.0963833525
chr8	178000001	179000000	1.096810795
chr7	158000001	159000000	1.0976385475
chr1	129000001	130000000	1.0977947675
chr8	84000001	85000000	1.0985344065
chr8	175000001	176000000	1.0992947525
chr2	27000001	28000000	1.099502229
chr1	284000001	285000000	1.1000193395
chr1	281000001	282000000	1.100112976
chr3	52000001	53000000	1.100321741
chr1	5000001	6000000	1.1008162665
chr8	115000001	116000000	1.1010143545
chr2	96000001	97000000	1.101769852
chr1	233000001	234000000	1.101823898
chr4	51000001	52000000	1.1019582915
chr10	142000001	143000000	1.10202231
chr8	142000001	143000000	1.1020873745
chr9	65000001	66000000	1.1022123825
chr3	53000001	54000000	1.102588372
chr1	221000001	222000000	1.1035330075
chr4	36000001	37000000	1.104507356
chr1	237000001	238000000	1.104623508
chr4	169000001	170000000	1.1047378645
chr1	18000001	19000000	1.105167369
chr7	38000001	39000000	1.1052728935
chr8	83000001	84000000	1.106218082
chr4	50000001	51000000	1.1063586355
chr10	105000001	106000000	1.106865694
chr1	246000001	247000000	1.10699649
chr1	248000001	249000000	1.1071058045
chr7	139000001	140000000	1.107598224
chr8	141000001	142000000	1.108025911
chr8	82000001	83000000	1.1086326715
chr1	302000001	303000000	1.108662608
chr1	222000001	223000000	1.1089607265
chr3	196000001	197000000	1.109258887
chr4	30000001	31000000	1.109319635
chr6	83000001	84000000	1.1096690705
chr1	295000001	296000000	1.1097377985
chr1	300000001	301000000	1.1098306685
chr4	17000001	18000000	1.1100570445
chr3	197000001	198000000	1.110310238
chr5	1000001	2000000	1.1113456135
chr1	190000001	191000000	1.1118570325
chr6	55000001	56000000	1.112545794
chr3	66000001	67000000	1.112745462
chr3	195000001	196000000	1.113218878
chr1	305000001	306000000	1.1136450765
chr8	179000001	180000000	1.115326555
chr5	104000001	105000000	1.115376298
chr9	58000001	59000000	1.1174686705
chr4	198000001	199000000	1.1193389365
chr1	25000001	26000000	1.120681687
chr1	232000001	233000000	1.1208707745
chr3	194000001	195000000	1.121161688
chr1	223000001	224000000	1.1222424605
chr1	244000001	245000000	1.123032615
chr1	182000001	183000000	1.123337696
chr4	4000001	5000000	1.123796916
chr1	197000001	198000000	1.1246613145
chr8	154000001	155000000	1.1247125355
chr10	149000001	150000000	1.125486004
chr1	24000001	25000000	1.1271258875
chr5	1	1000000	1.1281758955
chr1	40000001	41000000	1.1305345775
chr5	13000001	14000000	1.1322493325
chr8	118000001	119000000	1.1333336835
chr4	18000001	19000000	1.1354679225
chr7	56000001	57000000	1.1357946755
chr1	247000001	248000000	1.137046486
chr8	1	1000000	1.1400332255
chr8	177000001	178000000	1.1490021995
chr2	237000001	238000000	1.149004578
chr1	220000001	221000000	1.150768485
chr9	1	1000000	1.1523494085
chr3	164000001	165000000	1.1599289175
chr3	83000001	84000000	1.1619253195
chr6	84000001	85000000	1.1713753975
chr3	79000001	80000000	1.17492848
chr1	1	1000000	1.183704246
chr5	212000001	213000000	1.1914969495
chr3	1	1000000	1.191520616
chr5	167000001	168000000	1.193964808
chr5	192000001	193000000	1.2046642605
chr6	15000001	16000000	1.206290936
chr1	271000001	272000000	1.2124693335
chr2	238000001	239000000	1.213845436
chr1	225000001	226000000	1.2242838935
chr1	250000001	251000000	1.2270407285
chr2	242000001	243000000	1.230358278
chr7	155000001	156000000	1.2311767505
chr8	160000001	161000000	1.2344299695
chr1	137000001	138000000	1.2518616975
chr1	134000001	135000000	1.253301199
chr5	200000001	201000000	1.2545071935
chr7	58000001	59000000	1.2618481685
chr5	108000001	109000000	1.270668017
chr2	157000001	158000000	1.274006227
chr5	124000001	125000000	1.3010988795
chr6	13000001	14000000	1.301995745
chr1	183000001	184000000	1.3170080915
chr9	57000001	58000000	1.3172898905
chr6	173000001	174000000	1.317353106
chr4	170000001	171000000	1.346023556
chr4	182000001	183000000	1.376294007
chr4	109000001	110000000	1.379204524
chr6	10000001	11000000	1.4262307635
chr7	174000001	175000000	1.4293845895
chr4	6000001	7000000	1.51458101
chr3	165000001	166000000	1.516278262
chr6	14000001	15000000	2.1860367415
chr6	24000001	25000000	0.53019992
chr6	23000001	24000000	0.5730702375
chr7	93000001	94000000	0.58640928
chr3	90000001	91000000	0.61236282
chr6	80000001	81000000	0.642691259
chr9	41000001	42000000	0.6500167275
chr3	46000001	47000000	0.6513268245
chr4	9000001	10000000	0.6537846345
chr2	119000001	120000000	0.6558483705
chr6	22000001	23000000	0.6737703485
chr7	117000001	118000000	0.6823584785
chr9	75000001	76000000	0.6876917485
chr2	109000001	110000000	0.7127114065
chr1	167000001	168000000	0.72028775
chr7	43000001	44000000	0.734705899
chr7	120000001	121000000	0.736621751
chr6	103000001	104000000	0.73836069
chr5	77000001	78000000	0.739588712
chr2	79000001	80000000	0.740765927
chr9	80000001	81000000	0.741833212
chr6	60000001	61000000	0.7420849735
chr9	48000001	49000000	0.747636897
chr5	128000001	129000000	0.7507713495
chr6	34000001	35000000	0.7544414405
chr3	33000001	34000000	0.755777624
chr5	157000001	158000000	0.7562456205
chr9	27000001	28000000	0.7566215525
chr9	76000001	77000000	0.758436089
chr9	46000001	47000000	0.759738981
chr7	27000001	28000000	0.7622083945
chr9	85000001	86000000	0.7644320525
chr2	48000001	49000000	0.764714392
chr10	57000001	58000000	0.7676102305
chr5	52000001	53000000	0.7700801335
chr6	37000001	38000000	0.7716031085
chr2	60000001	61000000	0.776576445
chr5	136000001	137000000	0.7770006575
chr7	11000001	12000000	0.777277343
chr3	108000001	109000000	0.778395572
chr10	132000001	133000000	0.7788769785
chr2	120000001	121000000	0.7807072395
chr2	114000001	115000000	0.7813621235
chr6	38000001	39000000	0.7840819175
chr2	100000001	101000000	0.785362618
chr5	84000001	85000000	0.7877889945
chr9	49000001	50000000	0.787978161
chr2	171000001	172000000	0.7885193445
chr9	69000001	70000000	0.789324594
chr9	74000001	75000000	0.7897175685
chr3	113000001	114000000	0.7910012125
chr5	73000001	74000000	0.792359273
chr3	36000001	37000000	0.7927346
chr5	78000001	79000000	0.795542482
chr1	122000001	123000000	0.7963664455
chr2	151000001	152000000	0.796950097
chr6	17000001	18000000	0.7975131805
chr6	71000001	72000000	0.7978071945
chr5	139000001	140000000	0.801854414
chr5	135000001	136000000	0.8041159215
chr6	45000001	46000000	0.8047890605
chr2	148000001	149000000	0.805874124
chr9	50000001	51000000	0.8062830145
chr3	22000001	23000000	0.806731375
chr10	111000001	112000000	0.8077311225
chr1	116000001	117000000	0.8085162525
chr9	42000001	43000000	0.8089932265
chr6	35000001	36000000	0.81032586
chr2	143000001	144000000	0.81036694
chr10	36000001	37000000	0.8124590125
chr2	44000001	45000000	0.812496884
chr7	80000001	81000000	0.812937669
chr9	71000001	72000000	0.814366818
chr2	142000001	143000000	0.814747146
chr2	123000001	124000000	0.8150487425
chr5	89000001	90000000	0.818188933
chr3	84000001	85000000	0.818319166
chr7	24000001	25000000	0.818847312
chr8	18000001	19000000	0.8191193945
chr7	131000001	132000000	0.8206334085
chr9	33000001	34000000	0.820649561
chr3	32000001	33000000	0.8208408295
chr5	181000001	182000000	0.8211948795
chr7	22000001	23000000	0.821340512
chr8	15000001	16000000	0.823495549
chr3	146000001	147000000	0.823527195
chr7	32000001	33000000	0.824113285
chr10	46000001	47000000	0.824525052
chr5	25000001	26000000	0.82456425
chr1	83000001	84000000	0.8246731085
chr8	68000001	69000000	0.8250268225
chr6	79000001	80000000	0.825593854
chr7	17000001	18000000	0.8264697015
chr7	52000001	53000000	0.82714297
chr5	146000001	147000000	0.828058089
chr9	43000001	44000000	0.829284659
chr3	67000001	68000000	0.8294081505
chr8	61000001	62000000	0.8296477405
chr2	199000001	200000000	0.82983473
chr2	98000001	99000000	0.830063028
chr2	99000001	100000000	0.831021127
chr2	71000001	72000000	0.831195468
chr1	117000001	118000000	0.8312323185
chr7	92000001	93000000	0.832336125
chr7	118000001	119000000	0.832453941
chr1	165000001	166000000	0.833315967
chr10	45000001	46000000	0.833725572
chr6	104000001	105000000	0.8342680325
chr10	124000001	125000000	0.8347279485
chr7	25000001	26000000	0.8350541535
chr1	98000001	99000000	0.8355494715
chr2	154000001	155000000	0.8365647405
chr6	40000001	41000000	0.837251557
chr10	114000001	115000000	0.8372875545
chr9	95000001	96000000	0.8385089785
chr5	74000001	75000000	0.838612811
chr10	85000001	86000000	0.838873669
chr1	84000001	85000000	0.8396077995
chr10	56000001	57000000	0.8398953675
chr7	103000001	104000000	0.840152627
chr5	72000001	73000000	0.840250284
chr10	30000001	31000000	0.840297588
chr1	144000001	145000000	0.840540099
chr6	20000001	21000000	0.8406508645
chr9	102000001	103000000	0.840758015
chr3	127000001	128000000	0.8413042015
chr4	142000001	143000000	0.8416169265
chr10	47000001	48000000	0.841791653
chr7	105000001	106000000	0.8423320595
chr7	33000001	34000000	0.842804277
chr6	67000001	68000000	0.843096825
chr6	44000001	45000000	0.8433599785
chr5	61000001	62000000	0.843817993
chr2	182000001	183000000	0.8449687915
chr7	42000001	43000000	0.8450072235
chr2	95000001	96000000	0.845175034
chr1	150000001	151000000	0.8478311405
chr6	16000001	17000000	0.8485190725
chr2	78000001	79000000	0.848696376
chr7	132000001	133000000	0.8489467175
chr3	20000001	21000000	0.849218811
chr5	159000001	160000000	0.8493617015
chr2	172000001	173000000	0.849448458
chr2	108000001	109000000	0.849510987
chr7	124000001	125000000	0.8496060245
chr10	37000001	38000000	0.850521382
chr1	162000001	163000000	0.8509479155
chr3	15000001	16000000	0.851707015
chr5	9000001	10000000	0.852688923
chr3	86000001	87000000	0.8529353465
chr8	69000001	70000000	0.853680254
chr3	63000001	64000000	0.8537313865
chr2	173000001	174000000	0.853780476
chr2	51000001	52000000	0.853944087
chr10	79000001	80000000	0.854305885
chr3	34000001	35000000	0.854464361
chr6	3000001	4000000	0.8545926135
chr6	11000001	12000000	0.854791646
chr9	91000001	92000000	0.854954201
chr2	43000001	44000000	0.855117447
chr2	193000001	194000000	0.8551234225
chr7	20000001	21000000	0.855635952
chr6	78000001	79000000	0.8562930325
chr9	11000001	12000000	0.856432768
chr2	212000001	213000000	0.856553193
chr2	62000001	63000000	0.8570682845
chr3	114000001	115000000	0.85765998
chr8	31000001	32000000	0.858030849
chr9	103000001	104000000	0.858199959
chr6	63000001	64000000	0.8583381745
chr7	14000001	15000000	0.85937818
chr3	105000001	106000000	0.8600719995
chr6	69000001	70000000	0.860499021
chr9	83000001	84000000	0.861289528
chr1	163000001	164000000	0.861437328
chr8	2000001	3000000	0.862210754
chr3	35000001	36000000	0.8622896735
chr7	26000001	27000000	0.862507618
chr4	215000001	216000000	0.8625864845
chr3	60000001	61000000	0.8631454075
chr7	128000001	129000000	0.8637700455
chr5	137000001	138000000	0.8640682605
chr2	168000001	169000000	0.864271881
chr10	16000001	17000000	0.86462497
chr2	152000001	153000000	0.8646651705
chr5	140000001	141000000	0.8656136105
chr2	56000001	57000000	0.8657238795
chr2	52000001	53000000	0.867123579
chr10	107000001	108000000	0.8672066325
chr2	57000001	58000000	0.8692728965
chr7	88000001	89000000	0.86931325
chr10	20000001	21000000	0.869322336
chr7	112000001	113000000	0.869323307
chr8	17000001	18000000	0.8698447355
chr9	114000001	115000000	0.869848156
chr2	127000001	128000000	0.869977668
chr8	26000001	27000000	0.8711436185
chr6	68000001	69000000	0.871852645
chr6	109000001	110000000	0.8720428095
chr2	61000001	62000000	0.872273416
chr10	77000001	78000000	0.872546441
chr7	12000001	13000000	0.8729614555
chr1	95000001	96000000	0.8730270625
chr9	34000001	35000000	0.8736419875
chr9	118000001	119000000	0.8743556845
chr9	18000001	19000000	0.8745240125
chr9	98000001	99000000	0.8747019535
chr3	111000001	112000000	0.8752274975
chr3	25000001	26000000	0.8753377615
chr6	116000001	117000000	0.875470405
chr8	33000001	34000000	0.8757602415
chr5	197000001	198000000	0.875936612
chr3	69000001	70000000	0.876673834
chr1	88000001	89000000	0.877157578
chr2	125000001	126000000	0.877166823
chr5	174000001	175000000	0.8773212485
chr3	143000001	144000000	0.8775207205
chr5	38000001	39000000	0.877915462
chr2	174000001	175000000	0.87796524
chr9	73000001	74000000	0.8782823035
chr3	128000001	129000000	0.879121766
chr10	97000001	98000000	0.8797819555
chr3	109000001	110000000	0.8802567665
chr2	155000001	156000000	0.880289097
chr6	90000001	91000000	0.880430583
chr2	230000001	231000000	0.8812759265
chr7	110000001	111000000	0.881451304
chr7	4000001	5000000	0.8816009845
chr3	131000001	132000000	0.88176547
chr8	41000001	42000000	0.881856131
chr3	89000001	90000000	0.881936035
chr8	22000001	23000000	0.8819369345
chr1	107000001	108000000	0.882181925
chr2	234000001	235000000	0.8822035215
chr10	86000001	87000000	0.8823474985
chr5	172000001	173000000	0.882365319
chr10	95000001	96000000	0.883654654
chr10	41000001	42000000	0.8837867245
chr6	41000001	42000000	0.884545899
chr6	6000001	7000000	0.8846941805
chr5	206000001	207000000	0.884866649
chr2	133000001	134000000	0.885180339
chr10	119000001	120000000	0.8853706495
chr2	59000001	60000000	0.885780153
chr3	21000001	22000000	0.8860152805
chr9	2000001	3000000	0.886116965
chr2	197000001	198000000	0.886167737
chr10	64000001	65000000	0.886676738
chr10	80000001	81000000	0.8879049285
chr1	105000001	106000000	0.8879748065
chr10	121000001	122000000	0.8884004815
chr1	102000001	103000000	0.8887371825
chr10	72000001	73000000	0.8889459915
chr3	87000001	88000000	0.8890879355
chr3	132000001	133000000	0.88930577
chr7	6000001	7000000	0.8893680735
chr5	63000001	64000000	0.8903737505
chr5	183000001	184000000	0.890375873
chr10	39000001	40000000	0.890418381
chr7	45000001	46000000	0.8904635995
chr2	50000001	51000000	0.8906054745
chr10	42000001	43000000	0.8906887235
chr7	23000001	24000000	0.8908532315
chr2	65000001	66000000	0.891054927
chr10	11000001	12000000	0.8911437085
chr1	71000001	72000000	0.8912108635
chr9	40000001	41000000	0.89122053
chr1	118000001	119000000	0.891232045
chr2	105000001	106000000	0.8921995495
chr6	86000001	87000000	0.8925422805
chr3	23000001	24000000	0.892739246
chr2	63000001	64000000	0.8937269955
chr2	153000001	154000000	0.8940884965
chr6	19000001	20000000	0.8942579225
chr10	63000001	64000000	0.8944168445
chr9	107000001	108000000	0.894541919
chr10	65000001	66000000	0.8947842685
chr10	38000001	39000000	0.8947973175
chr10	34000001	35000000	0.8948200505
chr9	32000001	33000000	0.89518424
chr1	168000001	169000000	0.8953465965
chr7	16000001	17000000	0.8954145015
chr2	45000001	46000000	0.8958262265
chr2	67000001	68000000	0.895836272
chr9	38000001	39000000	0.895940885
chr6	145000001	146000000	0.89602153
chr2	80000001	81000000	0.8965546605
chr5	169000001	170000000	0.896663547
chr2	233000001	234000000	0.89703381
chr3	138000001	139000000	0.897119481
chr9	116000001	117000000	0.8975853105
chr1	96000001	97000000	0.897586195
chr6	77000001	78000000	0.8977569845
chr10	112000001	113000000	0.898094154
chr2	241000001	242000000	0.8981118025
chr5	88000001	89000000	0.898214255
chr2	113000001	114000000	0.898224863
chr7	116000001	117000000	0.898304765
chr1	73000001	74000000	0.89860631
chr2	53000001	54000000	0.898726593
chr3	91000001	92000000	0.8992462265
chr2	203000001	204000000	0.899266481
chr8	13000001	14000000	0.8999184455
chr9	13000001	14000000	0.900033806
chr6	98000001	99000000	0.900094772
chr5	163000001	164000000	0.9002281745
chr1	158000001	159000000	0.9005002725
chr6	88000001	89000000	0.9007637035
chr3	27000001	28000000	0.900832124
chr2	211000001	212000000	0.90118096
chr6	94000001	95000000	0.901369461
chr8	35000001	36000000	0.901722011
chr9	35000001	36000000	0.9017751555
chr5	33000001	34000000	0.9018361165
chr10	84000001	85000000	0.901903421
chr7	94000001	95000000	0.902167735
chr2	150000001	151000000	0.9026000695
chr1	97000001	98000000	0.9026093655
chr5	194000001	195000000	0.902746364
chr2	72000001	73000000	0.902883017
chr9	26000001	27000000	0.9030279945
chr3	37000001	38000000	0.9031296895
chr5	161000001	162000000	0.9033562715
chr10	13000001	14000000	0.903573097
chr2	124000001	125000000	0.903945259
chr7	106000001	107000000	0.9039817045
chr10	73000001	74000000	0.9042408495
chr3	126000001	127000000	0.9044400205
chr2	169000001	170000000	0.9051573515
chr9	110000001	111000000	0.905629678
chr3	41000001	42000000	0.905840215
chr6	21000001	22000000	0.9059384005
chr2	220000001	221000000	0.9067270095
chr4	126000001	127000000	0.9069486745
chr7	8000001	9000000	0.907077656
chr3	82000001	83000000	0.907087196
chr4	204000001	205000000	0.9071957855
chr6	123000001	124000000	0.907819473
chr3	6000001	7000000	0.9078861105
chr2	195000001	196000000	0.907992199
chr6	142000001	143000000	0.9082512145
chr3	85000001	86000000	0.908278244
chr7	13000001	14000000	0.908305814
chr7	107000001	108000000	0.9087328945
chr8	21000001	22000000	0.908882726
chr2	46000001	47000000	0.909202032
chr6	154000001	155000000	0.909267673
chr1	70000001	71000000	0.9092702745
chr2	192000001	193000000	0.9095698195
chr9	28000001	29000000	0.9096945655
chr3	29000001	30000000	0.909896358
chr3	208000001	209000000	0.909960037
chr3	212000001	213000000	0.9101486215
chr2	219000001	220000000	0.910387898
chr2	145000001	146000000	0.910721776
chr7	119000001	120000000	0.910852733
chr2	82000001	83000000	0.9109109645
chr10	68000001	69000000	0.9109585705
chr9	31000001	32000000	0.911017993
chr5	156000001	157000000	0.911374313
chr3	19000001	20000000	0.9114994935
chr5	71000001	72000000	0.911762078
chr4	2000001	3000000	0.9121652815
chr3	39000001	40000000	0.9122941715
chr3	13000001	14000000	0.9124145635
chr10	78000001	79000000	0.91281712
chr5	24000001	25000000	0.9128215455
chr2	213000001	214000000	0.912821868
chr8	57000001	58000000	0.9131836295
chr9	146000001	147000000	0.9132093355
chr2	176000001	177000000	0.913217017
chr6	7000001	8000000	0.913380799
chr3	124000001	125000000	0.913550536
chr10	43000001	44000000	0.914050135
chr9	93000001	94000000	0.9140790385
chr10	69000001	70000000	0.9141747645
chr2	196000001	197000000	0.914292662
chr10	29000001	30000000	0.914911941
chr10	24000001	25000000	0.915017674
chr3	65000001	66000000	0.915051405
chr2	177000001	178000000	0.9153306855
chr9	94000001	95000000	0.915332621
chr7	81000001	82000000	0.915498991
chr5	76000001	77000000	0.915650461
chr10	126000001	127000000	0.915924081
chr8	6000001	7000000	0.9159744795
chr5	148000001	149000000	0.91616019
chr6	85000001	86000000	0.916235736
chr10	81000001	82000000	0.916434985
chr3	88000001	89000000	0.9164456855
chr2	161000001	162000000	0.916893525
chr2	147000001	148000000	0.9171642045
chr3	28000001	29000000	0.917488223
