chr_name	start	end	delta_methylation
chr10	98003001	98003482	0.72
chr10	98124584	98125499	-0.69
chr10	98131004	98131397	-0.79
chr10	99127002	99127500	-0.77
chr10	99271054	99271399	0.8
chr10	99569670	99569967	-0.75
chr10	99571001	99571442	-0.71
chr10	99805507	99805991	-0.75
chr10	99892522	99892962	-0.68
chr10	99919007	99919470	-0.63
chr10	100072514	100072900	-0.91
chr10	100101503	100101987	-0.5
chr10	100231520	100231904	0.69
chr10	100768501	100768956	-0.8
chr10	101011516	101011830	-0.65
chr10	101684140	101685494	-0.8
chr10	101876501	101876992	0.66
chr10	101912568	101912997	-0.56
chr10	102406005	102406496	-0.55
chr10	102527510	102528490	0.7
chr10	103050026	103050487	-0.71
chr10	103159512	103160377	-0.61
chr10	103227518	103228452	-0.73
chr10	103485726	103485983	0.57
chr10	103646031	103647265	-0.66
chr10	103695558	103695999	0.52
chr10	103794155	103794442	0.61
chr10	104275508	104276499	-0.8
chr10	104514004	104514463	-0.6
chr10	104815007	104815500	0.77
chr10	104904501	104905494	-0.82
chr10	105045004	105045489	0.81
chr10	105636506	105637419	0.76
chr10	105657504	105657968	-0.69
chr10	106760514	106760979	-0.51
chr10	106762057	106762486	-0.74
chr10	107167507	107167996	-0.82
chr10	107284018	107284381	-0.57
chr10	107311003	107311955	0.59
chr10	107633586	107633866	0.88
chr10	107935509	107936000	-0.73
chr10	107998001	107998495	-0.73
chr10	108392003	108392940	-0.54
chr10	108468006	108468491	0.65
chr10	109832015	109832498	0.68
chr10	109834526	109834984	0.59
chr10	109972660	109972994	0.55
chr10	112164557	112164932	0.7
chr10	112242511	112242991	-0.56
chr10	112344519	112344924	0.64
chr10	112401007	112401460	0.66
chr10	112971026	112971988	0.76
chr10	113165510	113166422	-0.6
chr10	113213510	113213973	0.74
chr10	113458002	113458971	-0.66
chr10	113472038	113472487	0.73
chr10	113704506	113705445	-0.74
chr10	114064055	114064500	-0.59
chr10	114293648	114293962	-0.6
chr10	114424004	114425496	-0.64
chr10	114464012	114464446	0.72
chr10	114663070	114663444	-0.6
chr10	114686548	114686973	-0.62
chr10	114695508	114695975	-0.51
chr10	114709545	114710000	0.69
chr10	115145009	115145485	0.55
chr10	115499510	115499997	-0.62
chr10	115748527	115748958	-0.6
chr10	115923503	115923978	0.64
chr10	116047502	116048500	-0.57
chr10	116081516	116081997	0.6
chr10	116300541	116300991	0.79
chr10	116626615	116626974	-0.62
chr10	116628612	116629000	-0.76
chr10	116717002	116717467	0.61
chr10	117012023	117012500	-0.52
chr10	117256515	117256988	0.65
chr10	117298528	117298896	-0.71
chr10	117310522	117310975	0.6
chr10	117396013	117396497	-0.68
chr10	117606006	117606433	-0.58
chr10	117663715	117663983	0.73
chr10	117737510	117737983	-0.75
chr10	117739018	117739420	-0.74
chr10	117740009	117740969	-0.58
chr10	117829013	117829489	0.73
chr10	117846531	117846825	0.77
chr10	118153028	118154455	0.71
chr10	118169507	118169979	-0.78
chr10	118740023	118740499	0.82
chr10	118787100	118787375	-0.76
chr10	118832548	118832804	-0.59
chr10	118846501	118846993	-0.74
chr10	119092190	119092411	-0.83
chr10	119206003	119206363	-0.72
chr10	119216501	119216991	-0.86
chr10	119735504	119737499	-0.77
chr10	119754036	119754495	-0.78
chr10	119883001	119883401	-0.58
chr10	119999004	119999483	0.6
chr10	120014510	120014975	-0.69
chr10	120018093	120018418	-0.6
chr10	120080045	120080452	-0.92
chr10	120090502	120090988	0.69
chr10	120219517	120219980	-0.66
chr10	120259504	120259981	-0.64
chr10	120426513	120426986	0.6
chr10	121011502	121011990	0.58
chr10	121267501	121267762	-0.78
chr10	121520510	121520895	-0.61
chr10	121998050	121998474	-0.82
chr10	122294507	122295387	-0.73
chr10	122430566	122431000	-0.81
chr10	122848515	122849000	0.87
chr10	123359504	123359856	-0.59
chr10	123362504	123362987	0.77
chr10	123756506	123756990	0.55
chr10	123978518	123978999	-0.69
chr10	124381516	124381969	0.59
chr10	125012545	125012995	-0.57
chr10	125021211	125021500	-0.85
chr10	125381678	125382500	0.62
chr10	125387021	125387487	-0.69
chr10	125611587	125611963	-0.54
chr10	126007553	126007993	0.61
chr10	126078005	126079476	-0.68
chr10	126193031	126193391	0.57
chr10	126212528	126213370	0.59
chr10	126375005	126375500	0.63
chr10	126604578	126605959	0.67
chr10	126795511	126795938	0.58
chr10	127491510	127491989	0.91
chr10	127493501	127493642	0.58
chr10	127607503	127607997	0.52
chr10	127952506	127952965	-0.58
chr10	127956165	127956486	0.52
chr10	128020515	128020985	0.65
chr10	128259045	128259458	-0.84
chr10	128264103	128264487	0.55
chr10	128443503	128444496	0.68
chr10	128559003	128559481	0.56
chr10	128568052	128568402	-0.72
chr10	128574504	128574992	-0.77
chr10	129394119	129394999	0.59
chr10	129470520	129472000	-0.66
chr10	129833514	129833985	-0.78
chr10	130023523	130023925	-0.85
chr10	131399504	131399922	-0.66
chr10	131450008	131450494	0.56
chr10	131567007	131567492	0.55
chr10	131881004	131881456	0.56
chr10	132000006	132000474	-0.69
chr10	132087503	132087982	-0.57
chr10	132775511	132775872	0.74
chr10	132953017	132953495	-0.54
chr10	133029509	133029899	0.72
chr10	133437020	133437480	-0.52
chr10	133614085	133614497	-0.77
chr10	133809504	133809977	-0.77
chr10	134313643	134313963	-0.82
chr10	134391039	134391465	0.76
chr10	134535021	134535500	-0.82
chr10	134577003	134577436	0.81
chr10	135328044	135328491	0.66
chr10	135330518	135331486	-0.7
chr10	135495082	135495498	-0.64
chr10	136021512	136021993	-0.77
chr10	136053009	136053499	-0.76
chr10	136225023	136225433	-0.75
chr10	136314014	136314490	-0.65
chr10	136320003	136320431	-0.52
chr10	136477002	136477415	-0.55
chr10	136753516	136755500	-0.75
chr10	137212035	137212465	-0.71
chr10	137354062	137354450	-0.7
chr10	137689513	137689989	-0.53
chr10	138051505	138051995	-0.55
chr10	138086003	138086319	0.73
chr10	138124016	138124496	0.71
chr10	138533104	138533490	-0.53
chr10	138636502	138636985	-0.55
chr10	138875006	138875468	-0.75
chr10	138878005	138878904	0.63
chr10	138932515	138932971	-0.55
chr10	139066512	139066950	0.58
chr10	139364502	139365498	-0.73
chr10	139366509	139366980	0.55
chr10	139370501	139370999	0.77
chr10	139922562	139922968	0.62
chr10	139928534	139928931	-0.57
chr10	140117532	140117947	-0.73
chr10	140118525	140118970	0.61
chr10	140225002	140226000	0.69
chr10	140833510	140833988	0.54
chr2	9797514	9799978	-0.72
chr2	10060517	10060992	0.56
chr2	10218049	10218477	-0.51
chr2	10336014	10336480	-0.84
chr2	10372010	10372485	0.66
chr2	10578014	10578487	-0.84
chr2	10655504	10655970	0.54
chr2	10831017	10831494	0.69
chr2	11255511	11255877	-0.67
chr2	11428099	11428500	-0.69
chr2	11474011	11474484	0.65
chr2	11556017	11557000	-0.66
chr2	11651504	11651916	-0.59
chr2	11669584	11669999	0.91
chr2	11684561	11685479	-0.75
chr2	11711522	11711979	-0.52
chr2	12229018	12229410	0.58
chr2	12414026	12414939	-0.74
chr2	12759574	12759967	-0.55
chr2	12838016	12838489	-0.73
chr2	12839008	12839989	-0.85
chr2	13158524	13158973	0.71
chr2	13179018	13179495	0.77
chr2	13290005	13291493	-0.71
chr2	13433507	13433990	-0.59
chr2	14039043	14039499	-0.71
chr2	14127016	14127496	0.58
chr2	14132010	14132459	0.81
chr2	14464032	14464423	-0.62
chr2	14587016	14587492	0.74
chr2	14906526	14906991	-0.6
chr2	15168515	15168935	0.64
chr2	15707502	15707969	0.62
chr2	15734569	15734995	0.6
chr2	16068018	16069373	-0.78
chr2	16070029	16070986	-0.69
chr2	16092002	16092475	0.54
chr2	16096032	16096908	0.74
chr2	16818062	16818498	0.54
chr2	16958062	16958433	-0.72
chr2	17233093	17233497	0.67
chr2	18168003	18168397	0.79
chr2	18432557	18432999	0.66
chr2	18446152	18446263	-0.63
chr2	18468071	18468400	0.59
chr2	18625005	18625457	-0.68
chr2	19902552	19902897	0.51
chr2	20009036	20009475	0.58
chr2	20382533	20382999	0.89
chr2	20405012	20405987	-0.66
chr2	20919019	20919496	-0.56
chr2	20941019	20941500	0.53
chr2	21337599	21337988	0.53
chr2	21403019	21403492	0.75
chr2	22137504	22137999	0.67
chr2	22138560	22139979	0.76
chr2	22249107	22249497	-0.55
chr2	23108514	23108989	-0.52
chr2	23166534	23166933	0.76
chr2	23203597	23204483	0.8
chr2	23395002	23395492	0.62
chr2	23488048	23488403	-0.75
chr2	23521004	23521489	-0.54
chr2	24063501	24063998	0.55
chr2	24215755	24215991	-0.63
chr2	24297004	24297499	-0.62
chr2	24392514	24392988	-0.61
chr2	24396538	24396976	-0.51
chr2	24416002	24416477	-0.67
chr2	25252503	25252995	0.71
chr2	25264522	25264980	-0.51
chr2	25971549	25971988	-0.64
chr2	25973007	25973952	-0.69
chr2	26000514	26001443	-0.67
chr2	26036055	26036350	-0.6
chr2	26147050	26147478	-0.6
chr2	26246007	26247419	0.69
chr2	26418501	26418982	0.6
chr2	26424503	26425995	0.77
chr2	26426510	26426975	0.83
chr2	26428021	26428404	0.86
chr2	26430035	26430486	0.63
chr2	26530506	26530992	0.57
chr2	26631527	26631982	0.55
chr2	26845031	26845460	-0.66
chr2	27153501	27153953	0.72
chr2	27204507	27204967	-0.62
chr2	27300502	27302470	0.81
chr2	27573565	27573988	0.75
chr2	27588035	27588460	0.65
chr2	28066506	28066966	-0.58
chr2	28225506	28226994	0.62
chr2	28575018	28575485	0.78
chr2	28576021	28576476	0.7
chr2	28959512	28959994	0.64
chr2	29043061	29043991	-0.61
chr2	29229006	29229494	0.6
chr2	29275019	29275489	-0.74
chr2	29362518	29362964	-0.69
chr2	30140502	30140997	0.58
chr2	30168079	30168943	0.77
chr2	30219002	30219995	0.74
chr2	30271029	30271498	0.62
chr2	30297581	30297959	-0.81
chr2	30298503	30298986	-0.62
chr2	30642169	30642487	-0.71
chr2	31815111	31815499	0.88
chr2	32361521	32362486	-0.58
chr2	32685024	32685484	0.63
chr2	33027502	33027997	0.76
chr2	33111003	33111500	-0.69
chr2	33154004	33154410	-0.71
chr2	33325507	33325992	-0.57
chr2	33446509	33446989	0.73
chr2	33551024	33551500	-0.56
chr2	33582001	33582484	0.64
chr2	33634044	33634453	0.76
chr2	33644032	33644490	0.72
chr2	33783001	33783481	0.77
chr2	33920521	33920935	0.83
chr2	34079511	34080000	-0.72
chr2	34249014	34249478	-0.58
chr2	34350029	34351485	0.7
chr2	34436562	34436980	-0.64
chr2	34605514	34605952	0.74
chr2	35377024	35377452	-0.55
chr2	35384007	35384408	-0.74
chr2	35415058	35415442	-0.75
chr2	35501043	35501494	0.82
chr2	35532576	35533999	-0.73
chr2	35733508	35733999	0.57
chr2	36298509	36298988	-0.71
chr2	37080517	37080987	-0.55
chr2	37113138	37113415	0.8
chr2	37118008	37118493	-0.55
chr2	37222049	37222994	0.77
chr2	37378066	37378432	0.71
chr2	37440002	37440488	0.83
chr2	37741054	37741462	0.66
chr2	37830002	37830474	-0.56
chr2	37984564	37984966	0.56
chr2	37986081	37986492	0.71
chr2	38116518	38117377	0.68
chr2	38191533	38191999	0.6
chr2	38193035	38193481	0.61
chr2	38331138	38331426	-0.74
chr2	38572031	38572488	-0.57
chr2	38672010	38672915	0.73
chr2	38673508	38673977	-0.78
chr2	38749068	38749990	-0.73
chr2	38756505	38756948	-0.81
chr2	38759064	38759486	-0.6
chr2	38974035	38974836	0.81
chr2	39381544	39381970	0.6
chr2	39399113	39399499	-0.77
chr2	39580531	39580974	-0.51
chr2	41763511	41763979	-0.66
chr2	42197004	42197476	-0.51
chr2	42451033	42451907	0.64
chr2	42908005	42908500	0.67
chr2	43783001	43783409	-0.55
chr2	43903505	43903959	-0.61
chr2	44201071	44201499	0.81
chr2	44202526	44202986	0.7
chr2	44320505	44320999	-0.81
chr2	44831060	44831454	-0.66
chr2	45577509	45577978	-0.87
chr2	45589010	45589464	0.68
chr2	45590002	45590492	0.75
chr2	46063007	46063483	-0.72
chr2	47850074	47850491	-0.58
chr2	48107008	48107484	-0.62
chr2	48285016	48285486	0.82
chr2	48389019	48389998	0.6
chr2	48517545	48517949	-0.61
chr2	48650546	48651464	-0.72
chr2	48652023	48652498	-0.52
chr2	48660008	48660487	-0.58
chr2	49071525	49071974	-0.79
chr2	49075506	49075982	-0.7
chr2	49564647	49564970	-0.72
chr2	50018048	50018970	0.69
chr2	50082065	50082392	-0.85
chr2	50096607	50097428	-0.8
chr2	50102614	50102958	-0.74
chr2	50200501	50200884	-0.73
chr2	50227501	50227906	0.51
chr2	50410006	50410494	-0.65
chr2	50617003	50617994	0.7
chr2	50820530	50820931	-0.57
chr2	50978543	50978987	-0.75
chr2	51045538	51045964	0.73
chr2	51166001	51167497	0.7
chr2	51515556	51515984	-0.93
chr2	51551545	51551994	-0.79
chr2	51668046	51668491	-0.61
chr2	51938515	51938939	-0.58
chr2	52547516	52547797	0.8
chr2	52722521	52722996	-0.56
chr2	53135542	53135998	-0.75
chr2	53326006	53326474	0.6
chr2	53488501	53488796	0.79
chr2	55236566	55236968	-0.71
chr2	55425513	55425956	0.7
chr2	55433020	55433978	0.65
chr2	55989544	55990000	0.6
chr2	56080001	56080376	0.86
chr2	56467526	56467998	0.64
chr2	56945663	56945946	-0.53
chr2	57069010	57069987	0.58
chr2	57292034	57292424	-0.71
chr2	57469003	57469497	-0.63
chr2	57603516	57603989	-0.6
chr2	57702622	57703485	-0.67
chr2	57724541	57724930	-0.74
chr2	58380028	58380499	0.53
chr2	58656003	58656434	0.85
chr2	59146535	59146977	-0.51
chr2	59481002	59481406	-0.79
chr2	59494533	59494995	0.73
chr2	59834001	59834495	-0.74
chr2	59835005	59835978	-0.62
chr2	60043508	60043984	-0.84
chr2	60634009	60634969	-0.68
chr2	60656002	60656499	-0.63
chr2	60657003	60657473	-0.79
chr2	60689503	60689884	-0.5
chr2	60693517	60693983	0.64
chr2	60898622	60898989	-0.53
chr2	60930002	60930498	-0.54
chr2	60961522	60961807	-0.65
chr2	61474006	61474990	-0.66
chr2	61952026	61952500	0.56
chr2	62106572	62106877	-0.67
chr2	62130010	62130490	0.5
chr2	62883015	62883497	0.73
chr2	63048501	63049447	-0.76
chr2	63105043	63105968	-0.71
chr2	63389185	63389472	-0.71
chr2	63627520	63627982	-0.59
chr2	63641508	63641946	-0.68
chr2	63951501	63951999	-0.55
chr2	65542551	65542999	-0.54
chr2	65567035	65567500	0.68
chr2	65671504	65671989	-0.65
chr2	66230508	66231984	0.69
chr2	66278029	66278463	0.81
chr2	66363011	66363499	0.53
chr2	66705003	66705479	-0.56
chr2	66706046	66706496	-0.5
chr2	67008034	67008991	0.76
chr2	67854509	67854993	0.62
chr2	67938136	67938495	-0.69
chr2	67998535	67998996	0.58
chr2	68463016	68463428	0.81
chr2	68478004	68478952	-0.74
chr2	68763509	68763999	-0.62
chr2	68853005	68853462	-0.67
chr2	68925238	68926484	0.65
chr2	69044506	69044986	-0.57
chr2	69681551	69681994	-0.61
chr2	69750518	69751477	0.76
chr2	69808135	69808474	-0.66
chr2	69810008	69810418	-0.75
chr2	69933002	69933496	-0.56
chr2	70113065	70113447	-0.59
chr2	70127527	70127983	-0.5
chr2	70146512	70148319	-0.8
chr2	70152004	70152482	-0.71
chr2	70162016	70162487	-0.6
chr2	70185520	70185990	-0.67
chr2	70188513	70189434	0.62
chr2	70260095	70260991	-0.77
chr2	70445032	70445497	0.77
chr2	70902095	70902432	0.52
chr2	71179048	71179500	0.68
chr2	71180086	71180500	0.55
chr2	71816502	71816989	0.61
chr2	71826549	71827485	-0.55
chr2	71836044	71836992	-0.69
chr2	71871002	71871450	-0.64
chr2	71999506	71999923	0.7
chr2	72575548	72575975	0.58
chr2	72577006	72577427	0.79
chr2	73281660	73281984	-0.7
chr2	73527506	73527709	0.67
chr2	74346579	74347486	0.65
chr2	75050613	75050982	-0.55
chr2	75123009	75123490	-0.85
chr2	75480502	75481450	0.74
chr2	75488127	75488492	0.72
chr2	76068036	76068499	-0.6
chr2	76626165	76626442	0.81
chr2	76694635	76694997	-0.69
chr2	76695526	76695993	-0.64
chr2	76967137	76967499	-0.76
chr2	78187509	78187980	-0.65
chr2	78357539	78357911	-0.7
chr2	78525015	78525996	-0.52
chr2	78527011	78527484	-0.6
chr2	78532524	78532982	-0.61
chr2	78929013	78929447	-0.52
chr2	79078577	79079472	0.71
chr2	79235507	79235803	0.57
chr2	79416534	79417482	0.56
chr2	79636060	79636499	-0.76
chr2	79716524	79716999	-0.8
chr2	79994012	79994876	-0.66
chr2	80113521	80113999	-0.7
chr2	80244545	80245445	-0.71
chr2	81154528	81154954	-0.53
chr2	81158047	81158948	0.8
chr2	81165546	81165997	0.56
chr2	81166501	81166998	0.61
chr2	81175014	81175484	0.67
chr2	81380008	81380987	-0.72
chr2	81971550	81971999	0.76
chr2	81980003	81980419	0.5
chr2	83045589	83046493	0.75
chr2	83489515	83489996	0.69
chr2	83491039	83491476	0.78
chr2	84358549	84358996	-0.61
chr2	84627001	84627478	-0.52
chr2	84976050	84976457	0.65
chr2	84983009	84983905	-0.74
chr2	85150553	85151474	0.62
chr2	85187506	85188496	0.66
chr2	85303510	85303977	0.68
chr2	85522019	85522498	0.52
chr2	85637508	85637956	0.66
chr2	85805004	85805387	0.6
chr2	86083533	86083982	-0.52
chr2	86116010	86116793	-0.71
chr2	86804535	86807996	0.74
chr2	86849006	86849488	0.55
chr2	86884524	86886477	0.69
chr2	86941506	86942474	-0.65
chr2	86946507	86948496	-0.79
chr2	86970037	86970479	-0.83
chr2	87778002	87779423	-0.78
chr2	87820503	87820965	-0.51
chr2	87862519	87863481	-0.65
chr2	88036005	88036490	0.64
chr2	88204501	88204954	0.61
chr2	88942522	88942956	-0.63
chr2	89160001	89160495	0.62
chr2	89196037	89196482	0.57
chr2	90760504	90760997	-0.5
chr2	91690015	91690419	0.59
chr2	93498002	93498478	-0.51
chr2	93499516	93499989	-0.7
chr2	93653518	93653997	0.6
chr2	93752020	93752499	-0.52
chr2	93753016	93753488	-0.71
chr2	93945006	93945499	0.77
chr2	94282506	94283497	-0.6
chr2	94546520	94546993	0.61
chr2	94675514	94676418	-0.65
chr2	95464026	95464495	0.61
chr2	96373504	96373874	-0.58
chr2	96526519	96526935	0.53
chr2	96711529	96711997	0.57
chr2	97296514	97296942	-0.59
chr2	97381506	97381974	-0.6
chr2	98238502	98239500	-0.7
chr2	98555001	98555468	-0.71
chr2	98564551	98564977	-0.78
chr2	98762072	98762471	-0.52
chr2	99180029	99180499	-0.59
chr2	99202502	99203367	-0.64
chr2	99680506	99680993	-0.66
chr2	99875001	99875964	-0.68
chr2	100603593	100604877	0.69
chr2	100634030	100634488	0.61
chr2	100912002	100912474	0.52
chr2	101170510	101170955	0.65
chr2	101445507	101445999	0.74
chr2	101487638	101487999	-0.76
chr2	102045507	102045990	0.76
chr2	103293095	103293473	-0.62
chr2	103465057	103465473	0.7
chr2	103562002	103562400	0.69
chr2	103781501	103781963	0.75
chr2	104275120	104275436	-0.63
chr2	104770520	104772496	0.67
chr2	105113504	105113989	0.55
chr2	105299717	105299993	0.61
chr2	105674011	105674499	0.65
chr2	105679507	105679991	-0.57
chr2	105685007	105685478	-0.61
chr2	105807507	105807920	-0.74
chr2	105851642	105851999	-0.69
chr2	106199635	106199999	-0.7
chr2	106387175	106387934	-0.58
chr2	106715096	106715998	0.76
chr2	106839008	106839479	-0.7
chr2	106917021	106917499	-0.59
chr2	107127002	107127499	0.62
chr2	107155028	107155492	-0.53
chr2	107261502	107261997	-0.52
chr2	107986008	107986473	0.64
chr2	108528102	108528974	0.7
chr2	108697502	108697994	0.61
chr2	109311558	109311962	-0.69
chr2	109810516	109810984	-0.65
chr2	109813016	109813480	-0.56
chr2	110307570	110307956	-0.79
chr2	110308594	110308986	-0.83
chr2	110344007	110344437	0.65
chr2	110384001	110385469	-0.82
chr2	110391532	110392476	-0.7
chr2	110448502	110449461	0.76
chr2	110640504	110640993	-0.65
chr2	110650001	110650478	0.6
chr2	110931004	110931983	0.7
chr2	111229506	111229997	0.73
chr2	111233509	111234478	-0.72
chr2	111528002	111528477	-0.66
chr2	111575072	111575500	0.55
chr2	111687506	111687983	0.7
chr2	111806526	111806998	-0.67
chr2	112162002	112162490	0.53
chr2	112170005	112170963	0.7
chr2	112681513	112682965	-0.74
chr2	112697029	112697458	-0.54
chr2	112973508	112973991	0.56
chr2	113155003	113155500	0.54
chr2	113223075	113223452	-0.91
chr2	113312053	113312445	0.52
chr2	113539616	113539973	-0.85
chr2	113977507	113978972	-0.77
chr2	113982520	113982996	0.52
chr2	114396501	114397000	-0.68
chr2	114417065	114417496	-0.72
chr2	114743008	114743496	-0.78
chr2	114899562	114900491	-0.63
chr2	114901523	114902494	0.73
chr2	115076109	115076995	0.58
chr2	115077504	115078418	0.67
chr2	115222528	115222995	-0.65
chr2	116024031	116024500	0.74
chr2	116390512	116390969	0.68
chr2	116600006	116600469	-0.65
chr2	116604002	116604983	0.72
chr2	117324009	117324491	0.73
chr2	117325027	117325487	0.76
chr2	117423040	117423496	-0.7
chr2	117437562	117438000	-0.83
chr2	117536531	117536951	-0.55
chr2	117704001	117704464	-0.69
chr2	118653558	118654470	0.69
chr2	118655034	118656416	0.65
chr2	118667510	118667991	0.89
chr2	119917501	119917993	-0.56
chr2	120542518	120542836	0.76
chr2	120544501	120544957	0.65
chr2	120611014	120611494	-0.6
chr2	120680009	120680428	0.7
chr2	120686514	120686993	0.58
chr2	121615522	121615957	-0.84
chr2	121799678	121799999	0.61
chr2	122044567	122045493	0.53
chr2	122093516	122094000	-0.63
chr2	122283012	122283997	-0.63
chr2	122442506	122443490	0.63
chr2	122555007	122555984	0.55
chr2	122785522	122785962	-0.67
chr2	122967025	122967965	-0.59
chr2	123091035	123091494	0.56
chr2	123133011	123133446	-0.65
chr2	123171504	123172000	0.61
chr2	123198705	123198984	0.5
chr2	124004035	124004987	0.6
chr2	124183526	124183921	-0.66
chr2	124397502	124397992	0.53
chr2	124454001	124454499	-0.6
chr2	124455015	124455494	-0.87
chr2	124458069	124458468	-0.78
chr2	125611502	125611959	-0.66
chr2	125658516	125659495	-0.69
chr2	126210009	126210474	-0.52
chr2	126235005	126235494	0.79
chr2	126281526	126281925	-0.53
chr2	126589503	126590393	-0.65
chr2	126773523	126774493	0.56
chr2	126883005	126883497	0.64
chr2	126965008	126965401	0.55
chr2	126971003	126971995	0.63
chr2	127001001	127001493	-0.77
chr2	127058575	127059996	0.76
chr2	127117010	127117992	0.68
chr2	127607008	127607997	0.58
chr2	127767020	127767377	0.74
chr2	128051509	128051978	-0.62
chr2	128052521	128052981	-0.76
chr2	128972506	128972987	-0.62
chr2	129619017	129619987	0.57
chr2	129650001	129650494	-0.56
chr2	129754521	129754952	0.66
chr2	129934501	129935499	0.66
chr2	129946035	129946997	-0.64
chr2	130082513	130082998	0.63
chr2	130868514	130869461	0.66
chr2	130897001	130897471	-0.72
chr2	130945511	130945995	0.56
chr2	131298611	131298988	-0.53
chr2	131940083	131940437	-0.79
chr2	132000518	132000999	0.59
chr2	132087568	132088992	0.56
chr2	132184006	132184452	0.68
chr2	132213019	132213495	-0.64
chr2	132225525	132226491	-0.67
chr2	132231506	132231983	0.57
chr2	132334030	132334962	-0.73
chr2	132445002	132446499	0.67
chr2	132542003	132542493	-0.71
chr2	132925014	132925996	0.61
chr2	133077094	133077486	-0.73
chr2	133491015	133491472	0.56
chr2	133521004	133521495	-0.59
chr2	133662502	133663495	-0.73
chr2	133842505	133843492	-0.59
chr2	133909022	133909470	-0.73
chr2	134103032	134104477	-0.67
chr2	134211014	134211499	-0.73
chr2	134524042	134525500	0.66
chr2	135557002	135557970	0.7
chr2	136424031	136424500	0.68
chr2	137883504	137883990	0.56
chr2	138391169	138391499	-0.7
chr2	138398006	138398498	0.51
chr2	138399009	138399500	0.63
chr2	138400007	138400383	0.51
chr2	138447043	138447498	0.65
chr2	138487014	138487465	0.72
chr2	138547508	138547999	0.63
chr2	138548530	138548956	0.51
chr2	139519514	139519990	-0.73
chr2	139520502	139520945	-0.76
chr2	139717019	139717999	0.81
chr2	139724515	139725999	0.68
chr2	140448023	140448468	-0.82
chr2	140488353	140488952	0.68
chr2	140845183	140845998	0.72
chr2	141231503	141233486	-0.77
chr2	141337017	141337411	0.8
chr2	141607508	141607963	-0.6
chr2	141645513	141645981	0.57
chr2	141723017	141723499	0.63
chr2	141807033	141807430	0.63
chr2	141864051	141864499	0.52
chr2	141982582	141983981	-0.64
chr2	142075056	142075425	-0.73
chr2	142272219	142272949	0.6
chr2	142392525	142392978	-0.51
chr2	142411019	142412482	-0.7
chr2	142628552	142628995	0.68
chr2	142691054	142691999	-0.68
chr2	143410714	143410986	-0.72
chr2	143411502	143411967	-0.56
chr2	143853523	143854305	-0.6
chr2	144029543	144029991	-0.51
chr2	144296514	144296991	-0.7
chr2	144884504	144884949	-0.79
chr2	145003569	145003968	-0.85
chr2	145376509	145376999	0.61
chr2	145562518	145562995	-0.61
chr2	145951009	145951485	-0.79
chr2	145976020	145976491	0.7
chr2	146006013	146006323	-0.51
chr2	146018015	146018994	-0.65
chr2	146127506	146127964	-0.66
chr2	146139502	146139989	-0.56
chr2	146317077	146317395	0.6
chr2	146500020	146500362	0.62
chr2	146553064	146553460	0.81
chr2	146821001	146821490	-0.62
chr2	146822002	146822488	-0.58
chr2	146858011	146858494	0.68
chr2	147093542	147093999	0.56
chr2	147109504	147109959	-0.59
chr2	147117628	147118460	-0.67
chr2	147152519	147152994	0.52
chr2	147153505	147153980	0.51
chr2	147195026	147195385	-0.55
chr2	147206011	147206500	0.7
chr2	147399501	147400499	-0.57
chr2	147433532	147433997	-0.67
chr2	147579512	147579989	-0.56
chr2	147929502	147929998	0.61
chr2	148020522	148021451	0.73
chr2	148026003	148026994	-0.67
chr2	148143004	148143500	-0.68
chr2	148153006	148153485	-0.85
chr2	148253544	148254000	-0.71
chr2	148327002	148327423	0.71
chr2	148563509	148564496	-0.79
chr2	149437006	149437464	-0.75
chr2	149496695	149496970	0.72
chr2	149594027	149594450	0.59
chr2	150218523	150218979	0.69
chr2	150288509	150289994	0.61
chr2	150349079	150350484	-0.64
chr2	150351012	150351908	0.74
chr2	150376234	150376488	0.64
chr2	150641547	150641989	0.74
chr2	150880012	150880492	-0.7
chr2	150916081	150916406	-0.94
chr2	150925577	150926492	-0.69
chr2	151607508	151607961	-0.66
chr2	151961003	151961431	0.54
chr2	152655507	152655995	0.86
chr2	152843051	152843431	0.85
chr2	153602048	153603485	0.74
chr2	154774007	154774500	-0.51
chr2	154858002	154858478	0.56
chr2	156333009	156333288	-0.72
chr2	156365015	156365495	0.73
chr2	156517009	156517478	0.71
chr2	156534536	156534974	0.67
chr2	156608001	156608460	-0.75
chr2	156610024	156610442	-0.54
chr2	156702571	156702977	-0.66
chr2	156748008	156748493	0.71
chr2	156757017	156757409	0.72
chr2	156915024	156915460	-0.69
chr2	157230009	157230495	0.76
chr2	157268506	157269980	0.65
chr2	157271039	157271496	0.72
chr2	157667016	157667500	0.66
chr2	157668014	157668442	0.58
chr2	157752502	157752966	-0.72
chr2	158488013	158488499	0.74
chr2	159481533	159481935	-0.57
chr2	160572037	160572951	0.64
chr2	160678607	160679487	-0.52
chr2	160696020	160696495	0.69
chr2	160729515	160730465	-0.67
chr2	161362069	161362483	-0.71
chr2	161485600	161486452	-0.84
chr2	161487062	161487466	-0.91
chr2	161548528	161548989	-0.84
chr2	161574519	161574926	0.56
chr2	161583572	161583967	-0.58
chr2	161622011	161622486	-0.66
chr2	161712531	161712854	0.54
chr2	161857020	161857495	-0.81
chr2	161992093	161992453	0.56
chr2	162059005	162059960	-0.71
chr2	162112531	162112999	-0.51
chr2	162142505	162143494	-0.69
