chr_name	start	end	log2FoldChange	padj	MSTRG_transcript_id	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr10	143231316	143239309	2.42410736856987	0.0457507529602409	Zm00001d026303_T002	MSTRG.12942	Zm00001d026303	GRMZM2G126858	Putative leucine-rich repeat receptor-like protein kinase family protein  	 [source: RefGen_v3] 
chr4	234504377	234514028	2.42567653140647	0.0135448393652199	Zm00001d053565_T003	MSTRG.33730	Zm00001d053565	GRMZM2G069631	Serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B beta isoform	[source:homolog]
chr4	37707197	37711526	2.4280190418142205	0.0224637304345057	Zm00001d049617_T003	MSTRG.28761	Zm00001d049617	GRMZM2G131329	Galactosyltransferase family protein  	 [source: RefGen_v3] 
chr5	219609024	219613164	2.42984980107141	0.00440909186889962	Zm00001d018382_T033	MSTRG.41863	Zm00001d018382	GRMZM2G179662	 vps2;vacuolar protein sorting2:	 [source: characterized gene (MaizeGDB_09082017)]
chr3	53996519	53997786	2.4338567802952595	0.0219158738318428	Zm00001d040613_T001	MSTRG.22566	Zm00001d040613	GRMZM2G103771	Stress-inducible membrane pore protein  	 [source: RefGen_v3] 
chr8	174179899	174201292	2.43590863120801	0.0138035633870199	MSTRG.57416.2	MSTRG.57416	Zm00001d012420	GRMZM2G310431	Heat shock 70 kDa protein  	 [source: RefGen_v3] 
chr9	149392146	149475070	2.43705298806822	0.0314664742482574	MSTRG.60871.2	MSTRG.60871	Zm00001d048074	GRMZM2G024571	Protein OBERON 4	[source:homolog]
chr6	52783870	52789328	2.43779928595094	0.0377404170760297	Zm00001d035818_T003	MSTRG.42342	Zm00001d035818	GRMZM2G145360	Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain	[source:homolog]
chr5	172814295	172819694	2.4415052921594302	0.0488635576134591	Zm00001d016694_T005	MSTRG.39082	Zm00001d016694	GRMZM2G038536	Poly [ADP-ribose] polymerase 3	[source:homolog]
chr2	29452978	29541489	2.4418985327878	0.0390366180605999	MSTRG.14689.3	MSTRG.14689	Zm00001d003016	GRMZM2G441347	 pal2;phenylalanine ammonia lyase2:	 [source: characterized gene (MaizeGDB_09082017)]
chr4	37573643	37577236	2.44221800672719	0.021290897970718002	Zm00001d049610_T002	MSTRG.28753	Zm00001d049610	GRMZM2G169593	Tryptophan synthase beta chain 1  	 [source: RefGen_v3] 
chr6	166378953	166445865	2.4487468256395	0.000714225108158985	MSTRG.45976.3	MSTRG.45976	Zm00001d038885	GRMZM2G174906	Programmed cell death protein 5  	 [source: RefGen_v3] 
chr2	60529975	60533150	2.4494943996252503	0.0178335378364644	Zm00001d003812_T006	MSTRG.15696	Zm00001d003812	GRMZM2G412524	Serine/threonine-protein kinase KIPK	[source:homolog]
chr2	174589452	174595062	2.45074076800611	0.0012833183499830901	Zm00001d005451_T024	MSTRG.18042	Zm00001d005451	GRMZM2G028353	Cellulose synthase A catalytic subunit 5 [UDP-forming]	[source:homolog]
chr7	161994020	161999113	2.4513489921445597	0.0192580435663054	Zm00001d021741_T085	MSTRG.50314	Zm00001d021741	GRMZM2G153162	Eukaryotic translation initiation factor 4G	[source:homolog]
chr5	68361038	68366633	2.4552209339217903	0.015620412728936002	Zm00001d014920_T011	MSTRG.36842	Zm00001d014920	GRMZM2G374574	Putative hect E3 ubiquitin ligase  	 [source: RefGen_v3] 
chr4	183208346	183209323	2.4583882548298703	1.05636553467088e-08	Zm00001d052206_T001	MSTRG.32114	Zm00001d052206	GRMZM2G149422	Protein EXORDIUM	[source:homolog]
chr4	146706842	146709780	2.4596722795195203	0.00223323698652564	MSTRG.30827.14	MSTRG.30827	Zm00001d051163	GRMZM2G081582	 pal5;phenylalanine ammonia lyase5:	 [source: characterized gene (MaizeGDB_09082017)]
chr1	263728598	263887652	2.46297367736341	0.0141155725891103	MSTRG.7422.1	MSTRG.7422	Zm00001d033480	GRMZM2G165747	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase  	 [source: RefGen_v3] 
chr1	303573705	303575724	2.46403392446965	0.0282707237275294	MSTRG.8937.4	MSTRG.8937	Zm00001d034839	GRMZM2G134054	Purple acid phosphatase 15	[source:homolog]
chr4	78444246	78447989	2.46553969986569	0.0008782538575928231	Zm00001d050283_T003	MSTRG.29658	Zm00001d050283	GRMZM2G080178	Sulfate transporter 1.2	[source:homolog]
chr7	56698453	56702302	2.46659416397366	0.0270637255548215	Zm00001d019756_T005	MSTRG.47825	Zm00001d019756	GRMZM2G446515	Beta-amylase  	 [source: RefGen_v3] 
chr1	84229017	84232355	2.46691527834575	0.0327898165215774	Zm00001d029726_T008	MSTRG.3010	Zm00001d029726	GRMZM2G162251		
chr10	35174831	35179918	2.46774737153062	5.64349450754624e-09	Zm00001d023994_T002	MSTRG.10043	Zm00001d023994	GRMZM2G016890	Beta-glucosidase%2C chloroplastic  	 [source: RefGen_v3] 
chr5	84631254	84634152	2.47154817517749	0.00493795593339689	Zm00001d015327_T002	MSTRG.37307	Zm00001d015327	GRMZM2G409726	 ubi1;ubiquitin1: genomic sequence	 7 contiguous direct ubiquitin repeats; transcript specific probe; promoter active in monocots
chr2	45846657	46026700	2.47349590107595	0.00013904500279087	MSTRG.15308.1	MSTRG.15308	Zm00001d003493	GRMZM2G145758	 rpl32;ribosomal protein L32 homolog32: partial cDNA sequence homologous to ribosomal protein L32	 [source: characterized gene (MaizeGDB_09082017)]
chr3	159141199	159142821	2.4906761489244302	0.010459776973816	MSTRG.24574.4	MSTRG.24574	Zm00001d042288	AC203535.4_FG002	NAC domain-containing protein 68  	 [source: RefGen_v3] 
chr3	158680590	158683235	2.49333580174646	6.871356655928671e-05	Zm00001d042281_T001	MSTRG.24592	Zm00001d042281	GRMZM2G448834	Secondary cell wall-related glycosyltransferase family 47  	 [source: RefGen_v3] 
chr3	164361894	164369524	2.49410537200959	0.005523112537911321	Zm00001d042394_T004	MSTRG.24721	Zm00001d042394	GRMZM2G401050	BLISTER	[source:homolog]
chr7	152926459	152935542	2.49713918131193	0.0254633233689785	Zm00001d021467_T006	MSTRG.49928	Zm00001d021467	GRMZM2G103896		
chr8	109467020	109469625	2.49855449818408	0.003927749395177279	Zm00001d010321_T036	MSTRG.53935	Zm00001d010321	GRMZM2G097457	 pdk2;pyruvate	 orthophosphate dikinase2: cytosolic
chr4	151994383	152000497	2.5028352021224998	0.015318298089303002	Zm00001d051291_T005	MSTRG.30966	Zm00001d051291	GRMZM2G101635	Putative cyclin-T1 family protein  	 [source: RefGen_v3] 
chr5	201638206	201748614	2.5053451538787996	0.00130968364548033	MSTRG.40141.1	MSTRG.40141	Zm00001d017614	GRMZM2G160565	Agamous-like MADS-box protein AGL6	[source:homolog]
chr3	31401124	31416382	2.50979313707739	0.0121231407221349	MSTRG.22032.1	MSTRG.22032	Zm00001d040189	GRMZM2G062650	 nrp1;no-apical-meristem-related protein1: nactf128 locus designated and assigned to a transcription factor family by the GRASSIUS project (Yilmaz et al 2009) 	 which also provided the mappings to the B73_Reference Genome sequence v2 gene models.
chr4	179070612	179072822	2.51015697295527	0.0433397662860633	MSTRG.31939.5	MSTRG.31939	Zm00001d052087	GRMZM2G018398	Ethylene-responsive transcription factor RAP2-2	[source:homolog]
chr1	201947020	201953174	2.5162637155806498	0.0021197476112617803	MSTRG.5434.3	MSTRG.5434	Zm00001d031790	GRMZM2G478417	ABSCISIC ACID-INSENSITIVE 5-like protein 5	[source:homolog]
chr2	217457528	217461122	2.5184018328666298	0.0483620335637362	Zm00001d006828_T002	MSTRG.19710	Zm00001d006828	GRMZM2G043489	Protein LONGIFOLIA 2	[source:homolog]
chr9	25164151	25261436	2.53122864231547	0.000335267664578309	MSTRG.57307.2	MSTRG.57307	Zm00001d045519	GRMZM5G825515	Oligopeptide transporter 7	[source:homolog]
chr3	149691658	149700283	2.53582685787189	0.0397263041836955	Zm00001d042074_T009	MSTRG.24292	Zm00001d042074	GRMZM2G125642	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain	[source:homolog]
chr1	13905285	13906541	2.5408574319342203	0.0466690245740287	Zm00001d027803_T010	MSTRG.591	Zm00001d027803	GRMZM2G417455	Beta-galactosidase  	 [source: RefGen_v3] 
chr1	300778735	300781652	2.5410228151647902	0.000213622003283817	MSTRG.8803.6	MSTRG.8803	Zm00001d034723	GRMZM2G340257	Mannan endo-14-beta-mannosidase 7	[source:homolog]
chr1	290215992	290471905	2.55219263296193	1.66618017442437e-05	MSTRG.8386.1	MSTRG.8386	Zm00001d034356	GRMZM2G308687	 gst5;glutathione transferase5: cDNA	 safener-induced; high activity with fluorodifen herbicide
chr7	156223045	156229017	2.55220105812688	0.0005338739029155969	MSTRG.50111.24	MSTRG.50111	Zm00001d021566	GRMZM2G163138	receptor like protein 4	[source:homolog]
chr4	78444122	78447987	2.55394627660948	4.57216344949466e-06	Zm00001d050283_T002	MSTRG.29658	Zm00001d050283	GRMZM2G080178	Sulfate transporter 1.2	[source:homolog]
chr8	19448415	19456400	2.5550263169027	0.0272895917909586	Zm00001d008763_T003	MSTRG.51396	Zm00001d008763	GRMZM2G365983	Enhancer of polycomb-like transcription factor protein	[source:homolog]
chr5	78672178	78676965	2.5570887095342703	0.0108750631431338	Zm00001d015183_T003	MSTRG.37110	Zm00001d015183	GRMZM2G139689	L-aspartate oxidase chloroplastic	[source:homolog]
chr7	165315434	165319355	2.5597557617105497	0.00565717405640425	Zm00001d021879_T001	MSTRG.50504	Zm00001d021879	GRMZM2G092669	NEP-interacting protein 1	[source:homolog]
chr1	52499918	52509398	2.56060287260085	0.0462298373735618	MSTRG.1751.12	MSTRG.1751	Zm00001d028946	GRMZM2G138814	SNF1-related protein kinase regulatory subunit beta-1	[source:homolog]
chr5	818339	929850	2.5625841350402205	0.0204388161169129	MSTRG.36004.1	MSTRG.36004	Zm00001d012823	GRMZM2G384339	Heat stress transcription factor A-1a	[source:homolog]
chr9	159667998	159691028	2.5708373817231296	0.022351049237775002	MSTRG.61119.12	MSTRG.61119	Zm00001d048577	GRMZM2G105192	Transmembrane amino acid transporter family protein	[source:homolog]
chr3	218236791	218238531	2.5781080961084903	0.0024731405852322	MSTRG.26757.7	MSTRG.26757	Zm00001d044060	GRMZM2G064473	Plastidic ATP/ADP-transporter  	 [source: RefGen_v3] 
chr6	164153600	164212069	2.58008575368792	1.43933798775355e-06	MSTRG.45726.1	MSTRG.45726	Zm00001d038776	GRMZM2G005036	Probable mitochondrial-processing peptidase subunit alpha-2 chloroplastic/mitochondrial	[source:homolog]
chr7	156488961	156493841	2.58889040518215	0.0314664742482574	Zm00001d021574_T001	MSTRG.50119	Zm00001d021574	GRMZM2G025242	Protein LAZ1	[source:homolog]
chr7	5353750	5358840	2.59087571014069	0.00460544569853641	MSTRG.46602.6	MSTRG.46602	Zm00001d018794	GRMZM2G011858	Ferredoxin--NADP reductase  	 [source: RefGen_v3] 
chr1	57486009	57488145	2.59477151236255	1.6862013713757098e-05	Zm00001d029091_T011	MSTRG.2077	Zm00001d029091	GRMZM2G318780	 sus2;sucrose synthase2: Encodes sucrose synthase-2 (SUS2)	 one of 3 loci defined for this function; compare sh1 and sus1.
chr8	146354006	146359966	2.59623433612101	0.0194396995166497	Zm00001d011309_T019	MSTRG.55075	Zm00001d011309	GRMZM2G425377	Transcriptional corepressor LEUNIG	[source:homolog]
chr5	116626628	116649870	2.60282968130374	0.00386710583617372	Zm00001d015754_T050	MSTRG.37922	Zm00001d015754	GRMZM2G056661	Nuclear pore complex protein NUP205	[source:homolog]
chr5	55120384	55123260	2.61856190784883	0.0189856157631066	MSTRG.35879.3	MSTRG.35879	Zm00001d014608	GRMZM2G080183	Peroxidase 16	[source:homolog]
chr2	205189667	205195527	2.61903057262432	0.007939001600873291	MSTRG.19110.7	MSTRG.19110	Zm00001d006345	GRMZM2G063868	Probable protein S-acyltransferase 12	[source:homolog]
chr10	146241828	146245588	2.6328322147839303	1.2995492212265e-08	Zm00001d026458_T005	MSTRG.13108	Zm00001d026458	GRMZM2G073465	Cysteine protease 1  	 [source: RefGen_v3] 
chr5	8617059	8629321	2.63923509536192	4.11205402260909e-06	MSTRG.34354.10	MSTRG.34354	Zm00001d013319	GRMZM2G110735	Endoglucanase 25	[source:homolog]
chr1	191766320	191771800	2.6417456157193397	7.484914331437899e-07	Zm00001d031487_T002	MSTRG.5074	Zm00001d031487	GRMZM2G169270	 sbp16;SBP-transcription factor16: NCBI: squamosa promoter-binding-like protein 15 Locus designated and assigned to a transcription factor family by the GRASSIUS project (Yilmaz et al 2009) 	 which also provided the mappings to the B73_Reference Genome sequence v2 gene models.
chr2	174707685	174828270	2.64257407143384	0.0383749939071935	MSTRG.18050.2	MSTRG.18050	Zm00001d005454	GRMZM2G173809		
chr2	61984604	62085637	2.64579555272686	0.0295306991372364	MSTRG.15731.6	MSTRG.15731	Zm00001d003847	GRMZM2G149567	Chaperone protein ClpD chloroplastic	[source:homolog]
chr4	161593833	161597695	2.6555160361216203	0.00222952407468087	MSTRG.31276.1	MSTRG.31276	Zm00001d051529	GRMZM2G054013	Putative AMP-dependent synthetase and ligase superfamily protein  	 [source: RefGen_v3] 
chr6	134065028	134066401	2.65769754536269	0.0132082798231753	MSTRG.44495.5	MSTRG.44495	Zm00001d037689	GRMZM2G051806	 hex7;hexokinase7:	 [source: characterized gene (MaizeGDB_09082017)]
chr1	155959620	155963214	2.66239035761051	0.00029312200948070896	Zm00001d030725_T007	MSTRG.4082	Zm00001d030725	GRMZM2G056039	Heat shock protein 70  	 [source: RefGen_v3] 
chr5	18475453	18540385	2.66780204113387	0.00396568769067442	MSTRG.34639.1	MSTRG.34639	Zm00001d013720	GRMZM2G446454	cytochrome P450 family 87 subfamily A polypeptide 2	[source:homolog]
chr10	99534113	99543504	2.6734963034229504	0.00468726430296711	Zm00001d025010_T041	MSTRG.11357	Zm00001d025010	GRMZM2G143725	Protein transport protein Sec24-like 	[source:homolog]
chr1	172714279	172719561	2.68031385903733	0.0116050840960312	Zm00001d030998_T020	MSTRG.4483	Zm00001d030998	GRMZM2G052619	Protein ROOT HAIR DEFECTIVE 3 homolog 2	[source:homolog]
chr1	57485976	57486820	2.68395523294961	0.00047582395378428495	Zm00001d029091_T001	MSTRG.2077	Zm00001d029091	GRMZM2G318780	 sus2;sucrose synthase2: Encodes sucrose synthase-2 (SUS2)	 one of 3 loci defined for this function; compare sh1 and sus1.
chr2	25171106	25185813	2.6897780890450402	0.0373439093054783	MSTRG.14628.6	MSTRG.14628	Zm00001d002873	GRMZM2G157207	UPF0426 protein  chloroplastic	[source:homolog]
chr10	689279	699501	2.6905998985529	0.029220976197901	Zm00001d023218_T039	MSTRG.9099	Zm00001d023218	GRMZM2G057576	Putative clathrin heavy chain family protein  	 [source: RefGen_v3] 
chr8	19357322	19359715	2.6915633824770295	0.0142719448463408	Zm00001d008762_T008	MSTRG.51393	Zm00001d008762	GRMZM2G127312	Ribosome biogenesis regulatory protein homolog	[source:homolog]
chr4	78446552	78448002	2.6921692198985805	0.00149057524293359	MSTRG.29658.10	MSTRG.29658	Zm00001d050283	GRMZM2G080178	Sulfate transporter 1.2	[source:homolog]
chr2	14724861	14725891	2.6939795598115803	0.0033062127329649697	Zm00001d002523_T001	MSTRG.13956	Zm00001d002523	GRMZM2G163067	OSJNBa0013K16.15 protein;  protein	[source:homolog]
chr2	2345002	2348541	2.7000653481094803	0.0012840763771574401	Zm00001d001883_T006	MSTRG.13698	Zm00001d001883	GRMZM2G078033		
chr3	7479692	7482983	2.70009941755108	2.9556946292261703e-07	MSTRG.21340.14	MSTRG.21340	Zm00001d039535	GRMZM2G314898	HXXXD-type acyl-transferase family protein	[source:homolog]
chr3	5918385	5923604	2.70411096925102	0.000911390501597875	MSTRG.21160.7	MSTRG.21160	Zm00001d039497	GRMZM2G499197	Chaperone protein ClpC1 chloroplastic	[source:homolog]
chr1	208507237	208517208	2.70664231902161	0.000186050260075941	Zm00001d031981_T004	MSTRG.5659	Zm00001d031981	GRMZM2G025488	evolutionarily conserved C-terminal region 5	[source:homolog]
chr4	161345010	161348962	2.70714629867391	0.0102407517193324	MSTRG.31252.5	MSTRG.31252	Zm00001d051525	GRMZM2G112456	Oligopeptide transporter 4	[source:homolog]
chr5	187570387	187661305	2.70729414613333	0.00868662864905697	MSTRG.39620.11	MSTRG.39620	Zm00001d017166	GRMZM2G314656	LETM1-like protein	[source:homolog]
chr8	136856323	136861255	2.7082160592571096	0.0158612787925163	MSTRG.54714.2	MSTRG.54714	Zm00001d011013	GRMZM2G056014	Calcium pump1  	 [source: RefGen_v3] 
chr7	27315661	27319029	2.7102319930468197	0.0377798639854971	Zm00001d019314_T005	MSTRG.47199	Zm00001d019314	GRMZM2G144618	mRNA-decapping enzyme-like protein	[source:homolog]
chr1	203118579	203125808	2.72499217161913	0.0312114943181904	Zm00001d031832_T008	MSTRG.5481	Zm00001d031832	GRMZM2G136443	Ubiquitin carboxyl-terminal hydrolase 17	[source:homolog]
chr1	246056038	246218900	2.72648710943723	0.0187088531212241	MSTRG.6863.1	MSTRG.6863	Zm00001d032994	GRMZM2G115772	Probable mannan synthase 7	[source:homolog]
chr10	139181033	139272680	2.7275578632817594	0.00377101982775636	MSTRG.12798.42	MSTRG.12798	Zm00001d026127	GRMZM2G084491	Patched family protein	[source:homolog]
chr2	4941979	4945247	2.7293894981976496	0.0457996322276705	MSTRG.13389.10	MSTRG.13389	Zm00001d002046	GRMZM2G443903	Alpha-N-acetylglucosaminidase	[source:homolog]
chr7	19753352	19754324	2.73374085501039	3.52749331493867e-05	MSTRG.46994.7	MSTRG.46994	Zm00001d019163	GRMZM2G340656	Stachyose synthase  	 [source: RefGen_v3] 
chr1	298580972	298582430	2.73641092882467	0.0046562310383139105	Zm00001d034635_T001	MSTRG.8717	Zm00001d034635	GRMZM2G155329	 chi1;chalcone flavanone isomerase1: genomic sequence	 gene-specific probe
chr10	1565442	1588726	2.7374136803316005	0.00475448291313555	Zm00001d023262_T022	MSTRG.9166	Zm00001d023262	GRMZM5G886363	 brk3;brick3: Involved in formation of epidermal cell lobes as well as for properly polarized divisions of stomatal subsidiary mother cells.	 [source: characterized gene (MaizeGDB_09082017)]
chr3	209228488	209230535	2.7397944405111097	0.00807315388188051	MSTRG.26410.15	MSTRG.26410	Zm00001d043762	GRMZM5G833207	ABC transporter B family member 9	[source:homolog]
chr5	204556547	204561819	2.74241046346448	0.00627044272605332	Zm00001d017700_T024	MSTRG.40252	Zm00001d017700	GRMZM2G060919	Lysine-specific demethylase REF6	[source:homolog]
chr2	239500423	239503483	2.7424614001070498	0.0214260161046594	MSTRG.20732.13	MSTRG.20732	Zm00001d007783	GRMZM2G147819	P-loop containing nucleoside triphosphate hydrolases superfamily protein	[source:homolog]
chr10	83281590	83288998	2.74490036062136	0.0149136254844199	MSTRG.10935.3	MSTRG.10935	Zm00001d024675	GRMZM2G003897	RNA-binding (RRM/RBD/RNP motifs) family protein	[source:homolog]
chr1	229722435	229725633	2.74861962008696	0.036550177861259005	MSTRG.6161.6	MSTRG.6161	Zm00001d032530	GRMZM5G868683	F-box/LRR-repeat protein 	[source:homolog]
chr8	122406533	122408779	2.74954149688731	0.0144254161211358	Zm00001d010631_T004	MSTRG.54336	Zm00001d010631	GRMZM2G142640	60S ribosomal protein L24%3B 60S ribosomal protein L24 isoform 1%3B 60S ribosomal protein L24 isoform 2%3B 60S ribosomal protein L24 isoform 3  	 [source: RefGen_v3] 
chr2	1811318	1816171	2.7630031008848195	0.000534378713226029	Zm00001d001848_T018	MSTRG.13666	Zm00001d001848	GRMZM2G084819	Zinc finger C3HC4 type (RING finger) family protein	[source:homolog]
chr4	159425350	159426505	2.77191763283427	0.000485654563808921	Zm00001d051459_T001	MSTRG.31187	Zm00001d051459	GRMZM2G044627	Oil body-associated protein 1B	[source:homolog]
chr1	27280076	27284261	2.7720668444277696	0.0054641777681744	Zm00001d028227_T006	MSTRG.1074	Zm00001d028227	GRMZM2G163129	Probable glucan 13-alpha-glucosidase	[source:homolog]
chr5	211162812	211171702	2.7787509518092697	0.0473527165946611	MSTRG.40581.15	MSTRG.40581	Zm00001d017977	GRMZM2G151223	 hk1;histidine kinase1: cytokinin receptor; cytokinin responsive histidine protein kinase	 [source: characterized gene (MaizeGDB_09082017)]
chr5	2173588	2178312	2.7838119862724797	0.00269769865256539	Zm00001d012931_T003	MSTRG.36126	Zm00001d012931	GRMZM2G121826	Protein kinase protein with tetratricopeptide repeat domain	[source:homolog]
chr10	28417922	28423182	2.78650505118245	0.00502273300944254	MSTRG.9939.1	MSTRG.9939	Zm00001d023923	AC203972.3_FG001	Disease resistance protein RPM1	[source:homolog]
chr3	216531011	216536924	2.7872226684918	0.018532663413531002	Zm00001d044015_T001	MSTRG.26699	Zm00001d044015	GRMZM2G122228	 prh8;protein phosphatase homolog8:	 [source: characterized gene (MaizeGDB_09082017)]
chr1	102717448	102721734	2.7892335487743902	0.0306867639888584	Zm00001d030061_T029	MSTRG.3283	Zm00001d030061	GRMZM5G862565	RING/FYVE/PHD zinc finger superfamily protein	[source:homolog]
chr4	191046733	191056967	2.79085903311256	0.0370933743919711	Zm00001d052485_T015	MSTRG.32538	Zm00001d052485	GRMZM2G059381	AMP-binding protein  	 [source: RefGen_v3] 
chr2	243855178	243861544	2.7919211413235896	0.0141739491468982	MSTRG.20889.4	MSTRG.20889	Zm00001d007947	GRMZM2G048494	Protein LEO1 homolog	[source:homolog]
chr9	132498721	132525382	2.79501093936953	0.022852585144883	Zm00001d047494_T060	MSTRG.60162	Zm00001d047494	GRMZM2G379964	AAA-type ATPase family protein	[source:homolog]
chr8	136177146	136185168	2.79671664344888	0.0027740841584042897	MSTRG.54738.32	MSTRG.54738	Zm00001d010987	GRMZM2G700665	 rap2;rap2.7 orthologue: negative regulator of flowering time; vgt1 acts as an enhancer (Salvi et al. 2007)	 [source: characterized gene (MaizeGDB_09082017)]
chr1	197545631	197549026	2.7977007044188498	2.3071770358944802e-08	Zm00001d031655_T002	MSTRG.5347	Zm00001d031655	GRMZM2G054252	 nactf48;NAC-transcription factor 48: Locus designated and assigned to a transcription factor family by the GRASSIUS project (Yilmaz et al 2009) 	 which also provided the mappings to the B73_Reference Genome sequence v2 gene models.
chr5	18304788	18308806	2.79798179033877	0.00758118494581162	Zm00001d013716_T004	MSTRG.34633	Zm00001d013716	GRMZM2G110423	Probable E3 ubiquitin-protein ligase ARI2	[source:homolog]
chr7	137232928	137243079	2.79876216909378	0.019633070738343996	Zm00001d020938_T002	MSTRG.49367	Zm00001d020938	GRMZM2G006578	bZIP transcription factor family protein	[source:homolog]
chr8	66143320	66146867	2.8064601273976804	0.00721900829509122	Zm00001d009473_T001	MSTRG.52301	Zm00001d009473	GRMZM2G456487	Putative WAK receptor-like protein kinase family protein  	 [source: RefGen_v3] 
chr1	102355668	102363384	2.8105295550213	0.000852052979076988	MSTRG.3281.1	MSTRG.3281	Zm00001d030053	GRMZM2G072117	AT-hook motif nuclear-localized protein 13	[source:homolog]
chr5	24847549	24853799	2.81104179182554	0.0269083636786136	Zm00001d013920_T010	MSTRG.34956	Zm00001d013920	GRMZM2G050309	Phosphatidylinositol 4-phosphate 5-kinase 9	[source:homolog]
chr5	207635941	207658297	2.8131059818783504	0.0156761242989026	MSTRG.40360.8	MSTRG.40360	Zm00001d017818	GRMZM2G475349	Protease Do-like 7	[source:homolog]
chr6	160121050	160132579	2.81740456646752	7.6043771761838305e-06	Zm00001d038570_T014	MSTRG.45485	Zm00001d038570	GRMZM2G041697	global transcription factor group B1	[source:homolog]
chr1	301513634	301516563	2.8181441090748502	8.799596733331221e-05	MSTRG.8842.8	MSTRG.8842	Zm00001d034761	GRMZM2G053299	Actin-7	[source:homolog]
chr6	172194465	172210353	2.8205677675403704	0.00349476917709248	Zm00001d039189_T012	MSTRG.46326	Zm00001d039189	GRMZM2G456570	Structural maintenance of chromosomes protein 3	[source:homolog]
chr2	78511568	78549756	2.8232200892658996	0.0304426760751686	MSTRG.16043.8	MSTRG.16043	Zm00001d004042	GRMZM2G351023	3-oxoacyl-[acyl-carrier-protein] reductase chloroplastic	[source:homolog]
chr8	5938159	5940876	2.8281267505823	0.0274623777104934	MSTRG.51189.8	MSTRG.51189	Zm00001d008345	GRMZM2G088231	Importin alpha-1b subunit%2C mRNA  	 [source: RefGen_v3] 
chr7	172183261	172187544	2.8283706708347593	0.0117060797629206	Zm00001d022185_T009	MSTRG.52989	Zm00001d022185	GRMZM2G017368	Calmodulin-binding transcription activator 2	[source:homolog]
chr9	141979586	141982158	2.83055520509192	0.0144742443062042	Zm00001d047796_T001	MSTRG.60549	Zm00001d047796	GRMZM2G166767	Trifunctional UDP-glucose 46-dehydratase/UDP-4-keto-6-deoxy-D-glucose 35-epimerase/UDP-4-keto-L-rhamnose-reductase RHM2	[source:homolog]
chr3	158098798	158103660	2.83184795052927	6.07458853655456e-05	MSTRG.24553.6	MSTRG.24553	Zm00001d042267	GRMZM2G338259	Auxin response factor 10  	 [source: RefGen_v3] 
chr7	148264613	148272659	2.8326420953642897	3.29861459891323e-06	Zm00001d021301_T007	MSTRG.49825	Zm00001d021301	GRMZM2G109560	 lon1;LON peptidase1: cDNA similar to lon of E. coli and partially substitutes for pim1 in yeast	 [source: characterized gene (MaizeGDB_09082017)]
chr1	213508873	213513167	2.83471878713356	0.0294882418377451	Zm00001d032114_T002	MSTRG.5811	Zm00001d032114	GRMZM2G073814	D-3-phosphoglycerate dehydrogenase 2 chloroplastic	[source:homolog]
chr8	29091896	29097640	2.8349605010554906	0.0273941339119308	Zm00001d008993_T008	MSTRG.51681	Zm00001d008993	GRMZM2G032348	DUF4378 domain protein	[source:homolog]
chr8	177497658	177501820	2.83614142777754	0.00246219195442877	Zm00001d012629_T006	MSTRG.57646	Zm00001d012627	GRMZM2G133249	Insulin-degrading enzyme-like 1 peroxisomal	[source:homolog]
chr4	136189001	136190459	2.83878393758942	0.0260248326077843	MSTRG.30622.12	MSTRG.30622	Zm00001d051001	GRMZM2G071630	Glyceraldehyde-3-phosphate dehydrogenase 3%2C cytosolic  	 [source: RefGen_v3] 
chr1	31041553	31045243	2.85815036789437	0.0348215186506432	Zm00001d028330_T128	MSTRG.1313	Zm00001d028330	GRMZM2G311165	Sodium/hydrogen exchanger 2	[source:homolog]
chr1	193769193	193780529	2.86391174271001	0.0060593155318075295	Zm00001d031543_T020	MSTRG.5201	Zm00001d031543	GRMZM2G132712	Calcium-transporting ATPase 9 plasma membrane-type	[source:homolog]
chr6	168718517	168722841	2.86394228171943	0.0338799560066767	Zm00001d039015_T003	MSTRG.46100	Zm00001d039015	GRMZM2G020814	Putative RING zinc finger domain superfamily protein  	 [source: RefGen_v3] 
chr5	222621115	222627621	2.86837609437096	0.0267785926703213	MSTRG.40728.7	MSTRG.40728	Zm00001d018535	GRMZM5G842058	 brk1;brick1: Involved in formation of epidermal cell lobes as well as for properly polarized divisions of stomatal subsidiary mother cells.	 [source: characterized gene (MaizeGDB_09082017)]
chr5	215500287	215503968	2.8787076745339304	0.00135945931921888	MSTRG.41600.7	MSTRG.41600	Zm00001d018145	GRMZM2G101271	Presequence protease 2 chloroplastic/mitochondrial	[source:homolog]
chr1	110343282	110347959	2.8787813675875698	0.0119449179223086	Zm00001d030172_T003	MSTRG.3437	Zm00001d030172	GRMZM2G179528	Serine carboxypeptidase-like 19	[source:homolog]
chr7	27315729	27321817	2.8788096019269704	0.0150600151381969	Zm00001d019314_T010	MSTRG.47199	Zm00001d019314	GRMZM2G144618	mRNA-decapping enzyme-like protein	[source:homolog]
chr5	191574994	191578055	2.88401378203087	0.00325310326407628	MSTRG.39751.3	MSTRG.39751	Zm00001d017280	GRMZM2G370991		
