chr_name	start	end	log2FoldChange	padj	MSTRG_exon_id	MSTRG_gene_id	v4_gene_model	v3_gene_model	function	source
chr10	142763765	142763916	-2.75048372	0.0009778739999999999	MSTRG.12904:E5	MSTRG.12904	Zm00001d026283	GRMZM2G028929	 cop2;coatomer protein2: cDNA	 [source: characterized gene (MaizeGDB_09082017)]
chr2	45038449	45038611	-2.6854775419999997	0.00358611	MSTRG.15188:E4	MSTRG.15188	Zm00001d003462	GRMZM2G071714	Lipoyl synthase%2C mitochondrial  	 [source: RefGen_v3] 
chr3	166276349	166276507	-2.6140547990000003	1.16e-08	MSTRG.24737:E9	MSTRG.24737	Zm00001d042410	GRMZM2G077143		
chr5	1373795	1374032	-2.575995663	4.52e-12	MSTRG.36047:E7	MSTRG.36047	Zm00001d012857	GRMZM2G034326	DNA-directed RNA polymerases II IV and V subunit 8B	[source:homolog]
chr5	1373795	1374032	-2.575995663	4.52e-12	MSTRG.36047:E7	MSTRG.36047	Zm00001d012868	GRMZM2G144273	 crti3;carotene isomerase3: enclodes carotene isomerase	 [source: characterized gene (MaizeGDB_09082017)]
chr6	166180050	166180237	-2.5731013259999997	3.2200000000000005e-07	MSTRG.45962:E5	MSTRG.45962	Zm00001d038871	GRMZM2G096491	Mov34/MPN/PAD-1 family protein	[source:homolog]
chr4	184161588	184161743	-2.559236615	0.0061307390000000005	MSTRG.32084:E5	MSTRG.32084	Zm00001d052233	GRMZM2G021605	phosphoglycerate/bisphosphoglycerate mutase	[source:homolog]
chr1	225030180	225030292	-2.536261515	0.000407244	MSTRG.6137:E17	MSTRG.6137	Zm00001d032386	GRMZM2G450163	 pfk2;phosphofructose kinase2:	 [source: characterized gene (MaizeGDB_09082017)]
chr9	149823319	149823675	-2.526651731	1.81e-08	MSTRG.60887:E2	MSTRG.60887	Zm00001d048085	AC197717.3_FG002	Ninja-family protein 1  	 [source: RefGen_v3] 
chr4	163484139	163484251	-2.478662442	0.00820289	MSTRG.31342:E2	MSTRG.31342	Zm00001d051586	GRMZM2G029573	Carbamoyl-phosphate synthase small chain  	 [source: RefGen_v3] 
chr5	129555845	129555900	-2.466715689	0.0065688280000000005	MSTRG.38147:E20	MSTRG.38147	Zm00001d015890	GRMZM2G052880	SNARE-interacting protein KEULE	[source:homolog]
chr7	22609239	22610019	-2.462967442	2.33e-06	MSTRG.47069:E1	MSTRG.47069	Zm00001d019225	GRMZM2G173967	Amino acid transporter ANT1	[source:homolog]
chr10	128389497	128389540	-2.44938058	3.839999999999999e-69	MSTRG.12296:E6	MSTRG.12296	Zm00001d025751	GRMZM2G006216	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	[source:homolog]
chr7	175527903	175528862	-2.4248046309999998	0.000488009	MSTRG.53143:E3	MSTRG.53143	Zm00001d022326	GRMZM2G301932	Probable carboxylesterase 18	[source:homolog]
chr7	175527903	175528862	-2.4248046309999998	0.000488009	MSTRG.53143:E3	MSTRG.53143	Zm00001d022327	GRMZM2G301934	Probable carboxylesterase 18	[source:homolog]
chr3	221272903	221273158	-2.329064655	0.0018599439999999999	MSTRG.26908:E1	MSTRG.26908	Zm00001d044181	GRMZM2G011347	S-type anion channel SLAH3	[source:homolog]
chr9	154591870	154593946	-2.322142929	0.000139562	MSTRG.61786:E1	MSTRG.61786	Zm00001d048334	GRMZM2G055107	Whole genome shotgun sequence of line PN40024 scaffold_113.assembly12x (Fragment)	[source:homolog]
chr3	166933167	166933352	-2.280528683	4.03e-07	MSTRG.24748:E2	MSTRG.24748	Zm00001d042427	GRMZM2G151285	Ribosomal protein S24/S35 mitochondrial	[source:homolog]
chr2	8973510	8973719	-2.225116889	0.009045564	MSTRG.13877:E7	MSTRG.13877	Zm00001d002250	GRMZM2G443447	Probable cinnamyl alcohol dehydrogenase 1	[source:homolog]
chr3	164489182	164489283	-2.145135594	9.43e-14	MSTRG.24741:E9	MSTRG.24741	Zm00001d042398	GRMZM2G133173	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	[source:homolog]
chr7	179471528	179473348	-2.108988864	0.00480662	MSTRG.53374:E2	MSTRG.53374	Zm00001d022530	GRMZM2G151811	ETHYLENE INSENSITIVE 3-like 2 protein	[source:homolog]
chr8	13130420	13130564	-2.1083139909999997	0.003052943	MSTRG.51003:E8	MSTRG.51003	Zm00001d008563	GRMZM2G457624		
chr6	163224726	163225247	-2.095410353	0.001082647	MSTRG.45878:E3	MSTRG.45878	Zm00001d038706	GRMZM2G411293		
chr4	190063849	190065045	-2.059925467	4.85e-07	MSTRG.32486:E3	MSTRG.32486	Zm00001d052436	GRMZM2G171476	ubiquinol-cytochrome C reductase UQCRX/QCR9-like family protein	[source:homolog]
chr2	158150099	158151774	-2.0571060869999998	6.16e-07	MSTRG.17664:E3	MSTRG.17664	Zm00001d005100	GRMZM2G146283	RNA binding (RRM/RBD/RNP motifs) family protein	[source:homolog]
chr2	158150099	158151774	-2.0571060869999998	6.16e-07	MSTRG.17664:E3	MSTRG.17664	Zm00001d005100	GRMZM2G146267	RNA binding (RRM/RBD/RNP motifs) family protein	[source:homolog]
chr4	189489621	189489695	-2.054568901	1.73e-29	MSTRG.32451:E2	MSTRG.32451	Zm00001d052416	GRMZM2G146553	Putative CBL-interacting protein kinase family protein isoform 1%3B Putative CBL-interacting protein kinase family protein isoform 2%3B Putative CBL-interacting protein kinase family protein isoform 3%3B Putative CBL-interacting protein kinase family protein isoform 4  	 [source: RefGen_v3] 
chr6	152651423	152652045	-2.041428049	0.0031681359999999998	MSTRG.45250:E8	MSTRG.45250	Zm00001d038269	GRMZM2G084899	UPF0503 protein  chloroplastic	[source:homolog]
chr3	562541	562657	-2.032643944	4.16e-06	MSTRG.20978:E1	MSTRG.20978	Zm00001d039251	GRMZM5G860761	Glucan endo-1%2C3-beta-glucosidase 4  	 [source: RefGen_v3] 
chr7	179354744	179355076	-2.024562257	0.005613106	MSTRG.53372:E1	MSTRG.53372	Zm00001d022527	AC155434.2_FG004	Nuclear pore complex protein NUP214	[source:homolog]
